Time,GC Util
0,0
0,0
422,28
422,28
614,14
614,14
720,13
720,13
783,149
826,22
900,18
900,18
978,22
978,22
1124,21
1124,21
1173,169
1223,22
1241,70
1241,70
1260,38
1260,38
1328,23
1328,23
1389,26
1389,26
1465,23
1465,23
1549,25
1549,25
1632,23
1632,23
1729,26
1729,26
1821,23
1821,23
1899,22
1899,22
1987,21
1987,21
2073,24
2073,24
2178,25
2178,25
2277,23
2277,23
2368,22
2368,22
2495,23
2495,23
2610,25
2610,25
2728,26
2728,26
2847,25
2847,25
2981,23
2981,23
3083,24
3083,24
3214,24
3214,24
3345,23
3345,23
3465,31
3465,31
3608,32
3608,32
3735,27
3735,27
3870,34
3870,34
4017,30
4017,30
4139,22
4139,22
4280,25
4280,25
4421,35
4421,35
4573,34
4573,34
4723,30
4723,30
4883,31
4883,31
5028,33
5028,33
5175,35
5175,35
5332,34
5332,34
5498,36
5498,36
5670,38
5670,38
5840,32
5840,32
6020,32
6020,32
6196,31
6196,31
6372,32
6372,32
6555,23
6555,23
6738,37
6738,37
6918,35
6918,35
7091,35
7091,35
7274,30
7274,30
7473,36
7473,36
7670,37
7670,37
7872,32
7872,32
8073,35
8073,35
8274,33
8274,33
8485,36
8485,36
8689,31
8689,31
8909,31
8909,31
9124,34
9124,34
9356,34
9356,34
9581,35
9581,35
9802,38
9802,38
10012,33
10012,33
10233,34
10233,34
10458,39
10458,39
10681,61
10681,61
10918,35
10918,35
11149,62
11149,62
11397,75
11397,75
11634,56
11634,56
11869,60
11869,60
12112,53
12112,53
12360,62
12360,62
12597,60
12597,60
12847,54
12847,54
13091,54
13091,54
13352,52
13352,52
13612,60
13612,60
13945,109
13945,109
14253,59
14253,59
14608,79
14608,79
14946,79
14946,79
15235,115
15235,115
15497,63
15497,63
15765,58
15765,58
16058,72
16058,72
16341,62
16341,62
16600,68
16600,68
16863,69
16863,69
17145,81
17145,81
17415,67
17415,67
17696,63
17696,63
17972,82
17972,82
18292,82
18292,82
18576,57
18576,57
18843,56
18843,56
19109,59
19109,59
19392,61
19392,61
19668,63
19668,63
19939,55
19939,55
20207,72
20207,72
20478,54
20478,54
20752,76
20752,76
21033,58
21033,58
21312,81
21312,81
21591,68
21591,68
21873,60
21873,60
22149,83
22149,83
22424,56
22424,56
22704,78
22704,78
22984,84
22984,84
23271,69
23271,69
23546,64
23546,64
23835,84
23835,84
24132,82
24132,82
24418,67
24418,67
24703,69
24703,69
24997,72
24997,72
25278,68
25278,68
25561,58
25561,58
25842,66
25842,66
26131,59
26131,59
26417,76
26417,76
26697,68
26697,68
26841,243
26989,76
27133,78
27133,78
27281,56
27281,56
27559,28
27559,28
27813,32
27813,32
