Time,GC Util
0,0
0,0
22,0
22,0
47,14
47,14
65,9
65,9
79,12
79,12
279,0
279,0
379,0
379,0
505,0
505,0
600,0
600,0
611,6
611,6
613,52
613,52
614,64
614,64
615,68
615,68
616,54
616,54
617,39
617,39
618,37
618,37
619,40
619,40
619,38
619,38
620,37
620,37
621,37
621,37
622,37
622,37
623,38
623,38
624,38
624,38
625,39
625,39
625,38
625,38
628,68
628,68
811,0
811,0
848,1
848,1
911,1
911,1
1302,0
1302,0
1340,4
1340,4
1360,8
1360,8
1362,104
1362,104
1382,23
1382,23
1403,15
1403,15
1408,37
1408,37
1419,37
1419,37
1437,29
1437,29
1453,17
1453,17
1466,26
1466,26
1488,18
1488,18
1514,74
1514,74
1544,6
1544,6
1555,37
1555,37
1579,16
1579,16
1603,22
1603,22
1641,9
1641,9
1655,31
1655,31
1676,36
1676,36
1702,23
1702,23
1726,15
1726,15
1760,19
1760,19
1760,19
1780,17
1784,154
1784,154
1809,7
1809,7
1832,25
1832,25
1850,19
1850,19
1859,65
1859,65
1870,57
1870,57
1880,88
1880,88
1880,88
1905,44
1905,44
1926,38
1937,161
1937,161
1960,23
1960,23
1979,86
1979,86
1979,86
2000,91
2014,332
2014,332
2042,16
2042,16
2042,16
2061,75
2061,75
2096,42
2104,248
2104,248
2125,21
2125,21
2151,51
2151,51
2200,15
2200,15
2254,10
2254,10
2331,7
0,0
0,0
22,0
22,0
51,12
51,12
64,12
64,12
121,3
121,3
279,1
279,1
381,0
381,0
495,0
495,0
591,0
591,0
607,4
607,4
609,65
609,65
611,43
611,43
612,55
612,55
613,59
613,59
614,37
614,37
615,41
615,41
616,38
616,38
617,38
617,38
618,38
618,38
618,35
618,35
619,38
619,38
620,38
620,38
621,38
621,38
622,37
622,37
623,37
623,37
624,38
624,38
626,62
626,62
818,0
818,0
852,2
852,2
910,1
910,1
946,2
946,2
1331,0
1331,0
1344,12
1344,12
1362,26
1362,26
1377,14
1377,14
1394,33
1394,33
1401,34
1401,34
1404,62
1404,62
1410,40
1410,40
1424,25
1424,25
1435,25
1435,25
1441,45
1441,45
1450,32
1450,32
1457,35
1457,35
1479,19
1479,19
1479,19
1519,9
1527,98
1527,98
1541,9
1541,9
1573,12
1573,12
1590,30
1590,30
1604,26
1604,26
1618,26
1618,26
1618,26
1653,19
1663,135
1663,135
1664,151
1664,151
1686,15
1686,15
1703,13
1703,13
1727,18
1727,18
1749,16
1749,16
1765,16
1765,16
1785,12
1785,12
1801,17
1801,17
1812,28
1812,28
1812,28
1822,73
1822,73
1834,77
1843,132
1843,132
1856,28
1856,28
1869,37
1869,37
1882,68
1882,68
1901,42
1901,42
1901,42
1928,31
1928,31
