,Container,CPU Utilisation,Memory Utilisation,Iteration
0,jdkf-01,2639.0,119.0,4.0
1,jdkf-01,2639.0,119.0,4.0
2,jdkf-01,2639.0,119.0,4.0
3,jdkf-01,2639.0,119.0,4.0
4,jdkf-01,2639.0,119.0,4.0
5,jdkf-01,2639.0,119.0,4.0
6,jdkf-01,2639.0,119.0,4.0
7,jdkf-01,2639.0,119.0,4.0
8,jdkf-01,2639.0,119.0,4.0
9,jdkf-01,2639.0,119.0,4.0
10,jdkf-01,2639.0,119.0,4.0
11,jdkf-01,2639.0,119.0,4.0
12,jdkf-01,2639.0,119.0,4.0
13,jdkf-01,2639.0,119.0,4.0
14,jdkf-01,2639.0,119.0,4.0
15,jdkf-01,2639.0,119.0,4.0
16,jdkf-01,2639.0,119.0,4.0
17,jdkf-01,2639.0,119.0,4.0
18,jdkf-01,2639.0,119.0,4.0
19,jdkf-01,2639.0,119.0,4.0
20,jdkf-01,2639.0,119.0,4.0
21,jdkf-01,2639.0,119.0,4.0
22,jdkf-01,2639.0,119.0,4.0
23,jdkf-01,2639.0,119.0,4.0
24,jdkf-01,2639.0,119.0,4.0
25,jdkf-01,2639.0,119.0,4.0
26,jdkf-01,2639.0,119.0,4.0
27,jdkf-01,2639.0,119.0,4.0
28,jdkf-01,2639.0,119.0,4.0
29,jdkf-01,2639.0,119.0,4.0
30,jdkf-01,2639.0,119.0,4.0
31,jdkf-01,2639.0,119.0,4.0
32,jdkf-01,2639.0,119.0,4.0
33,jdkf-01,2639.0,119.0,4.0
34,jdkf-01,2639.0,119.0,4.0
35,jdkf-01,2639.0,119.0,4.0
36,jdkf-01,2639.0,119.0,4.0
37,jdkf-01,2639.0,119.0,4.0
38,jdkf-01,2639.0,119.0,4.0
39,jdkf-01,2639.0,119.0,4.0
40,jdkf-01,2639.0,119.0,4.0
41,jdkf-01,2639.0,119.0,4.0
42,jdkf-01,2639.0,119.0,4.0
43,jdkf-01,2639.0,119.0,4.0
44,jdkf-01,2639.0,119.0,4.0
45,jdkf-01,2639.0,119.0,4.0
46,jdkf-01,2639.0,119.0,4.0
47,jdkf-01,2639.0,119.0,4.0
48,jdkf-01,2639.0,119.0,4.0
49,jdkf-01,2639.0,119.0,4.0
50,jdkf-01,2639.0,119.0,4.0
51,jdkf-01,2639.0,119.0,4.0
52,jdkf-01,2639.0,119.0,4.0
53,jdkf-01,2639.0,119.0,4.0
54,jdkf-01,2639.0,119.0,4.0
55,jdkf-01,2639.0,119.0,4.0
56,jdkf-01,2639.0,119.0,4.0
57,jdkf-01,2639.0,119.0,4.0
58,jdkf-01,2639.0,119.0,4.0
59,jdkf-01,2639.0,119.0,4.0
60,jdkf-01,2639.0,119.0,4.0
61,jdkf-01,2639.0,119.0,4.0
62,jdkf-01,2639.0,119.0,4.0
63,jdkf-01,2639.0,119.0,4.0
64,jdkf-01,2639.0,119.0,4.0
