Time,GC Util
0,0
0,0
20,0
20,0
41,19
41,19
57,10
57,10
103,3
103,3
229,1
229,1
308,0
308,0
398,0
398,0
475,0
475,0
490,3
490,3
491,69
491,69
492,58
492,58
494,59
494,59
495,69
495,69
495,45
495,45
496,44
496,44
497,43
497,43
497,41
497,41
498,44
498,44
499,42
499,42
500,43
500,43
500,44
500,44
501,42
501,42
502,46
502,46
503,43
503,43
503,44
503,44
505,69
505,69
652,1
652,1
685,2
685,2
740,1
740,1
774,3
774,3
1056,0
1056,0
1063,19
1063,19
1091,17
1091,17
1097,31
1097,31
1119,7
1119,7
1124,39
1124,39
1137,42
1137,42
1151,20
1151,20
1164,31
1164,31
1186,24
1186,24
1196,32
1196,32
1209,27
1209,27
1232,17
1232,17
1244,29
1244,29
1256,36
1256,36
1256,36
1267,37
1267,37
1287,24
1292,57
1292,57
1313,9
1313,9
1346,14
1346,14
1358,34
1358,34
1374,23
1374,23
1399,17
1399,17
1414,22
1414,22
1414,22
1432,16
1432,16
1458,11
1461,102
1461,102
1482,8
1482,8
1495,34
1495,34
1510,23
1510,23
1529,15
1529,15
1557,21
1557,21
1564,101
1564,101
1564,101
1570,90
1583,162
1583,162
1593,42
1593,42
1616,46
1616,46
1631,82
1631,82
1631,82
1651,66
1668,124
1668,124
1685,54
1685,54
1705,63
1705,63
1705,63
1737,66
1753,234
1753,234
1784,15
1784,15
1784,15
1807,64
1828,221
1828,221
1863,7
1863,7
1906,35
1906,35
1906,35
1940,44
1940,44
2001,15
2012,201
2012,201
2075,6
2075,6
2137,11
