,GC Util,GCInterval,JVM,Time,benchmark,heapSize,numThreads
0,0.0,100.0,JDK1.5-1-0.5,0.0,xalan,100.0,100.0
1,30.0,100.0,JDK1.5-1-0.5,681.0,xalan,100.0,100.0
2,100.0,100.0,JDK1.5-1-0.5,1006.0,xalan,24946.09,100.0
3,0.0,100.0,JDK1.5-1-0.5,0.0,xalan,100.0,100.0
4,32.0,100.0,JDK1.5-1-0.5,372.0,xalan,100.0,100.0
5,97.0,100.0,JDK1.5-1-0.5,585.0,xalan,24946.09,100.0
6,0.0,100.0,JDK1.5-1-0.5,0.0,xalan,100.0,100.0
7,32.0,100.0,JDK1.5-1-0.5,386.0,xalan,100.0,100.0
8,97.0,100.0,JDK1.5-1-0.5,607.0,xalan,24946.09,100.0
9,0.0,100.0,JDK1.5-1-0.5,0.0,xalan,100.0,100.0
10,31.0,100.0,JDK1.5-1-0.5,445.0,xalan,100.0,100.0
11,100.0,100.0,JDK1.5-1-0.5,668.0,xalan,24946.09,100.0
12,0.0,100.0,JDK1.5-1-0.5,0.0,xalan,100.0,100.0
13,31.0,100.0,JDK1.5-1-0.5,398.0,xalan,100.0,100.0
14,107.0,100.0,JDK1.5-1-0.5,671.0,xalan,24946.09,100.0
15,0.0,100.0,JDK1.5-1-0.5,0.0,xalan,100.0,100.0
16,32.0,100.0,JDK1.5-1-0.5,398.0,xalan,100.0,100.0
17,107.0,100.0,JDK1.5-1-0.5,620.0,xalan,24946.09,100.0
18,0.0,100.0,JDK1.5-1-0.5,0.0,xalan,100.0,100.0
19,31.0,100.0,JDK1.5-1-0.5,475.0,xalan,100.0,100.0
20,106.0,100.0,JDK1.5-1-0.5,704.0,xalan,24946.09,100.0
21,0.0,100.0,JDK1.5-1-0.5,0.0,xalan,100.0,100.0
22,34.0,100.0,JDK1.5-1-0.5,638.0,xalan,100.0,100.0
23,123.0,100.0,JDK1.5-1-0.5,899.0,xalan,24946.09,100.0
24,0.0,100.0,JDK1.5-1-0.5,0.0,xalan,100.0,100.0
25,32.0,100.0,JDK1.5-1-0.5,460.0,xalan,100.0,100.0
26,96.0,100.0,JDK1.5-1-0.5,704.0,xalan,24946.09,100.0
27,0.0,100.0,JDK1.5-1-0.5,0.0,xalan,100.0,100.0
28,31.0,100.0,JDK1.5-1-0.5,562.0,xalan,100.0,100.0
29,96.0,100.0,JDK1.5-1-0.5,791.0,xalan,24946.09,100.0
30,0.0,0.0,JDK1.5-1-0.5,0.0,xalan,100.0,100.0
31,0.0,100.0,JDK1.5-1-0.5,0.0,xalan,100.0,100.0
32,31.0,100.0,JDK1.5-1-0.5,439.0,xalan,100.0,100.0
33,145.0,100.0,JDK1.5-1-0.5,658.0,xalan,24946.09,100.0
34,0.0,100.0,JDK1.5-1-0.5,0.0,xalan,100.0,100.0
35,70.0,100.0,JDK1.5-1-0.5,453.0,xalan,100.0,100.0
36,123.0,100.0,JDK1.5-1-0.5,759.0,xalan,24946.09,100.0
37,0.0,100.0,JDK1.5-1-0.5,0.0,xalan,100.0,100.0
38,32.0,100.0,JDK1.5-1-0.5,400.0,xalan,100.0,100.0
39,116.0,100.0,JDK1.5-1-0.5,609.0,xalan,24946.09,100.0
40,0.0,100.0,JDK1.5-1-0.5,0.0,xalan,100.0,100.0
41,32.0,100.0,JDK1.5-1-0.5,390.0,xalan,100.0,100.0
42,96.0,100.0,JDK1.5-1-0.5,610.0,xalan,24946.09,100.0
43,0.0,100.0,JDK1.5-1-0.5,0.0,xalan,100.0,100.0
44,32.0,100.0,JDK1.5-1-0.5,393.0,xalan,100.0,100.0
45,106.0,100.0,JDK1.5-1-0.5,609.0,xalan,24946.09,100.0
46,0.0,100.0,JDK1.5-1-0.5,0.0,xalan,100.0,100.0
47,31.0,100.0,JDK1.5-1-0.5,473.0,xalan,100.0,100.0
48,106.0,100.0,JDK1.5-1-0.5,706.0,xalan,24946.09,100.0
0,0.0,100.0,JDK0.5-1-1,0.0,xalan,100.0,100.0
1,30.0,100.0,JDK0.5-1-1,1451.0,xalan,100.0,100.0
2,129.0,100.0,JDK0.5-1-1,1692.0,xalan,24946.09,100.0
3,0.0,100.0,JDK0.5-1-1,0.0,xalan,100.0,100.0
4,33.0,100.0,JDK0.5-1-1,1848.0,xalan,100.0,100.0
5,124.0,100.0,JDK0.5-1-1,2320.0,xalan,24946.09,100.0
6,0.0,100.0,JDK0.5-1-1,0.0,xalan,100.0,100.0
7,30.0,100.0,JDK0.5-1-1,1360.0,xalan,100.0,100.0
8,160.0,100.0,JDK0.5-1-1,1618.0,xalan,24946.09,100.0
9,0.0,100.0,JDK0.5-1-1,0.0,xalan,100.0,100.0
10,33.0,100.0,JDK0.5-1-1,1603.0,xalan,100.0,100.0
11,107.0,100.0,JDK0.5-1-1,1879.0,xalan,24946.09,100.0
12,0.0,0.0,JDK0.5-1-1,0.0,xalan,100.0,100.0
13,0.0,100.0,JDK0.5-1-1,0.0,xalan,100.0,100.0
14,44.0,100.0,JDK0.5-1-1,1624.0,xalan,100.0,100.0
15,122.0,100.0,JDK0.5-1-1,1921.0,xalan,24946.09,100.0
16,0.0,100.0,JDK0.5-1-1,0.0,xalan,100.0,100.0
17,37.0,100.0,JDK0.5-1-1,1402.0,xalan,100.0,100.0
18,156.0,100.0,JDK0.5-1-1,1683.0,xalan,24946.09,100.0
19,0.0,100.0,JDK0.5-1-1,0.0,xalan,100.0,100.0
20,68.0,100.0,JDK0.5-1-1,2143.0,xalan,100.0,100.0
21,112.0,100.0,JDK0.5-1-1,2539.0,xalan,24946.09,100.0
22,0.0,100.0,JDK0.5-1-1,0.0,xalan,100.0,100.0
23,98.0,100.0,JDK0.5-1-1,2124.0,xalan,100.0,100.0
24,121.0,100.0,JDK0.5-1-1,2405.0,xalan,24946.09,100.0
25,0.0,100.0,JDK0.5-1-1,0.0,xalan,100.0,100.0
26,33.0,100.0,JDK0.5-1-1,1258.0,xalan,100.0,100.0
27,114.0,100.0,JDK0.5-1-1,1537.0,xalan,24946.09,100.0
28,0.0,100.0,JDK0.5-1-1,0.0,xalan,100.0,100.0
29,32.0,100.0,JDK0.5-1-1,1343.0,xalan,100.0,100.0
30,109.0,100.0,JDK0.5-1-1,1571.0,xalan,24946.09,100.0
31,0.0,100.0,JDK0.5-1-1,0.0,xalan,100.0,100.0
32,32.0,100.0,JDK0.5-1-1,1752.0,xalan,100.0,100.0
33,0.0,100.0,JDK0.5-1-1,2024.0,xalan,24946.09,100.0
34,0.0,100.0,JDK0.5-1-1,0.0,xalan,100.0,100.0
35,32.0,100.0,JDK0.5-1-1,1306.0,xalan,100.0,100.0
36,140.0,100.0,JDK0.5-1-1,1551.0,xalan,24946.09,100.0
37,0.0,100.0,JDK0.5-1-1,0.0,xalan,100.0,100.0
38,36.0,100.0,JDK0.5-1-1,1780.0,xalan,100.0,100.0
39,128.0,100.0,JDK0.5-1-1,2018.0,xalan,24946.09,100.0
40,0.0,100.0,JDK0.5-1-1,0.0,xalan,100.0,100.0
41,31.0,100.0,JDK0.5-1-1,1337.0,xalan,100.0,100.0
42,138.0,100.0,JDK0.5-1-1,1693.0,xalan,24946.09,100.0
43,0.0,100.0,JDK0.5-1-1,0.0,xalan,100.0,100.0
44,42.0,100.0,JDK0.5-1-1,1861.0,xalan,100.0,100.0
45,123.0,100.0,JDK0.5-1-1,2140.0,xalan,24946.09,100.0
46,0.0,100.0,JDK0.5-1-1,0.0,xalan,100.0,100.0
47,31.0,100.0,JDK0.5-1-1,2819.0,xalan,100.0,100.0
48,68.0,100.0,JDK0.5-1-1,3095.0,xalan,24946.09,100.0
0,0.0,,JDKF,0.0,xalan,,
1,0.0,,JDKF,0.0,xalan,,
2,77.0,,JDKF,382.0,xalan,,
3,77.0,,JDKF,382.0,xalan,,
4,43.0,,JDKF,572.0,xalan,,
5,60.0,,JDKF,575.0,xalan,,
6,4.0,,JDKF,578.0,xalan,,
7,4.0,,JDKF,578.0,xalan,,
8,74.0,,JDKF,711.0,xalan,,
9,2.0,,JDKF,806.0,xalan,,
10,89.0,,JDKF,808.0,xalan,,
11,1.0,,JDKF,912.0,xalan,,
12,89.0,,JDKF,914.0,xalan,,
13,1.0,,JDKF,1018.0,xalan,,
14,90.0,,JDKF,1020.0,xalan,,
15,2.0,,JDKF,1107.0,xalan,,
16,88.0,,JDKF,1109.0,xalan,,
17,3.0,,JDKF,1163.0,xalan,,
18,86.0,,JDKF,1165.0,xalan,,
19,6.0,,JDKF,1194.0,xalan,,
20,85.0,,JDKF,1196.0,xalan,,
21,4.0,,JDKF,1236.0,xalan,,
22,85.0,,JDKF,1239.0,xalan,,
23,6.0,,JDKF,1274.0,xalan,,
24,87.0,,JDKF,1278.0,xalan,,
25,6.0,,JDKF,1319.0,xalan,,
26,86.0,,JDKF,1322.0,xalan,,
27,7.0,,JDKF,1355.0,xalan,,
28,92.0,,JDKF,1359.0,xalan,,
29,2.0,,JDKF,1399.0,xalan,,
30,86.0,,JDKF,1403.0,xalan,,
31,7.0,,JDKF,1440.0,xalan,,
32,97.0,,JDKF,1449.0,xalan,,
33,3.0,,JDKF,1489.0,xalan,,
34,20.0,,JDKF,1491.0,xalan,,
35,20.0,,JDKF,1491.0,xalan,,
36,20.0,,JDKF,1491.0,xalan,,
37,20.0,,JDKF,1491.0,xalan,,
38,140.0,,JDKF,1538.0,xalan,,
39,140.0,,JDKF,1538.0,xalan,,
40,3.0,,JDKF,1581.0,xalan,,
41,3.0,,JDKF,1581.0,xalan,,
42,171.0,,JDKF,1584.0,xalan,,
43,171.0,,JDKF,1584.0,xalan,,
44,112.0,,JDKF,1623.0,xalan,,
45,112.0,,JDKF,1623.0,xalan,,
46,130.0,,JDKF,1678.0,xalan,,
47,130.0,,JDKF,1678.0,xalan,,
48,3.0,,JDKF,1717.0,xalan,,
49,3.0,,JDKF,1717.0,xalan,,
50,143.0,,JDKF,1721.0,xalan,,
51,143.0,,JDKF,1721.0,xalan,,
52,106.0,,JDKF,1774.0,xalan,,
53,106.0,,JDKF,1774.0,xalan,,
54,6.0,,JDKF,1814.0,xalan,,
55,6.0,,JDKF,1814.0,xalan,,
56,113.0,,JDKF,1819.0,xalan,,
57,113.0,,JDKF,1819.0,xalan,,
58,132.0,,JDKF,1862.0,xalan,,
59,132.0,,JDKF,1862.0,xalan,,
60,124.0,,JDKF,1912.0,xalan,,
61,124.0,,JDKF,1912.0,xalan,,
62,5.0,,JDKF,1950.0,xalan,,
63,5.0,,JDKF,1950.0,xalan,,
64,14.0,,JDKF,1952.0,xalan,,
65,14.0,,JDKF,1952.0,xalan,,
66,14.0,,JDKF,1952.0,xalan,,
67,14.0,,JDKF,1952.0,xalan,,
68,176.0,,JDKF,2007.0,xalan,,
69,176.0,,JDKF,2007.0,xalan,,
70,149.0,,JDKF,2051.0,xalan,,
71,149.0,,JDKF,2051.0,xalan,,
72,4.0,,JDKF,2088.0,xalan,,
73,4.0,,JDKF,2088.0,xalan,,
74,18.0,,JDKF,2090.0,xalan,,
75,18.0,,JDKF,2090.0,xalan,,
76,18.0,,JDKF,2090.0,xalan,,
77,18.0,,JDKF,2090.0,xalan,,
78,17.0,,JDKF,2142.0,xalan,,
79,17.0,,JDKF,2142.0,xalan,,
80,17.0,,JDKF,2142.0,xalan,,
81,17.0,,JDKF,2142.0,xalan,,
82,154.0,,JDKF,2185.0,xalan,,
83,154.0,,JDKF,2185.0,xalan,,
84,2.0,,JDKF,2239.0,xalan,,
85,2.0,,JDKF,2239.0,xalan,,
86,16.0,,JDKF,2241.0,xalan,,
87,16.0,,JDKF,2241.0,xalan,,
88,113.0,,JDKF,2284.0,xalan,,
89,113.0,,JDKF,2284.0,xalan,,
90,131.0,,JDKF,2330.0,xalan,,
91,131.0,,JDKF,2330.0,xalan,,
92,4.0,,JDKF,2369.0,xalan,,
93,4.0,,JDKF,2369.0,xalan,,
94,160.0,,JDKF,2371.0,xalan,,
95,160.0,,JDKF,2371.0,xalan,,
96,3.0,,JDKF,2409.0,xalan,,
97,3.0,,JDKF,2409.0,xalan,,
98,143.0,,JDKF,2413.0,xalan,,
99,143.0,,JDKF,2413.0,xalan,,
100,4.0,,JDKF,2456.0,xalan,,
101,4.0,,JDKF,2456.0,xalan,,
102,145.0,,JDKF,2458.0,xalan,,
103,145.0,,JDKF,2458.0,xalan,,
104,118.0,,JDKF,2505.0,xalan,,
105,118.0,,JDKF,2505.0,xalan,,
106,3.0,,JDKF,2553.0,xalan,,
107,3.0,,JDKF,2553.0,xalan,,
108,155.0,,JDKF,2554.0,xalan,,
109,155.0,,JDKF,2554.0,xalan,,
110,4.0,,JDKF,2586.0,xalan,,
111,4.0,,JDKF,2586.0,xalan,,
112,154.0,,JDKF,2588.0,xalan,,
113,154.0,,JDKF,2588.0,xalan,,
114,3.0,,JDKF,2630.0,xalan,,
115,3.0,,JDKF,2630.0,xalan,,
116,156.0,,JDKF,2631.0,xalan,,
117,156.0,,JDKF,2631.0,xalan,,
118,139.0,,JDKF,2679.0,xalan,,
119,139.0,,JDKF,2679.0,xalan,,
120,121.0,,JDKF,2719.0,xalan,,
121,3.0,,JDKF,2761.0,xalan,,
122,130.0,,JDKF,2764.0,xalan,,
123,130.0,,JDKF,2764.0,xalan,,
124,130.0,,JDKF,2764.0,xalan,,
125,130.0,,JDKF,2764.0,xalan,,
126,145.0,,JDKF,2800.0,xalan,,
127,145.0,,JDKF,2800.0,xalan,,
128,2.0,,JDKF,2850.0,xalan,,
129,2.0,,JDKF,2850.0,xalan,,
130,171.0,,JDKF,2853.0,xalan,,
131,171.0,,JDKF,2853.0,xalan,,
132,3.0,,JDKF,2890.0,xalan,,
133,3.0,,JDKF,2890.0,xalan,,
134,145.0,,JDKF,2895.0,xalan,,
135,145.0,,JDKF,2895.0,xalan,,
136,4.0,,JDKF,2938.0,xalan,,
137,4.0,,JDKF,2938.0,xalan,,
138,151.0,,JDKF,2940.0,xalan,,
139,151.0,,JDKF,2940.0,xalan,,
140,4.0,,JDKF,2979.0,xalan,,
141,4.0,,JDKF,2979.0,xalan,,
142,140.0,,JDKF,2981.0,xalan,,
143,140.0,,JDKF,2981.0,xalan,,
144,3.0,,JDKF,3021.0,xalan,,
145,3.0,,JDKF,3021.0,xalan,,
146,157.0,,JDKF,3023.0,xalan,,
147,157.0,,JDKF,3023.0,xalan,,
148,3.0,,JDKF,3066.0,xalan,,
149,3.0,,JDKF,3066.0,xalan,,
150,134.0,,JDKF,3068.0,xalan,,
151,134.0,,JDKF,3068.0,xalan,,
152,4.0,,JDKF,3109.0,xalan,,
153,4.0,,JDKF,3109.0,xalan,,
154,147.0,,JDKF,3113.0,xalan,,
155,147.0,,JDKF,3113.0,xalan,,
156,127.0,,JDKF,3164.0,xalan,,
157,5.0,,JDKF,3199.0,xalan,,
158,134.0,,JDKF,3200.0,xalan,,
159,134.0,,JDKF,3200.0,xalan,,
160,3.0,,JDKF,3248.0,xalan,,
161,3.0,,JDKF,3248.0,xalan,,
162,156.0,,JDKF,3250.0,xalan,,
163,156.0,,JDKF,3250.0,xalan,,
164,4.0,,JDKF,3286.0,xalan,,
165,4.0,,JDKF,3286.0,xalan,,
166,157.0,,JDKF,3288.0,xalan,,
167,3.0,,JDKF,3333.0,xalan,,
168,3.0,,JDKF,3333.0,xalan,,
169,16.0,,JDKF,3334.0,xalan,,
170,16.0,,JDKF,3334.0,xalan,,
171,16.0,,JDKF,3334.0,xalan,,
