,GC Util,GCInterval,JVM,Time,benchmark,heapSize,numThreads
0,0.0,100.0,JDK1.5-1-0.5,0.0,avrora,100.0,100.0
1,30.0,100.0,JDK1.5-1-0.5,794.0,avrora,100.0,100.0
2,0.0,100.0,JDK1.5-1-0.5,0.0,avrora,100.0,100.0
3,32.0,100.0,JDK1.5-1-0.5,799.0,avrora,100.0,100.0
4,0.0,100.0,JDK1.5-1-0.5,0.0,avrora,100.0,100.0
5,37.0,100.0,JDK1.5-1-0.5,643.0,avrora,100.0,100.0
6,0.0,100.0,JDK1.5-1-0.5,0.0,avrora,100.0,100.0
7,31.0,100.0,JDK1.5-1-0.5,788.0,avrora,100.0,100.0
8,0.0,100.0,JDK1.5-1-0.5,0.0,avrora,100.0,100.0
9,31.0,100.0,JDK1.5-1-0.5,636.0,avrora,100.0,100.0
10,0.0,100.0,JDK1.5-1-0.5,0.0,avrora,100.0,100.0
11,31.0,100.0,JDK1.5-1-0.5,656.0,avrora,100.0,100.0
12,0.0,100.0,JDK1.5-1-0.5,0.0,avrora,100.0,100.0
13,31.0,100.0,JDK1.5-1-0.5,790.0,avrora,100.0,100.0
14,0.0,100.0,JDK1.5-1-0.5,0.0,avrora,100.0,100.0
15,31.0,100.0,JDK1.5-1-0.5,738.0,avrora,100.0,100.0
16,0.0,0.0,JDK1.5-1-0.5,0.0,avrora,100.0,100.0
17,0.0,100.0,JDK1.5-1-0.5,0.0,avrora,100.0,100.0
18,31.0,100.0,JDK1.5-1-0.5,786.0,avrora,100.0,100.0
19,0.0,100.0,JDK1.5-1-0.5,0.0,avrora,100.0,100.0
20,37.0,100.0,JDK1.5-1-0.5,655.0,avrora,100.0,100.0
21,0.0,100.0,JDK1.5-1-0.5,0.0,avrora,100.0,100.0
22,33.0,100.0,JDK1.5-1-0.5,493.0,avrora,100.0,100.0
23,0.0,100.0,JDK1.5-1-0.5,0.0,avrora,100.0,100.0
24,32.0,100.0,JDK1.5-1-0.5,641.0,avrora,100.0,100.0
25,0.0,100.0,JDK1.5-1-0.5,0.0,avrora,100.0,100.0
26,32.0,100.0,JDK1.5-1-0.5,813.0,avrora,100.0,100.0
27,0.0,100.0,JDK1.5-1-0.5,0.0,avrora,100.0,100.0
28,35.0,100.0,JDK1.5-1-0.5,651.0,avrora,100.0,100.0
29,0.0,100.0,JDK1.5-1-0.5,0.0,avrora,100.0,100.0
30,31.0,100.0,JDK1.5-1-0.5,773.0,avrora,100.0,100.0
31,0.0,100.0,JDK1.5-1-0.5,0.0,avrora,100.0,100.0
32,30.0,100.0,JDK1.5-1-0.5,760.0,avrora,100.0,100.0
0,0.0,,JDKF,0.0,avrora,,
1,0.0,,JDKF,0.0,avrora,,
2,79.0,,JDKF,588.0,avrora,,
3,79.0,,JDKF,588.0,avrora,,
4,94.0,,JDKF,1423.0,avrora,,
5,94.0,,JDKF,1423.0,avrora,,
6,85.0,,JDKF,3003.0,avrora,,
7,85.0,,JDKF,3003.0,avrora,,
8,85.0,,JDKF,4590.0,avrora,,
9,85.0,,JDKF,4590.0,avrora,,
10,95.0,,JDKF,6182.0,avrora,,
11,95.0,,JDKF,6182.0,avrora,,
12,86.0,,JDKF,7762.0,avrora,,
13,0.0,,JDKF,0.0,avrora,,
14,0.0,,JDKF,0.0,avrora,,
15,86.0,,JDKF,640.0,avrora,,
16,86.0,,JDKF,640.0,avrora,,
17,94.0,,JDKF,1423.0,avrora,,
18,94.0,,JDKF,1423.0,avrora,,
19,176.0,,JDKF,3157.0,avrora,,
20,176.0,,JDKF,3157.0,avrora,,
21,153.0,,JDKF,4747.0,avrora,,
22,153.0,,JDKF,4747.0,avrora,,
23,169.0,,JDKF,6341.0,avrora,,
24,169.0,,JDKF,6341.0,avrora,,
25,151.0,,JDKF,7991.0,avrora,,
26,0.0,,JDKF,0.0,avrora,,
27,0.0,,JDKF,0.0,avrora,,
28,83.0,,JDKF,668.0,avrora,,
29,83.0,,JDKF,668.0,avrora,,
30,86.0,,JDKF,1513.0,avrora,,
31,86.0,,JDKF,1513.0,avrora,,
32,87.0,,JDKF,3170.0,avrora,,
33,87.0,,JDKF,3170.0,avrora,,
34,86.0,,JDKF,4827.0,avrora,,
35,86.0,,JDKF,4827.0,avrora,,
