,GC Util,GCInterval,JVM,Time,benchmark,heapSize,numThreads
0,0.0,100.0,JDK1.5-1-1,0.0,sunflow,100.0,100.0
1,32.0,100.0,JDK1.5-1-1,529.0,sunflow,100.0,100.0
2,137.0,100.0,JDK1.5-1-1,2545.0,sunflow,24946.09,100.0
3,0.0,100.0,JDK1.5-1-1,0.0,sunflow,100.0,100.0
4,32.0,100.0,JDK1.5-1-1,447.0,sunflow,100.0,100.0
5,106.0,100.0,JDK1.5-1-1,2681.0,sunflow,24946.09,100.0
6,0.0,100.0,JDK1.5-1-1,0.0,sunflow,100.0,100.0
7,31.0,100.0,JDK1.5-1-1,552.0,sunflow,100.0,100.0
8,168.0,100.0,JDK1.5-1-1,2787.0,sunflow,24946.09,100.0
9,0.0,0.0,JDK1.5-1-1,0.0,sunflow,100.0,100.0
10,0.0,100.0,JDK1.5-1-1,0.0,sunflow,100.0,100.0
11,33.0,100.0,JDK1.5-1-1,448.0,sunflow,100.0,100.0
12,156.0,100.0,JDK1.5-1-1,2455.0,sunflow,24946.09,100.0
13,0.0,100.0,JDK1.5-1-1,0.0,sunflow,100.0,100.0
14,31.0,100.0,JDK1.5-1-1,413.0,sunflow,100.0,100.0
15,172.0,100.0,JDK1.5-1-1,2316.0,sunflow,24946.09,100.0
16,0.0,100.0,JDK1.5-1-1,0.0,sunflow,100.0,100.0
17,32.0,100.0,JDK1.5-1-1,468.0,sunflow,100.0,100.0
18,105.0,100.0,JDK1.5-1-1,2485.0,sunflow,24946.09,100.0
19,0.0,100.0,JDK1.5-1-1,0.0,sunflow,100.0,100.0
20,36.0,100.0,JDK1.5-1-1,452.0,sunflow,100.0,100.0
21,133.0,100.0,JDK1.5-1-1,2717.0,sunflow,24946.09,100.0
22,0.0,100.0,JDK1.5-1-1,0.0,sunflow,100.0,100.0
23,32.0,100.0,JDK1.5-1-1,451.0,sunflow,100.0,100.0
24,140.0,100.0,JDK1.5-1-1,2336.0,sunflow,24946.09,100.0
25,0.0,100.0,JDK1.5-1-1,0.0,sunflow,100.0,100.0
26,33.0,100.0,JDK1.5-1-1,575.0,sunflow,100.0,100.0
27,154.0,100.0,JDK1.5-1-1,2842.0,sunflow,24946.09,100.0
28,0.0,100.0,JDK1.5-1-1,0.0,sunflow,100.0,100.0
29,32.0,100.0,JDK1.5-1-1,724.0,sunflow,100.0,100.0
30,176.0,100.0,JDK1.5-1-1,2702.0,sunflow,24946.09,100.0
31,0.0,100.0,JDK1.5-1-1,0.0,sunflow,100.0,100.0
32,32.0,100.0,JDK1.5-1-1,542.0,sunflow,100.0,100.0
33,136.0,100.0,JDK1.5-1-1,2655.0,sunflow,24946.09,100.0
34,0.0,100.0,JDK1.5-1-1,0.0,sunflow,100.0,100.0
35,34.0,100.0,JDK1.5-1-1,446.0,sunflow,100.0,100.0
36,168.0,100.0,JDK1.5-1-1,2932.0,sunflow,24946.09,100.0
