,GC Util,GCInterval,JVM,Time,benchmark,heapSize,numThreads
0,0.0,100.0,JDKE,3073.0,xalan,100.0,100.0
1,0.0,100.0,JDKE,0.0,xalan,100.0,100.0
2,7.0,100.0,JDKE,61.0,xalan,100.0,100.0
3,19.0,100.0,JDKE,110.0,xalan,100.0,100.0
4,0.0,100.0,JDKE,128.0,xalan,100.0,100.0
5,0.0,100.0,JDKE,859.0,xalan,100.0,100.0
6,2.0,100.0,JDKE,1424.0,xalan,100.0,100.0
7,2.0,100.0,JDKE,1456.0,xalan,100.0,100.0
8,1.0,100.0,JDKE,1487.0,xalan,100.0,100.0
9,2.0,100.0,JDKE,1530.0,xalan,100.0,100.0
10,2.0,100.0,JDKE,1556.0,xalan,100.0,100.0
11,1.0,100.0,JDKE,1584.0,xalan,100.0,100.0
12,3.0,100.0,JDKE,1626.0,xalan,100.0,100.0
13,1.0,100.0,JDKE,1650.0,xalan,100.0,100.0
14,1.0,100.0,JDKE,1713.0,xalan,100.0,100.0
15,75.0,100.0,JDKE,1768.0,xalan,100.0,100.0
16,1.0,100.0,JDKE,1814.0,xalan,100.0,100.0
17,13.0,100.0,JDKE,1931.0,xalan,100.0,100.0
18,13.0,100.0,JDKE,1943.0,xalan,100.0,100.0
19,5.0,100.0,JDKE,1953.0,xalan,100.0,100.0
20,9.0,100.0,JDKE,1976.0,xalan,100.0,100.0
21,5.0,100.0,JDKE,1990.0,xalan,100.0,100.0
22,4.0,100.0,JDKE,2011.0,xalan,100.0,100.0
23,10.0,100.0,JDKE,2037.0,xalan,100.0,100.0
24,6.0,100.0,JDKE,2050.0,xalan,100.0,100.0
25,25.0,100.0,JDKE,2101.0,xalan,100.0,100.0
26,7.0,100.0,JDKE,2121.0,xalan,100.0,100.0
27,12.0,100.0,JDKE,2137.0,xalan,100.0,100.0
28,37.0,100.0,JDKE,2150.0,xalan,100.0,100.0
29,3.0,100.0,JDKE,2169.0,xalan,100.0,100.0
30,11.0,100.0,JDKE,2198.0,xalan,100.0,100.0
31,9.0,100.0,JDKE,2211.0,xalan,100.0,100.0
32,4.0,100.0,JDKE,2229.0,xalan,100.0,100.0
33,74.0,100.0,JDKE,2266.0,xalan,100.0,100.0
34,8.0,100.0,JDKE,2296.0,xalan,100.0,100.0
35,22.0,100.0,JDKE,2313.0,xalan,100.0,100.0
36,13.0,100.0,JDKE,2328.0,xalan,100.0,100.0
37,20.0,100.0,JDKE,2353.0,xalan,100.0,100.0
38,7.0,100.0,JDKE,2382.0,xalan,100.0,100.0
39,3.0,100.0,JDKE,2404.0,xalan,100.0,100.0
40,5.0,100.0,JDKE,2432.0,xalan,100.0,100.0
41,6.0,100.0,JDKE,2454.0,xalan,100.0,100.0
42,23.0,100.0,JDKE,2472.0,xalan,100.0,100.0
43,6.0,100.0,JDKE,2490.0,xalan,100.0,100.0
44,16.0,100.0,JDKE,2508.0,xalan,100.0,100.0
45,10.0,100.0,JDKE,2531.0,xalan,100.0,100.0
46,15.0,100.0,JDKE,2562.0,xalan,100.0,100.0
47,128.0,100.0,JDKE,2592.0,xalan,100.0,100.0
48,7.0,100.0,JDKE,2599.0,xalan,100.0,100.0
49,6.0,100.0,JDKE,2626.0,xalan,100.0,100.0
50,4.0,100.0,JDKE,2651.0,xalan,100.0,100.0
51,14.0,100.0,JDKE,2686.0,xalan,100.0,100.0
52,15.0,100.0,JDKE,2717.0,xalan,100.0,100.0
53,3.0,100.0,JDKE,2749.0,xalan,100.0,100.0
54,3.0,100.0,JDKE,2782.0,xalan,100.0,100.0
55,5.0,100.0,JDKE,2811.0,xalan,100.0,100.0
56,16.0,100.0,JDKE,2833.0,xalan,100.0,100.0
57,116.0,100.0,JDKE,2860.0,xalan,100.0,100.0
58,8.0,100.0,JDKE,2903.0,xalan,100.0,100.0
59,17.0,100.0,JDKE,2929.0,xalan,100.0,100.0
60,3.0,100.0,JDKE,2956.0,xalan,100.0,100.0
61,2.0,100.0,JDKE,2993.0,xalan,100.0,100.0
62,5.0,100.0,JDKE,3026.0,xalan,100.0,100.0
63,1.0,100.0,JDKE,3077.0,xalan,100.0,100.0
64,5.0,100.0,JDKE,3137.0,xalan,100.0,100.0
65,4.0,100.0,JDKE,3191.0,xalan,100.0,100.0
66,1.0,100.0,JDKE,3251.0,xalan,100.0,100.0
67,1.0,100.0,JDKE,3304.0,xalan,100.0,100.0
68,0.0,100.0,JDKE,3554.0,xalan,100.0,100.0
69,0.0,100.0,JDKE,0.0,xalan,100.0,100.0
70,6.0,100.0,JDKE,74.0,xalan,100.0,100.0
