Time,GC Util
0,0
0,0
470,89
470,89
474,64
475,132
476,93
477,92
478,144
479,86
480,144
481,97
484,5
484,5
901,149
901,149
1124,143
1194,2
1200,146
1227,6
1229,13
1229,13
1251,106
1251,106
1268,148
1268,148
1284,145
1284,145
1307,158
1307,158
1338,132
1338,132
1372,125
1372,125
1421,174
1421,174
1466,245
1505,5
1508,200
1541,6
1546,256
1561,16
1566,9
1566,9
1621,88
1621,88
1637,80
1637,80
1637,80
1637,80
1661,167
1661,167
1682,145
1682,145
1705,85
1705,85
1757,90
1757,90
1815,177
1815,177
1867,191
1867,191
1919,167
1919,167
1962,155
1962,155
2008,212
2008,212
2067,222
2067,222
2143,199
2143,199
2236,226
