Run,Time,JVM
1,8780,JDKB
2,7555,JDKB
3,8147,JDKB
4,7471,JDKB
5,8224,JDKB
6,8729,JDKB
7,7920,JDKB
8,8366,JDKB
9,8064,JDKB
10,8220,JDKB
11,8447,JDKB
12,7528,JDKB
13,7742,JDKB
14,8504,JDKB
15,8560,JDKB
16,7903,JDKB
1,8943,JDKE
2,8404,JDKE
3,8212,JDKE
4,8229,JDKE
5,8167,JDKE
6,8838,JDKE
7,8152,JDKE
8,7867,JDKE
9,8668,JDKE
10,8919,JDKE
11,8422,JDKE
12,8428,JDKE
13,7989,JDKE
14,8249,JDKE
15,8416,JDKE
16,8214,JDKE
1,7830,JDKD
2,8203,JDKD
3,8263,JDKD
4,7667,JDKD
5,7983,JDKD
6,7829,JDKD
7,8640,JDKD
8,8464,JDKD
9,8176,JDKD
10,8703,JDKD
11,8351,JDKD
12,8389,JDKD
13,8546,JDKD
14,7726,JDKD
15,8607,JDKD
16,8619,JDKD
1,8726,JDKR
2,8347,JDKR
3,8539,JDKR
4,8940,JDKR
5,8380,JDKR
6,8247,JDKR
7,8441,JDKR
8,8859,JDKR
9,8044,JDKR
10,8414,JDKR
11,8388,JDKR
12,9264,JDKR
13,8426,JDKR
14,7991,JDKR
15,9007,JDKR
16,8378,JDKR
1,8131,JDKA
2,8020,JDKA
3,7611,JDKA
4,8014,JDKA
5,8224,JDKA
6,8579,JDKA
7,8652,JDKA
8,8585,JDKA
9,8529,JDKA
10,7601,JDKA
11,8379,JDKA
12,8678,JDKA
13,7416,JDKA
14,7571,JDKA
15,9101,JDKA
16,7463,JDKA
1,8760,JDKI
2,8468,JDKI
3,8334,JDKI
4,8037,JDKI
5,7971,JDKI
6,8522,JDKI
7,8242,JDKI
8,8573,JDKI
9,8003,JDKI
10,8154,JDKI
11,8792,JDKI
12,8388,JDKI
13,7750,JDKI
14,7852,JDKI
15,8132,JDKI
16,7997,JDKI
1,7600,JDKP
2,7919,JDKP
3,8175,JDKP
4,7358,JDKP
5,7894,JDKP
6,8113,JDKP
7,7710,JDKP
8,7774,JDKP
9,8176,JDKP
10,8602,JDKP
11,8351,JDKP
12,8392,JDKP
13,7952,JDKP
14,7789,JDKP
15,8575,JDKP
16,8746,JDKP
1,8534,JDKG
2,8280,JDKG
3,8306,JDKG
4,8464,JDKG
5,8671,JDKG
6,8524,JDKG
7,9068,JDKG
8,8709,JDKG
9,8267,JDKG
10,8844,JDKG
11,8808,JDKG
12,8389,JDKG
13,8278,JDKG
14,8688,JDKG
15,8824,JDKG
16,8976,JDKG
