Run,Time,JVM
1,514,JDKE
2,651,JDKE
3,522,JDKE
4,546,JDKE
5,513,JDKE
6,497,JDKE
7,456,JDKE
8,618,JDKE
9,530,JDKE
10,551,JDKE
11,561,JDKE
12,594,JDKE
13,598,JDKE
14,561,JDKE
15,558,JDKE
16,494,JDKE
1,528,JDKI
2,481,JDKI
3,375,JDKI
4,404,JDKI
5,426,JDKI
6,407,JDKI
7,416,JDKI
8,430,JDKI
9,443,JDKI
10,388,JDKI
11,497,JDKI
12,408,JDKI
13,404,JDKI
14,404,JDKI
15,399,JDKI
16,399,JDKI
1,632,JDKR
2,641,JDKR
3,579,JDKR
4,569,JDKR
5,631,JDKR
6,607,JDKR
7,563,JDKR
8,516,JDKR
9,567,JDKR
10,575,JDKR
11,644,JDKR
12,755,JDKR
13,553,JDKR
14,693,JDKR
15,550,JDKR
16,632,JDKR
1,445,JDKA
2,422,JDKA
3,401,JDKA
4,421,JDKA
5,412,JDKA
6,403,JDKA
7,411,JDKA
8,395,JDKA
9,396,JDKA
10,436,JDKA
11,376,JDKA
12,391,JDKA
13,546,JDKA
14,595,JDKA
15,399,JDKA
16,414,JDKA
1,549,JDKB
2,386,JDKB
3,390,JDKB
4,387,JDKB
5,377,JDKB
6,394,JDKB
7,405,JDKB
8,405,JDKB
9,385,JDKB
10,387,JDKB
11,409,JDKB
12,393,JDKB
13,376,JDKB
14,408,JDKB
15,378,JDKB
16,531,JDKB
1,592,JDKG
2,664,JDKG
3,518,JDKG
4,551,JDKG
5,585,JDKG
6,629,JDKG
7,592,JDKG
8,482,JDKG
9,618,JDKG
10,632,JDKG
11,818,JDKG
12,766,JDKG
13,567,JDKG
14,620,JDKG
15,540,JDKG
16,707,JDKG
1,554,JDKD
2,434,JDKD
3,409,JDKD
4,426,JDKD
5,404,JDKD
6,382,JDKD
7,425,JDKD
8,398,JDKD
9,373,JDKD
10,407,JDKD
11,378,JDKD
12,439,JDKD
13,531,JDKD
14,398,JDKD
15,397,JDKD
16,414,JDKD
1,372,JDKP
2,378,JDKP
3,476,JDKP
4,403,JDKP
5,418,JDKP
6,441,JDKP
7,404,JDKP
8,418,JDKP
9,403,JDKP
10,441,JDKP
11,444,JDKP
12,407,JDKP
13,469,JDKP
14,390,JDKP
15,407,JDKP
16,405,JDKP
