Run,Time,JVM
1,776,JDKI
2,793,JDKI
3,787,JDKI
4,790,JDKI
5,730,JDKI
6,825,JDKI
7,798,JDKI
8,864,JDKI
9,756,JDKI
10,760,JDKI
11,777,JDKI
12,786,JDKI
13,776,JDKI
14,818,JDKI
15,732,JDKI
16,791,JDKI
1,776,JDKR
2,859,JDKR
3,927,JDKR
4,925,JDKR
5,814,JDKR
6,942,JDKR
7,929,JDKR
8,762,JDKR
9,786,JDKR
10,837,JDKR
11,884,JDKR
12,860,JDKR
13,909,JDKR
14,915,JDKR
15,965,JDKR
16,905,JDKR
1,778,JDKD
2,804,JDKD
3,824,JDKD
4,781,JDKD
5,785,JDKD
6,830,JDKD
7,803,JDKD
8,884,JDKD
9,770,JDKD
10,815,JDKD
11,773,JDKD
12,857,JDKD
13,796,JDKD
14,775,JDKD
15,839,JDKD
16,896,JDKD
1,897,JDKE
2,1153,JDKE
3,903,JDKE
4,832,JDKE
5,836,JDKE
6,906,JDKE
7,880,JDKE
8,841,JDKE
9,1074,JDKE
10,897,JDKE
11,850,JDKE
12,786,JDKE
13,1023,JDKE
14,870,JDKE
15,756,JDKE
16,802,JDKE
1,768,JDKA
2,716,JDKA
3,816,JDKA
4,874,JDKA
5,758,JDKA
6,779,JDKA
7,757,JDKA
8,727,JDKA
9,703,JDKA
10,777,JDKA
11,793,JDKA
12,836,JDKA
13,841,JDKA
14,852,JDKA
15,753,JDKA
16,790,JDKA
1,886,JDKB
2,824,JDKB
3,791,JDKB
4,862,JDKB
5,775,JDKB
6,908,JDKB
7,874,JDKB
8,823,JDKB
9,893,JDKB
10,937,JDKB
11,848,JDKB
12,779,JDKB
13,776,JDKB
14,773,JDKB
15,808,JDKB
16,912,JDKB
1,790,JDKP
2,788,JDKP
3,864,JDKP
4,808,JDKP
5,912,JDKP
6,813,JDKP
7,909,JDKP
8,782,JDKP
9,823,JDKP
10,798,JDKP
11,1001,JDKP
12,781,JDKP
13,857,JDKP
14,846,JDKP
15,843,JDKP
16,807,JDKP
1,979,JDKG
2,876,JDKG
3,949,JDKG
4,1095,JDKG
5,737,JDKG
6,950,JDKG
7,956,JDKG
8,1149,JDKG
9,1113,JDKG
10,932,JDKG
11,899,JDKG
12,993,JDKG
13,802,JDKG
14,788,JDKG
15,890,JDKG
16,789,JDKG
