Container,CPU Utilisation,Memory Utilisation,Iteration
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
jdk2-2-2-02,1965.0,64.0,9.0
jdk2-2-2-01,1591.0,63.0,9.0
