Run,Time,JVM
1,3770,JDK2-2-1
2,3743,JDK2-2-1
3,4016,JDK2-2-1
4,3565,JDK2-2-1
5,3644,JDK2-2-1
6,3815,JDK2-2-1
7,3980,JDK2-2-1
8,3980,JDK2-2-1
9,4076,JDK2-2-1
10,3945,JDK2-2-1
11,3814,JDK2-2-1
12,3745,JDK2-2-1
13,4311,JDK2-2-1
14,3688,JDK2-2-1
15,3848,JDK2-2-1
16,3762,JDK2-2-1
1,4013,JDK2-3-2
2,3951,JDK2-3-2
3,3838,JDK2-3-2
4,3841,JDK2-3-2
5,4011,JDK2-3-2
6,3996,JDK2-3-2
7,4026,JDK2-3-2
8,3864,JDK2-3-2
9,3901,JDK2-3-2
10,3888,JDK2-3-2
11,4070,JDK2-3-2
12,4102,JDK2-3-2
13,3969,JDK2-3-2
14,3724,JDK2-3-2
15,3587,JDK2-3-2
16,4045,JDK2-3-2
1,3677,JDK3-2-1
2,4121,JDK3-2-1
3,3872,JDK3-2-1
4,3846,JDK3-2-1
5,4267,JDK3-2-1
6,3982,JDK3-2-1
7,3971,JDK3-2-1
8,3935,JDK3-2-1
9,3791,JDK3-2-1
10,3942,JDK3-2-1
11,3916,JDK3-2-1
12,3727,JDK3-2-1
13,4016,JDK3-2-1
14,4113,JDK3-2-1
15,4173,JDK3-2-1
16,4089,JDK3-2-1
1,3157,JDKE
2,3130,JDKE
3,2810,JDKE
4,3082,JDKE
5,2953,JDKE
6,2884,JDKE
7,3112,JDKE
8,3188,JDKE
9,3139,JDKE
10,2973,JDKE
11,2957,JDKE
12,3071,JDKE
13,3115,JDKE
14,2811,JDKE
15,3102,JDKE
16,2737,JDKE
1,4516,JDK1-1-3
2,4537,JDK1-1-3
3,4569,JDK1-1-3
4,4331,JDK1-1-3
5,4808,JDK1-1-3
6,4554,JDK1-1-3
7,4661,JDK1-1-3
8,4835,JDK1-1-3
9,4601,JDK1-1-3
10,4652,JDK1-1-3
11,4775,JDK1-1-3
12,5476,JDK1-1-3
13,4606,JDK1-1-3
14,4856,JDK1-1-3
15,5097,JDK1-1-3
16,4664,JDK1-1-3
1,3598,JDK5-4-4
2,3496,JDK5-4-4
3,3447,JDK5-4-4
4,3515,JDK5-4-4
5,3499,JDK5-4-4
6,3513,JDK5-4-4
7,3507,JDK5-4-4
8,3620,JDK5-4-4
9,3402,JDK5-4-4
10,3717,JDK5-4-4
11,3749,JDK5-4-4
12,3579,JDK5-4-4
13,3719,JDK5-4-4
14,3464,JDK5-4-4
15,3539,JDK5-4-4
16,3550,JDK5-4-4
1,4044,JDK3-2-3
2,4057,JDK3-2-3
3,3916,JDK3-2-3
4,3855,JDK3-2-3
5,3972,JDK3-2-3
6,4234,JDK3-2-3
7,3787,JDK3-2-3
8,4157,JDK3-2-3
9,3631,JDK3-2-3
10,3885,JDK3-2-3
11,4011,JDK3-2-3
12,3790,JDK3-2-3
13,4039,JDK3-2-3
14,4150,JDK3-2-3
15,3832,JDK3-2-3
16,3823,JDK3-2-3
1,3467,JDK5-6-7
2,3351,JDK5-6-7
3,3382,JDK5-6-7
4,3649,JDK5-6-7
5,3651,JDK5-6-7
6,3602,JDK5-6-7
7,3461,JDK5-6-7
8,3525,JDK5-6-7
9,3718,JDK5-6-7
10,3529,JDK5-6-7
11,3509,JDK5-6-7
12,3689,JDK5-6-7
13,3338,JDK5-6-7
14,3476,JDK5-6-7
15,3761,JDK5-6-7
16,3601,JDK5-6-7
1,3734,JDK2-2-2
2,4190,JDK2-2-2
3,3721,JDK2-2-2
4,3886,JDK2-2-2
5,3931,JDK2-2-2
6,3985,JDK2-2-2
7,3580,JDK2-2-2
8,3880,JDK2-2-2
9,3728,JDK2-2-2
10,3911,JDK2-2-2
11,3749,JDK2-2-2
12,3991,JDK2-2-2
13,3907,JDK2-2-2
14,3794,JDK2-2-2
15,3703,JDK2-2-2
16,3770,JDK2-2-2
1,3243,JDK8-9-9
2,3292,JDK8-9-9
3,3241,JDK8-9-9
4,3179,JDK8-9-9
5,3089,JDK8-9-9
6,3255,JDK8-9-9
7,3180,JDK8-9-9
8,3230,JDK8-9-9
9,3108,JDK8-9-9
10,3313,JDK8-9-9
11,3135,JDK8-9-9
12,3425,JDK8-9-9
13,3244,JDK8-9-9
14,3216,JDK8-9-9
15,3251,JDK8-9-9
16,3099,JDK8-9-9
1,3073,JDKF
2,3284,JDKF
3,3051,JDKF
4,3202,JDKF
5,3475,JDKF
6,3175,JDKF
7,3289,JDKF
8,3751,JDKF
9,3129,JDKF
10,3024,JDKF
11,3613,JDKF
12,3250,JDKF
13,3340,JDKF
14,3361,JDKF
15,3372,JDKF
16,3576,JDKF
