Run,Time,JVM
1,27023,JDK3-2-1
2,26734,JDK3-2-1
3,26822,JDK3-2-1
4,27329,JDK3-2-1
5,27251,JDK3-2-1
6,27812,JDK3-2-1
7,26540,JDK3-2-1
8,27625,JDK3-2-1
9,26691,JDK3-2-1
10,26457,JDK3-2-1
11,27757,JDK3-2-1
12,27324,JDK3-2-1
13,25782,JDK3-2-1
14,26680,JDK3-2-1
15,26188,JDK3-2-1
16,26362,JDK3-2-1
1,26231,JDK2-2-1
2,26713,JDK2-2-1
3,27624,JDK2-2-1
4,27375,JDK2-2-1
5,27193,JDK2-2-1
6,26757,JDK2-2-1
7,26851,JDK2-2-1
8,27246,JDK2-2-1
9,27455,JDK2-2-1
10,26674,JDK2-2-1
11,26444,JDK2-2-1
12,26251,JDK2-2-1
13,26854,JDK2-2-1
14,27773,JDK2-2-1
15,27020,JDK2-2-1
16,26729,JDK2-2-1
1,27349,JDK2-2-2
2,26156,JDK2-2-2
3,25675,JDK2-2-2
4,25238,JDK2-2-2
5,27367,JDK2-2-2
6,27335,JDK2-2-2
7,27035,JDK2-2-2
8,26293,JDK2-2-2
9,25997,JDK2-2-2
10,26712,JDK2-2-2
11,27385,JDK2-2-2
12,26202,JDK2-2-2
13,27686,JDK2-2-2
14,26076,JDK2-2-2
15,27151,JDK2-2-2
16,26326,JDK2-2-2
1,26485,JDKF
2,27862,JDKF
3,27306,JDKF
4,27504,JDKF
5,27521,JDKF
6,26596,JDKF
7,26540,JDKF
8,27641,JDKF
9,27606,JDKF
10,26464,JDKF
11,28065,JDKF
12,26676,JDKF
13,28351,JDKF
14,27185,JDKF
15,27544,JDKF
16,28141,JDKF
1,26264,JDKE
2,26933,JDKE
3,26149,JDKE
4,26317,JDKE
5,26858,JDKE
6,27061,JDKE
7,26740,JDKE
8,27658,JDKE
9,27042,JDKE
10,26263,JDKE
11,26220,JDKE
12,26552,JDKE
13,26331,JDKE
14,26090,JDKE
15,27828,JDKE
16,27227,JDKE
1,26603,JDK3-2-3
2,26575,JDK3-2-3
3,28003,JDK3-2-3
4,26369,JDK3-2-3
5,26727,JDK3-2-3
6,26312,JDK3-2-3
7,26581,JDK3-2-3
8,26680,JDK3-2-3
9,27966,JDK3-2-3
10,27386,JDK3-2-3
11,26471,JDK3-2-3
12,26499,JDK3-2-3
13,26822,JDK3-2-3
14,26582,JDK3-2-3
15,27813,JDK3-2-3
16,27950,JDK3-2-3
1,27122,JDK1-1-3
2,27063,JDK1-1-3
3,26761,JDK1-1-3
4,26394,JDK1-1-3
5,26298,JDK1-1-3
6,27212,JDK1-1-3
7,27729,JDK1-1-3
8,27314,JDK1-1-3
9,27539,JDK1-1-3
10,27019,JDK1-1-3
11,26888,JDK1-1-3
12,26471,JDK1-1-3
13,26508,JDK1-1-3
14,27393,JDK1-1-3
15,26590,JDK1-1-3
16,27407,JDK1-1-3
1,26140,JDK8-9-9
2,25257,JDK8-9-9
3,26211,JDK8-9-9
4,26642,JDK8-9-9
5,26361,JDK8-9-9
6,27359,JDK8-9-9
7,25737,JDK8-9-9
8,26023,JDK8-9-9
9,26606,JDK8-9-9
10,26334,JDK8-9-9
11,27400,JDK8-9-9
12,25931,JDK8-9-9
13,26694,JDK8-9-9
14,25815,JDK8-9-9
15,26504,JDK8-9-9
16,27809,JDK8-9-9
1,27583,JDK5-4-4
2,28060,JDK5-4-4
3,27905,JDK5-4-4
4,26908,JDK5-4-4
5,27288,JDK5-4-4
6,27694,JDK5-4-4
7,27650,JDK5-4-4
8,27483,JDK5-4-4
9,26896,JDK5-4-4
10,26666,JDK5-4-4
11,26886,JDK5-4-4
12,27866,JDK5-4-4
13,27460,JDK5-4-4
14,25870,JDK5-4-4
15,27856,JDK5-4-4
16,26301,JDK5-4-4
1,27557,JDK5-6-7
2,27503,JDK5-6-7
3,26386,JDK5-6-7
4,26067,JDK5-6-7
5,27655,JDK5-6-7
6,27955,JDK5-6-7
7,25919,JDK5-6-7
8,26575,JDK5-6-7
9,27593,JDK5-6-7
10,27276,JDK5-6-7
11,26184,JDK5-6-7
12,26942,JDK5-6-7
13,27923,JDK5-6-7
14,26771,JDK5-6-7
15,27654,JDK5-6-7
16,27271,JDK5-6-7
1,25578,JDK2-3-2
2,26594,JDK2-3-2
3,26107,JDK2-3-2
4,27661,JDK2-3-2
5,27792,JDK2-3-2
6,27907,JDK2-3-2
7,27929,JDK2-3-2
8,27142,JDK2-3-2
9,28142,JDK2-3-2
10,26951,JDK2-3-2
11,26560,JDK2-3-2
12,26527,JDK2-3-2
13,26723,JDK2-3-2
14,26870,JDK2-3-2
15,28034,JDK2-3-2
16,27506,JDK2-3-2
