Run,Time,JVM
1,335,JDK5-6-7
2,1395,JDK5-6-7
3,240,JDK5-6-7
4,774,JDK5-6-7
5,301,JDK5-6-7
6,462,JDK5-6-7
7,395,JDK5-6-7
8,590,JDK5-6-7
9,266,JDK5-6-7
10,260,JDK5-6-7
11,463,JDK5-6-7
12,417,JDK5-6-7
13,502,JDK5-6-7
14,214,JDK5-6-7
15,347,JDK5-6-7
16,403,JDK5-6-7
1,606,JDK2-3-2
2,572,JDK2-3-2
3,777,JDK2-3-2
4,467,JDK2-3-2
5,765,JDK2-3-2
6,361,JDK2-3-2
7,283,JDK2-3-2
8,287,JDK2-3-2
9,392,JDK2-3-2
10,669,JDK2-3-2
11,362,JDK2-3-2
12,576,JDK2-3-2
13,316,JDK2-3-2
14,284,JDK2-3-2
15,303,JDK2-3-2
16,772,JDK2-3-2
1,735,JDKF
2,640,JDKF
3,287,JDKF
4,351,JDKF
5,571,JDKF
6,631,JDKF
7,236,JDKF
8,771,JDKF
9,280,JDKF
10,747,JDKF
11,345,JDKF
12,426,JDKF
13,278,JDKF
14,341,JDKF
15,283,JDKF
16,396,JDKF
1,480,JDK5-4-4
2,445,JDK5-4-4
3,378,JDK5-4-4
4,296,JDK5-4-4
5,658,JDK5-4-4
6,291,JDK5-4-4
7,743,JDK5-4-4
8,330,JDK5-4-4
9,373,JDK5-4-4
10,501,JDK5-4-4
11,369,JDK5-4-4
12,274,JDK5-4-4
13,359,JDK5-4-4
14,779,JDK5-4-4
15,360,JDK5-4-4
16,466,JDK5-4-4
1,566,JDK3-2-3
2,431,JDK3-2-3
3,278,JDK3-2-3
4,291,JDK3-2-3
5,572,JDK3-2-3
6,358,JDK3-2-3
7,354,JDK3-2-3
8,511,JDK3-2-3
9,566,JDK3-2-3
10,1368,JDK3-2-3
11,282,JDK3-2-3
12,473,JDK3-2-3
13,743,JDK3-2-3
14,756,JDK3-2-3
15,414,JDK3-2-3
16,576,JDK3-2-3
1,573,JDK1-1-3
2,312,JDK1-1-3
3,396,JDK1-1-3
4,635,JDK1-1-3
5,339,JDK1-1-3
6,483,JDK1-1-3
7,668,JDK1-1-3
8,366,JDK1-1-3
9,330,JDK1-1-3
10,398,JDK1-1-3
11,330,JDK1-1-3
12,464,JDK1-1-3
13,280,JDK1-1-3
14,811,JDK1-1-3
15,313,JDK1-1-3
16,623,JDK1-1-3
1,407,JDK2-2-2
2,390,JDK2-2-2
3,450,JDK2-2-2
4,338,JDK2-2-2
5,366,JDK2-2-2
6,412,JDK2-2-2
7,347,JDK2-2-2
8,449,JDK2-2-2
9,569,JDK2-2-2
10,509,JDK2-2-2
11,475,JDK2-2-2
12,377,JDK2-2-2
13,382,JDK2-2-2
14,331,JDK2-2-2
15,379,JDK2-2-2
16,344,JDK2-2-2
1,268,JDK2-2-1
2,286,JDK2-2-1
3,275,JDK2-2-1
4,265,JDK2-2-1
5,271,JDK2-2-1
6,258,JDK2-2-1
7,266,JDK2-2-1
8,724,JDK2-2-1
9,449,JDK2-2-1
10,284,JDK2-2-1
11,311,JDK2-2-1
12,325,JDK2-2-1
13,494,JDK2-2-1
14,606,JDK2-2-1
15,264,JDK2-2-1
16,545,JDK2-2-1
1,292,JDK8-9-9
2,257,JDK8-9-9
3,415,JDK8-9-9
4,500,JDK8-9-9
5,772,JDK8-9-9
6,414,JDK8-9-9
7,1322,JDK8-9-9
8,751,JDK8-9-9
9,400,JDK8-9-9
10,252,JDK8-9-9
11,347,JDK8-9-9
12,665,JDK8-9-9
13,292,JDK8-9-9
14,452,JDK8-9-9
15,497,JDK8-9-9
16,719,JDK8-9-9
1,377,JDK3-2-1
2,792,JDK3-2-1
3,292,JDK3-2-1
4,324,JDK3-2-1
5,427,JDK3-2-1
6,363,JDK3-2-1
7,292,JDK3-2-1
8,507,JDK3-2-1
9,273,JDK3-2-1
10,520,JDK3-2-1
11,250,JDK3-2-1
12,498,JDK3-2-1
13,404,JDK3-2-1
14,343,JDK3-2-1
15,773,JDK3-2-1
16,293,JDK3-2-1
1,387,JDKE
2,416,JDKE
3,777,JDKE
4,552,JDKE
5,370,JDKE
6,499,JDKE
7,248,JDKE
8,587,JDKE
9,313,JDKE
10,345,JDKE
11,714,JDKE
12,270,JDKE
13,446,JDKE
14,541,JDKE
15,604,JDKE
16,278,JDKE
