Run,Time,JVM
1,878,JDK2-2-2
2,465,JDK2-2-2
3,627,JDK2-2-2
4,637,JDK2-2-2
5,390,JDK2-2-2
6,614,JDK2-2-2
7,375,JDK2-2-2
8,561,JDK2-2-2
9,617,JDK2-2-2
10,897,JDK2-2-2
11,440,JDK2-2-2
12,504,JDK2-2-2
13,492,JDK2-2-2
14,521,JDK2-2-2
15,647,JDK2-2-2
16,536,JDK2-2-2
1,867,JDK1-1-3
2,423,JDK1-1-3
3,503,JDK1-1-3
4,446,JDK1-1-3
5,451,JDK1-1-3
6,404,JDK1-1-3
7,392,JDK1-1-3
8,747,JDK1-1-3
9,443,JDK1-1-3
10,797,JDK1-1-3
11,393,JDK1-1-3
12,500,JDK1-1-3
13,493,JDK1-1-3
14,478,JDK1-1-3
15,478,JDK1-1-3
16,483,JDK1-1-3
1,377,JDK3-2-3
2,496,JDK3-2-3
3,474,JDK3-2-3
4,359,JDK3-2-3
5,354,JDK3-2-3
6,571,JDK3-2-3
7,878,JDK3-2-3
8,357,JDK3-2-3
9,843,JDK3-2-3
10,769,JDK3-2-3
11,359,JDK3-2-3
12,822,JDK3-2-3
13,375,JDK3-2-3
14,498,JDK3-2-3
15,511,JDK3-2-3
16,429,JDK3-2-3
1,425,JDKF
2,293,JDKF
3,492,JDKF
4,337,JDKF
5,286,JDKF
6,255,JDKF
7,810,JDKF
8,261,JDKF
9,512,JDKF
10,448,JDKF
11,397,JDKF
12,441,JDKF
13,389,JDKF
14,380,JDKF
15,746,JDKF
16,428,JDKF
1,425,JDK5-4-4
2,440,JDK5-4-4
3,572,JDK5-4-4
4,694,JDK5-4-4
5,330,JDK5-4-4
6,829,JDK5-4-4
7,422,JDK5-4-4
8,342,JDK5-4-4
9,486,JDK5-4-4
10,514,JDK5-4-4
11,835,JDK5-4-4
12,619,JDK5-4-4
13,703,JDK5-4-4
14,802,JDK5-4-4
15,344,JDK5-4-4
16,326,JDK5-4-4
1,404,JDK2-3-2
2,406,JDK2-3-2
3,441,JDK2-3-2
4,532,JDK2-3-2
5,678,JDK2-3-2
6,798,JDK2-3-2
7,602,JDK2-3-2
8,404,JDK2-3-2
9,370,JDK2-3-2
10,675,JDK2-3-2
11,488,JDK2-3-2
12,537,JDK2-3-2
13,352,JDK2-3-2
14,784,JDK2-3-2
15,472,JDK2-3-2
16,834,JDK2-3-2
1,500,JDK5-6-7
2,482,JDK5-6-7
3,590,JDK5-6-7
4,561,JDK5-6-7
5,529,JDK5-6-7
6,543,JDK5-6-7
7,411,JDK5-6-7
8,823,JDK5-6-7
9,682,JDK5-6-7
10,383,JDK5-6-7
11,365,JDK5-6-7
12,385,JDK5-6-7
13,700,JDK5-6-7
14,299,JDK5-6-7
15,336,JDK5-6-7
16,567,JDK5-6-7
1,346,JDKE
2,268,JDKE
3,292,JDKE
4,551,JDKE
5,454,JDKE
6,263,JDKE
7,755,JDKE
8,375,JDKE
9,276,JDKE
10,303,JDKE
11,472,JDKE
12,284,JDKE
13,482,JDKE
14,517,JDKE
15,317,JDKE
16,773,JDKE
1,507,JDK3-2-1
2,351,JDK3-2-1
3,440,JDK3-2-1
4,809,JDK3-2-1
5,444,JDK3-2-1
6,655,JDK3-2-1
7,847,JDK3-2-1
8,436,JDK3-2-1
9,832,JDK3-2-1
10,763,JDK3-2-1
11,407,JDK3-2-1
12,553,JDK3-2-1
13,666,JDK3-2-1
14,855,JDK3-2-1
15,506,JDK3-2-1
16,439,JDK3-2-1
1,348,JDK8-9-9
2,349,JDK8-9-9
3,661,JDK8-9-9
4,559,JDK8-9-9
5,349,JDK8-9-9
6,802,JDK8-9-9
7,477,JDK8-9-9
8,368,JDK8-9-9
9,496,JDK8-9-9
10,795,JDK8-9-9
11,522,JDK8-9-9
12,815,JDK8-9-9
13,309,JDK8-9-9
14,323,JDK8-9-9
15,446,JDK8-9-9
16,503,JDK8-9-9
1,522,JDK2-2-1
2,464,JDK2-2-1
3,852,JDK2-2-1
4,806,JDK2-2-1
5,858,JDK2-2-1
6,391,JDK2-2-1
7,451,JDK2-2-1
8,688,JDK2-2-1
9,368,JDK2-2-1
10,851,JDK2-2-1
11,389,JDK2-2-1
12,380,JDK2-2-1
13,342,JDK2-2-1
14,414,JDK2-2-1
15,706,JDK2-2-1
16,667,JDK2-2-1
