Run,Time,JVM
1,6623,JDKE
2,6276,JDKE
3,6671,JDKE
4,6460,JDKE
5,6355,JDKE
6,6449,JDKE
7,6452,JDKE
8,6502,JDKE
9,6728,JDKE
10,6684,JDKE
11,6283,JDKE
12,6616,JDKE
13,6326,JDKE
14,6410,JDKE
15,6471,JDKE
16,6409,JDKE
1,5880,JDK8-9-9
2,6165,JDK8-9-9
3,5602,JDK8-9-9
4,5792,JDK8-9-9
5,5895,JDK8-9-9
6,5916,JDK8-9-9
7,6031,JDK8-9-9
8,5616,JDK8-9-9
9,5717,JDK8-9-9
10,5871,JDK8-9-9
11,5719,JDK8-9-9
12,5939,JDK8-9-9
13,5580,JDK8-9-9
14,5923,JDK8-9-9
15,5686,JDK8-9-9
16,5730,JDK8-9-9
1,7828,JDK3-2-1
2,7597,JDK3-2-1
3,7581,JDK3-2-1
4,7476,JDK3-2-1
5,7602,JDK3-2-1
6,7597,JDK3-2-1
7,7192,JDK3-2-1
8,7061,JDK3-2-1
9,7362,JDK3-2-1
10,7727,JDK3-2-1
11,7614,JDK3-2-1
12,7220,JDK3-2-1
13,7460,JDK3-2-1
14,7469,JDK3-2-1
15,7444,JDK3-2-1
16,7401,JDK3-2-1
1,6453,JDK5-4-4
2,6544,JDK5-4-4
3,7110,JDK5-4-4
4,6712,JDK5-4-4
5,6575,JDK5-4-4
6,6751,JDK5-4-4
7,6729,JDK5-4-4
8,6788,JDK5-4-4
9,6978,JDK5-4-4
10,6850,JDK5-4-4
11,6849,JDK5-4-4
12,6926,JDK5-4-4
13,6707,JDK5-4-4
14,6643,JDK5-4-4
15,6672,JDK5-4-4
16,6770,JDK5-4-4
1,8769,JDK1-1-3
2,8970,JDK1-1-3
3,8660,JDK1-1-3
4,8520,JDK1-1-3
5,8722,JDK1-1-3
6,8654,JDK1-1-3
7,8649,JDK1-1-3
8,8161,JDK1-1-3
9,8675,JDK1-1-3
10,8201,JDK1-1-3
11,8658,JDK1-1-3
12,8403,JDK1-1-3
13,9066,JDK1-1-3
14,8641,JDK1-1-3
1,7839,JDK3-2-3
2,7619,JDK3-2-3
3,7407,JDK3-2-3
4,7332,JDK3-2-3
5,7614,JDK3-2-3
6,7505,JDK3-2-3
7,7526,JDK3-2-3
8,7352,JDK3-2-3
9,7542,JDK3-2-3
10,7324,JDK3-2-3
11,7606,JDK3-2-3
12,7807,JDK3-2-3
13,7559,JDK3-2-3
14,7854,JDK3-2-3
15,7555,JDK3-2-3
16,7187,JDK3-2-3
1,6691,JDK5-6-7
2,6614,JDK5-6-7
3,6974,JDK5-6-7
4,6679,JDK5-6-7
5,6501,JDK5-6-7
6,6367,JDK5-6-7
7,6716,JDK5-6-7
8,6522,JDK5-6-7
9,6717,JDK5-6-7
10,6828,JDK5-6-7
11,6722,JDK5-6-7
12,6549,JDK5-6-7
13,6593,JDK5-6-7
14,6628,JDK5-6-7
15,6845,JDK5-6-7
16,6661,JDK5-6-7
1,7562,JDK2-3-2
2,7974,JDK2-3-2
3,7472,JDK2-3-2
4,7535,JDK2-3-2
5,7510,JDK2-3-2
6,7478,JDK2-3-2
7,7463,JDK2-3-2
8,7623,JDK2-3-2
9,7405,JDK2-3-2
10,7338,JDK2-3-2
11,7278,JDK2-3-2
12,7440,JDK2-3-2
13,7804,JDK2-3-2
14,8074,JDK2-3-2
15,7352,JDK2-3-2
16,7475,JDK2-3-2
1,7532,JDK2-2-2
2,7602,JDK2-2-2
3,7557,JDK2-2-2
4,7497,JDK2-2-2
5,7647,JDK2-2-2
6,7476,JDK2-2-2
7,7473,JDK2-2-2
8,7715,JDK2-2-2
9,7539,JDK2-2-2
10,7224,JDK2-2-2
11,7281,JDK2-2-2
12,7426,JDK2-2-2
13,7314,JDK2-2-2
14,7506,JDK2-2-2
15,7121,JDK2-2-2
16,7233,JDK2-2-2
1,7864,JDK2-2-1
2,7786,JDK2-2-1
3,7353,JDK2-2-1
4,7380,JDK2-2-1
5,7772,JDK2-2-1
6,7195,JDK2-2-1
7,7628,JDK2-2-1
8,7330,JDK2-2-1
9,7485,JDK2-2-1
10,7545,JDK2-2-1
11,7531,JDK2-2-1
12,7243,JDK2-2-1
13,7370,JDK2-2-1
14,7308,JDK2-2-1
15,7666,JDK2-2-1
16,7449,JDK2-2-1
1,7092,JDKF
2,6690,JDKF
3,6880,JDKF
4,6952,JDKF
5,6516,JDKF
6,7010,JDKF
7,7223,JDKF
8,7160,JDKF
9,6883,JDKF
10,6993,JDKF
11,6731,JDKF
12,6740,JDKF
13,7277,JDKF
14,6881,JDKF
15,6891,JDKF
16,7786,JDKF
