Run,Time,JVM
1,1933,JDK2-2-2
2,1753,JDK2-2-2
3,1798,JDK2-2-2
4,1704,JDK2-2-2
5,1825,JDK2-2-2
6,1854,JDK2-2-2
7,1702,JDK2-2-2
8,1730,JDK2-2-2
9,1756,JDK2-2-2
10,1699,JDK2-2-2
11,1735,JDK2-2-2
12,1915,JDK2-2-2
13,1760,JDK2-2-2
14,1727,JDK2-2-2
15,1729,JDK2-2-2
16,1667,JDK2-2-2
1,1633,JDK5-4-4
2,1800,JDK5-4-4
3,1738,JDK5-4-4
4,1684,JDK5-4-4
5,1739,JDK5-4-4
6,1770,JDK5-4-4
7,1691,JDK5-4-4
8,1679,JDK5-4-4
9,1735,JDK5-4-4
10,1792,JDK5-4-4
11,1677,JDK5-4-4
12,1881,JDK5-4-4
13,1632,JDK5-4-4
14,1791,JDK5-4-4
15,1861,JDK5-4-4
16,1733,JDK5-4-4
1,1665,JDK3-2-3
2,1846,JDK3-2-3
3,1780,JDK3-2-3
4,1750,JDK3-2-3
5,1862,JDK3-2-3
6,1689,JDK3-2-3
7,1876,JDK3-2-3
8,1663,JDK3-2-3
9,1756,JDK3-2-3
10,1676,JDK3-2-3
11,1727,JDK3-2-3
12,1666,JDK3-2-3
13,1589,JDK3-2-3
14,1862,JDK3-2-3
15,1826,JDK3-2-3
16,1667,JDK3-2-3
1,1698,JDK3-2-1
2,1691,JDK3-2-1
3,1636,JDK3-2-1
4,1762,JDK3-2-1
5,1719,JDK3-2-1
6,1747,JDK3-2-1
7,1849,JDK3-2-1
8,1773,JDK3-2-1
9,1724,JDK3-2-1
10,1797,JDK3-2-1
11,1767,JDK3-2-1
12,1786,JDK3-2-1
13,1765,JDK3-2-1
14,1804,JDK3-2-1
15,1769,JDK3-2-1
16,1817,JDK3-2-1
1,1750,JDK2-2-1
2,1733,JDK2-2-1
3,1693,JDK2-2-1
4,1670,JDK2-2-1
5,1736,JDK2-2-1
6,1656,JDK2-2-1
7,1715,JDK2-2-1
8,1755,JDK2-2-1
9,1675,JDK2-2-1
10,1692,JDK2-2-1
11,1716,JDK2-2-1
12,1678,JDK2-2-1
13,1694,JDK2-2-1
14,1669,JDK2-2-1
15,1681,JDK2-2-1
16,1740,JDK2-2-1
1,1913,JDKE
2,1710,JDKE
3,1746,JDKE
4,1645,JDKE
5,1582,JDKE
6,1594,JDKE
7,1514,JDKE
8,1703,JDKE
9,1640,JDKE
10,1548,JDKE
11,1600,JDKE
12,1673,JDKE
13,1671,JDKE
14,1591,JDKE
15,1606,JDKE
16,1614,JDKE
1,1774,JDK5-6-7
2,1686,JDK5-6-7
3,1694,JDK5-6-7
4,1735,JDK5-6-7
5,1620,JDK5-6-7
6,1765,JDK5-6-7
7,1819,JDK5-6-7
8,1784,JDK5-6-7
9,1763,JDK5-6-7
10,1718,JDK5-6-7
11,1602,JDK5-6-7
12,1600,JDK5-6-7
13,1647,JDK5-6-7
14,1716,JDK5-6-7
15,1816,JDK5-6-7
16,1754,JDK5-6-7
1,1731,JDK8-9-9
2,1696,JDK8-9-9
3,1680,JDK8-9-9
4,1704,JDK8-9-9
5,1693,JDK8-9-9
6,1691,JDK8-9-9
7,1725,JDK8-9-9
8,1565,JDK8-9-9
9,1674,JDK8-9-9
10,1681,JDK8-9-9
11,1639,JDK8-9-9
12,1749,JDK8-9-9
13,1704,JDK8-9-9
14,1666,JDK8-9-9
15,1744,JDK8-9-9
16,1661,JDK8-9-9
1,1703,JDK2-3-2
2,1793,JDK2-3-2
3,1621,JDK2-3-2
4,1714,JDK2-3-2
5,1807,JDK2-3-2
6,1875,JDK2-3-2
7,1783,JDK2-3-2
8,1680,JDK2-3-2
9,1715,JDK2-3-2
10,1737,JDK2-3-2
11,1752,JDK2-3-2
12,1684,JDK2-3-2
13,1679,JDK2-3-2
14,1800,JDK2-3-2
15,1727,JDK2-3-2
16,1823,JDK2-3-2
1,1596,JDKF
2,1781,JDKF
3,1534,JDKF
4,1711,JDKF
5,1562,JDKF
6,1638,JDKF
7,1567,JDKF
8,1604,JDKF
9,1644,JDKF
10,1633,JDKF
11,1472,JDKF
12,1653,JDKF
13,1607,JDKF
14,1621,JDKF
15,1643,JDKF
16,1560,JDKF
1,1757,JDK1-1-3
2,1722,JDK1-1-3
3,1780,JDK1-1-3
4,1715,JDK1-1-3
5,1757,JDK1-1-3
6,1848,JDK1-1-3
7,1761,JDK1-1-3
8,1989,JDK1-1-3
9,1868,JDK1-1-3
10,1807,JDK1-1-3
11,1866,JDK1-1-3
12,1806,JDK1-1-3
13,1843,JDK1-1-3
14,1971,JDK1-1-3
15,1823,JDK1-1-3
16,1751,JDK1-1-3
