Run,Time,JVM
1,8829,JDKE
2,8484,JDKE
3,8810,JDKE
4,8674,JDKE
5,8364,JDKE
6,7580,JDKE
7,8222,JDKE
8,8878,JDKE
9,8708,JDKE
10,8706,JDKE
11,8666,JDKE
12,8478,JDKE
13,8724,JDKE
14,7790,JDKE
15,8913,JDKE
16,8179,JDKE
1,8621,JDK3-2-1
2,8568,JDK3-2-1
3,8508,JDK3-2-1
4,8764,JDK3-2-1
5,8643,JDK3-2-1
6,8367,JDK3-2-1
7,7985,JDK3-2-1
8,8656,JDK3-2-1
9,8373,JDK3-2-1
10,8787,JDK3-2-1
11,8127,JDK3-2-1
12,8107,JDK3-2-1
13,8797,JDK3-2-1
14,8487,JDK3-2-1
15,8434,JDK3-2-1
16,8039,JDK3-2-1
1,8633,JDK2-2-1
2,8252,JDK2-2-1
3,8047,JDK2-2-1
4,8021,JDK2-2-1
5,8599,JDK2-2-1
6,8847,JDK2-2-1
7,8663,JDK2-2-1
8,8283,JDK2-2-1
9,8587,JDK2-2-1
10,8653,JDK2-2-1
11,8442,JDK2-2-1
12,8527,JDK2-2-1
13,8730,JDK2-2-1
14,8422,JDK2-2-1
15,8533,JDK2-2-1
16,8699,JDK2-2-1
1,8600,JDK8-9-9
2,8360,JDK8-9-9
3,8508,JDK8-9-9
4,8332,JDK8-9-9
5,8824,JDK8-9-9
6,8678,JDK8-9-9
7,8890,JDK8-9-9
8,8814,JDK8-9-9
9,8576,JDK8-9-9
10,8888,JDK8-9-9
11,8768,JDK8-9-9
12,8429,JDK8-9-9
13,8687,JDK8-9-9
14,8735,JDK8-9-9
15,8429,JDK8-9-9
16,8458,JDK8-9-9
1,8350,JDK3-2-3
2,8032,JDK3-2-3
3,7849,JDK3-2-3
4,8200,JDK3-2-3
5,8269,JDK3-2-3
6,8083,JDK3-2-3
7,8111,JDK3-2-3
8,7928,JDK3-2-3
9,8264,JDK3-2-3
10,8466,JDK3-2-3
11,8543,JDK3-2-3
12,8537,JDK3-2-3
13,8806,JDK3-2-3
14,8060,JDK3-2-3
15,8250,JDK3-2-3
16,8254,JDK3-2-3
1,7744,JDKF
2,8381,JDKF
3,7872,JDKF
4,7979,JDKF
5,8015,JDKF
6,8382,JDKF
7,7789,JDKF
8,8197,JDKF
9,8446,JDKF
10,8375,JDKF
11,7931,JDKF
12,8388,JDKF
13,8445,JDKF
14,7928,JDKF
15,8540,JDKF
16,8339,JDKF
1,8519,JDK5-4-4
2,8770,JDK5-4-4
3,7789,JDK5-4-4
4,8681,JDK5-4-4
5,8374,JDK5-4-4
6,8641,JDK5-4-4
7,8293,JDK5-4-4
8,8609,JDK5-4-4
9,8700,JDK5-4-4
10,8434,JDK5-4-4
11,8327,JDK5-4-4
12,8536,JDK5-4-4
13,8693,JDK5-4-4
14,8589,JDK5-4-4
15,8102,JDK5-4-4
16,8003,JDK5-4-4
1,8616,JDK2-2-2
2,8742,JDK2-2-2
3,8557,JDK2-2-2
4,8357,JDK2-2-2
5,8297,JDK2-2-2
6,8848,JDK2-2-2
7,7935,JDK2-2-2
8,8269,JDK2-2-2
9,8502,JDK2-2-2
10,8751,JDK2-2-2
11,8869,JDK2-2-2
12,8888,JDK2-2-2
13,8502,JDK2-2-2
14,8410,JDK2-2-2
15,8788,JDK2-2-2
16,8411,JDK2-2-2
1,7803,JDK1-1-3
2,8602,JDK1-1-3
3,8687,JDK1-1-3
4,8311,JDK1-1-3
5,9028,JDK1-1-3
6,8289,JDK1-1-3
7,8474,JDK1-1-3
8,8600,JDK1-1-3
9,8438,JDK1-1-3
10,8529,JDK1-1-3
11,8399,JDK1-1-3
12,8508,JDK1-1-3
13,8514,JDK1-1-3
14,9221,JDK1-1-3
15,8550,JDK1-1-3
16,8253,JDK1-1-3
1,8823,JDK2-3-2
2,7786,JDK2-3-2
3,8549,JDK2-3-2
4,8683,JDK2-3-2
5,8196,JDK2-3-2
6,8721,JDK2-3-2
7,9169,JDK2-3-2
8,8295,JDK2-3-2
9,8532,JDK2-3-2
10,8189,JDK2-3-2
11,8875,JDK2-3-2
12,7937,JDK2-3-2
13,8695,JDK2-3-2
14,8239,JDK2-3-2
15,7866,JDK2-3-2
16,8292,JDK2-3-2
1,8313,JDK5-6-7
2,8592,JDK5-6-7
3,8332,JDK5-6-7
4,8622,JDK5-6-7
5,8238,JDK5-6-7
6,8050,JDK5-6-7
7,7754,JDK5-6-7
8,7950,JDK5-6-7
9,8595,JDK5-6-7
10,8525,JDK5-6-7
11,8464,JDK5-6-7
12,8095,JDK5-6-7
13,8446,JDK5-6-7
14,8156,JDK5-6-7
15,8643,JDK5-6-7
16,8701,JDK5-6-7
