,GC Util,GCInterval,JVM,Time,benchmark,heapSize,numThreads
0,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
1,27.0,100.0,JDKG,4.0,pmd,100.0,100.0
2,17.0,100.0,JDKG,543.0,pmd,100.0,100.0
3,59.0,100.0,JDKG,715.0,pmd,100.0,100.0
4,2.0,100.0,JDKG,809.0,pmd,100.0,100.0
5,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
6,38.0,100.0,JDKG,4.0,pmd,100.0,100.0
7,18.0,100.0,JDKG,406.0,pmd,100.0,100.0
8,81.0,100.0,JDKG,576.0,pmd,100.0,100.0
9,2.0,100.0,JDKG,730.0,pmd,100.0,100.0
10,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
11,70.0,100.0,JDKG,3.0,pmd,100.0,100.0
12,25.0,100.0,JDKG,374.0,pmd,100.0,100.0
13,115.0,100.0,JDKG,533.0,pmd,100.0,100.0
14,67.0,100.0,JDKG,627.0,pmd,100.0,100.0
15,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
16,33.0,100.0,JDKG,4.0,pmd,100.0,100.0
17,26.0,100.0,JDKG,399.0,pmd,100.0,100.0
18,108.0,100.0,JDKG,584.0,pmd,100.0,100.0
19,89.0,100.0,JDKG,702.0,pmd,100.0,100.0
20,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
21,25.0,100.0,JDKG,4.0,pmd,100.0,100.0
22,16.0,100.0,JDKG,338.0,pmd,100.0,100.0
23,55.0,100.0,JDKG,511.0,pmd,100.0,100.0
24,2.0,100.0,JDKG,682.0,pmd,100.0,100.0
25,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
26,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
27,37.0,100.0,JDKG,4.0,pmd,100.0,100.0
28,27.0,100.0,JDKG,290.0,pmd,100.0,100.0
29,108.0,100.0,JDKG,457.0,pmd,100.0,100.0
30,89.0,100.0,JDKG,542.0,pmd,100.0,100.0
31,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
32,32.0,100.0,JDKG,4.0,pmd,100.0,100.0
33,15.0,100.0,JDKG,391.0,pmd,100.0,100.0
34,81.0,100.0,JDKG,553.0,pmd,100.0,100.0
35,2.0,100.0,JDKG,645.0,pmd,100.0,100.0
36,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
37,31.0,100.0,JDKG,4.0,pmd,100.0,100.0
38,16.0,100.0,JDKG,307.0,pmd,100.0,100.0
39,80.0,100.0,JDKG,515.0,pmd,100.0,100.0
40,2.0,100.0,JDKG,610.0,pmd,100.0,100.0
41,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
42,27.0,100.0,JDKG,4.0,pmd,100.0,100.0
43,27.0,100.0,JDKG,262.0,pmd,100.0,100.0
44,111.0,100.0,JDKG,468.0,pmd,100.0,100.0
45,91.0,100.0,JDKG,557.0,pmd,100.0,100.0
46,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
47,33.0,100.0,JDKG,4.0,pmd,100.0,100.0
48,18.0,100.0,JDKG,279.0,pmd,100.0,100.0
49,76.0,100.0,JDKG,440.0,pmd,100.0,100.0
50,2.0,100.0,JDKG,529.0,pmd,100.0,100.0
51,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
52,35.0,100.0,JDKG,4.0,pmd,100.0,100.0
53,17.0,100.0,JDKG,508.0,pmd,100.0,100.0
54,81.0,100.0,JDKG,691.0,pmd,100.0,100.0
55,2.0,100.0,JDKG,787.0,pmd,100.0,100.0
56,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
57,45.0,100.0,JDKG,4.0,pmd,100.0,100.0
58,28.0,100.0,JDKG,312.0,pmd,100.0,100.0
59,107.0,100.0,JDKG,477.0,pmd,100.0,100.0
60,65.0,100.0,JDKG,566.0,pmd,100.0,100.0
61,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
62,40.0,100.0,JDKG,4.0,pmd,100.0,100.0
63,29.0,100.0,JDKG,381.0,pmd,100.0,100.0
64,98.0,100.0,JDKG,530.0,pmd,100.0,100.0
65,45.0,100.0,JDKG,615.0,pmd,100.0,100.0
66,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
67,38.0,100.0,JDKG,4.0,pmd,100.0,100.0
68,15.0,100.0,JDKG,452.0,pmd,100.0,100.0
69,81.0,100.0,JDKG,627.0,pmd,100.0,100.0
70,2.0,100.0,JDKG,713.0,pmd,100.0,100.0
71,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
72,31.0,100.0,JDKG,4.0,pmd,100.0,100.0
73,27.0,100.0,JDKG,414.0,pmd,100.0,100.0
74,118.0,100.0,JDKG,569.0,pmd,100.0,100.0
75,38.0,100.0,JDKG,658.0,pmd,100.0,100.0
76,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
77,37.0,100.0,JDKG,4.0,pmd,100.0,100.0
78,27.0,100.0,JDKG,336.0,pmd,100.0,100.0
79,111.0,100.0,JDKG,494.0,pmd,100.0,100.0
80,90.0,100.0,JDKG,586.0,pmd,100.0,100.0
