Time,GC Util
0,0
0,0
477,79
477,79
643,76
643,76
836,76
0,0
0,0
478,77
478,77
648,82
648,82
828,71
0,0
0,0
587,71
587,71
757,80
757,80
959,82
0,0
0,0
486,80
486,80
651,82
651,82
833,83
0,0
0,0
492,85
492,85
659,82
659,82
859,71
0,0
0,0
476,79
476,79
639,81
639,81
844,20
0,0
0,0
484,83
484,83
646,84
646,84
835,75
0,0
0,0
673,81
673,81
828,86
828,86
1052,76
0,0
0,0
477,142
477,142
642,152
642,152
830,113
0,0
0,0
528,87
528,87
689,83
689,83
871,77
0,0
0,0
479,88
479,88
645,83
645,83
832,78
0,0
0,0
654,83
654,83
838,79
838,79
1101,12
0,0
0,0
631,76
631,76
806,77
806,77
985,75
0,0
0,0
479,86
479,86
643,84
643,84
829,74
0,0
0,0
498,87
498,87
661,83
661,83
852,77
0,0
0,0
489,93
489,93
653,79
653,79
845,71
