Time,GC Util
0,0
0,0
1331,19
1331,19
1764,24
1764,24
1893,127
4499,13
4558,38
4558,38
4626,54
4626,54
4699,107
4784,111
4831,86
4831,86
4882,138
4882,138
4955,119
5025,145
5151,102
5151,102
5243,106
5243,106
5310,120
5373,180
5420,153
5420,153
5475,120
5475,120
5536,150
5561,174
5649,122
5649,122
5731,163
5731,163
5838,167
5838,167
5900,139
5900,139
5960,117
5960,117
6019,140
6019,140
6160,157
6160,157
6240,146
6240,146
6327,139
6327,139
6420,102
6420,102
6466,42
6466,42
6510,96
6510,96
6563,112
6563,112
6608,105
6608,105
6649,93
6649,93
6692,102
6692,102
6755,99
6755,99
6794,88
6794,88
6868,99
6868,99
6976,82
6976,82
7151,100
7151,100
7208,113
7246,116
7284,54
7314,119
7354,49
7389,120
7430,297
7430,297
7467,111
7467,111
7540,110
7540,110
7614,110
7614,110
7691,112
7691,112
7793,110
7793,110
7940,112
7940,112
8650,99
8650,99
8672,77
8672,77
8692,77
8692,77
8705,173
8715,80
8729,106
8741,129
8757,121
8757,121
8769,98
8769,98
8791,215
8791,215
8811,169
8811,169
8832,169
8832,169
8854,138
8854,138
8875,100
8875,100
8906,117
8906,117
8930,93
8930,93
8953,153
8953,153
8975,142
8975,142
8998,151
8998,151
9019,186
9019,186
9099,192
9099,192
9201,138
9201,138
9247,145
9247,145
9284,146
9284,146
9319,139
9319,139
9358,153
9358,153
9400,119
9400,119
9475,84
9475,84
10087,134
10087,134
10403,115
10403,115
10498,92
10498,92
10565,94
10565,94
10657,92
10657,92
10693,176
10721,135
10810,10
11005,86
11469,1
11511,65
11566,11
11623,98
11689,62
11689,62
11744,62
11744,62
11984,216
12031,101
12077,28
12164,86
12230,28
12244,73
12261,97
12274,89
12289,41
12301,104
12317,195
12317,195
12330,111
12330,111
12476,100
12476,100
12516,100
12516,100
12602,98
12602,98
12811,111
12811,111
12913,56
12913,56
12990,70
12990,70
13063,75
13063,75
13100,113
13100,113
13115,190
13127,89
13142,43
13155,117
