Time,GC Util
0,0
0,0
598,139
598,139
600,134
600,134
603,132
603,132
605,112
605,112
608,130
608,130
610,17
610,17
1162,136
1162,136
1354,114
1354,114
1417,187
1417,187
1443,204
1443,204
1460,213
1460,213
1470,258
1470,258
1488,258
1488,258
1532,193
1532,193
1564,241
1564,241
1591,248
1591,248
1632,226
1632,226
1668,248
1668,248
1698,252
1698,252
1727,267
1727,267
1755,222
1755,222
1796,248
1796,248
1821,266
1821,266
1837,264
1837,264
1853,226
1853,226
1875,250
1875,250
1897,269
1897,269
1929,264
1929,264
1960,249
1960,249
1997,256
1997,256
2036,280
2036,280
2100,265
2100,265
2157,253
2157,253
2228,260
2228,260
2342,268
