Time,GC Util
0,0
0,0
551,22
551,22
565,27
565,27
572,175
574,30
578,45
578,45
582,63
582,63
586,131
590,130
594,56
594,56
599,71
599,71
604,107
609,126
613,111
613,111
616,83
616,83
621,112
626,84
629,96
629,96
634,111
634,111
639,99
644,82
648,102
648,102
654,112
654,112
658,117
663,131
667,52
667,52
670,126
670,126
675,156
679,94
682,64
682,64
687,126
687,126
692,131
696,81
699,66
699,66
703,75
703,75
708,122
713,106
716,104
716,104
721,81
721,81
725,132
729,79
733,114
733,114
737,76
737,76
742,140
746,89
750,124
750,124
755,108
755,108
759,115
764,79
767,67
767,67
773,136
773,136
778,123
783,102
787,128
787,128
790,97
790,97
795,90
799,87
803,100
806,93
809,109
809,109
815,72
815,72
821,41
821,41
1253,75
1253,75
1740,170
2097,106
2130,123
2130,123
2154,39
2154,39
2184,174
2218,42
2258,167
2258,167
2280,149
2280,149
2329,200
2370,49
2394,244
2394,244
2412,95
2412,95
2468,108
2468,108
2514,109
2514,109
2561,127
2561,127
2594,120
2594,120
2619,144
2619,144
2657,113
2657,113
2699,120
2699,120
2736,114
2736,114
2803,110
2803,110
2848,136
2848,136
2906,140
2906,140
2962,136
2962,136
3022,143
3022,143
3090,169
3090,169
3148,190
3148,190
3223,168
3223,168
3305,177
3305,177
3366,140
3366,140
3458,161
