Time,GC Util,heapSize,numThreads,GCInterval
0.0,0.0,100,100,100
11717.0,28.0,100,100.0,100
11727.0,21.0,100,100.0,100
11737.0,83.0,100,100.0,100
11742.0,0.0,100,100.0,100
11746.0,172.0,100,100.0,100
11753.0,196.0,100,100.0,100
11755.0,264.0,100,100.0,100
11759.0,145.0,100,100.0,100
12180.0,167.0,100,100.0,100
12640.0,32.0,100,100.0,100
12755.0,31.0,100,100.0,100
12778.0,0.0,100,100.0,100
12805.0,150.0,100,100.0,100
12863.0,0.0,100,100.0,100
12905.0,0.0,100,100.0,100
12955.0,57.0,100,100.0,100
13056.0,0.0,100,100.0,100
13140.0,167.0,100,100.0,100
13206.0,142.0,100,100.0,100
13263.0,0.0,100,100.0,100
13321.0,0.0,100,100.0,100
13373.0,82.0,100,25.0,100
13467.0,86.0,100,25.0,100
13548.0,76.0,100,25.0,100
13633.0,79.0,100,25.0,100
13702.0,92.0,100,100.0,100
13762.0,61.0,100,25.0,100
13841.0,67.0,100,100.0,100
16512.0,54.0,100,100.0,100
