Time,GC Util
0,0
0,0
549,20
549,20
2294,23
2294,23
2382,129
2416,38
4433,182
4433,182
6999,27
6999,27
8405,165
9651,114
11643,71
11643,71
13988,90
13988,90
16474,119
18546,124
21518,105
21518,105
24541,107
24541,107
27397,220
30364,70
33333,34
33333,34
36774,67
36774,67
40692,216
44019,36
47372,32
47372,32
50629,61
50629,61
54497,186
57778,39
61243,26
61243,26
64503,54
64503,54
68435,139
72371,46
75669,86
75669,86
78797,60
78797,60
82489,218
86334,48
89758,22
89758,22
92800,63
92800,63
96836,164
100545,39
104015,27
104015,27
107575,57
107575,57
111697,215
114653,39
117515,24
117515,24
120743,68
120743,68
124244,194
127667,40
131015,88
131015,88
134093,52
134093,52
137228,242
140579,46
143173,25
143173,25
146128,64
146128,64
149350,231
152330,44
155264,27
155264,27
157978,67
157978,67
162129,164
166333,43
170801,227
