Time,GC Util
0,0
0,0
690,85
690,85
2577,92
2577,92
2695,92
2695,92
3486,159
3486,159
6021,178
6021,178
8189,166
8189,166
10207,173
10207,173
12195,170
12195,170
14164,168
14164,168
15989,162
15989,162
17884,169
17884,169
20030,182
20030,182
22100,180
22100,180
24127,184
24127,184
26181,176
26181,176
27988,180
27988,180
29766,171
29766,171
32094,164
32094,164
34090,254
34090,254
35983,256
35983,256
37974,257
37974,257
39933,258
39933,258
41843,265
41843,265
43579,249
43579,249
45706,258
45706,258
48190,262
48190,262
50320,260
50320,260
52424,242
52424,242
54170,255
54170,255
56414,269
56414,269
58335,272
58335,272
60170,266
60170,266
62349,258
62349,258
64577,272
64577,272
66492,271
66492,271
68364,254
68364,254
70507,256
70507,256
72469,261
72469,261
74493,256
74493,256
76390,251
76390,251
78425,199
78425,199
80337,253
80337,253
82439,272
82439,272
84071,262
84071,262
85916,274
85916,274
87915,265
87915,265
89748,267
89748,267
91591,261
91591,261
93437,266
93437,266
95261,268
95261,268
96885,267
96885,267
98714,263
98714,263
100581,219
100581,219
102255,249
102255,249
104054,262
104054,262
105895,274
105895,274
107843,195
107843,195
109581,237
109581,237
111473,254
111473,254
113295,261
113295,261
115052,256
115052,256
116451,278
116451,278
117969,265
117969,265
119687,273
119687,273
121700,263
121700,263
123423,265
123423,265
124840,255
124840,255
126806,259
126806,259
128912,262
128912,262
130773,191
130773,191
132320,260
132320,260
134300,266
134300,266
136069,266
136069,266
137781,250
137781,250
139570,262
139570,262
141381,248
141381,248
143220,268
143220,268
145048,257
145048,257
146511,187
146511,187
148316,260
148316,260
150077,274
150077,274
151903,272
151903,272
153654,269
153654,269
155701,272
155701,272
157763,199
157763,199
159287,261
159287,261
161171,249
161171,249
163160,232
163160,232
164805,269
164805,269
166719,259
166719,259
168326,258
168326,258
170303,268
170303,268
172097,274
172097,274
173871,244
173871,244
175507,268
