Time,GC Util,heapSize,numThreads,GCInterval
0.0,0.0,100,100,100
0.0,0.0,100,100,100
586.0,31.0,100.0,100.0,100
586.0,31.0,100.0,100.0,100
592.0,38.0,102.34,100.0,100
592.0,38.0,102.34,100.0,100
597.0,38.0,104.69,100.0,100
597.0,38.0,104.69,100.0,100
601.0,47.0,107.03,100.0,100
601.0,47.0,107.03,100.0,100
605.0,45.0,109.38,100.0,100
605.0,45.0,109.38,100.0,100
1198.0,33.0,111.72,100.0,100
1198.0,33.0,111.72,100.0,100
1335.0,40.0,114.06,100.0,100
1335.0,40.0,114.06,100.0,100
1424.0,16.0,116.41,100.0,100
1424.0,16.0,116.41,100.0,100
1503.0,15.0,118.75,100.0,100
1503.0,15.0,118.75,100.0,100
1565.0,29.0,121.09,100.0,100
1565.0,29.0,121.09,100.0,100
1619.0,23.0,123.44,100.0,100
1619.0,23.0,123.44,100.0,100
1665.0,13.0,125.78,100.0,100
1665.0,13.0,125.78,100.0,100
1707.0,10.0,128.12,100.0,100
1707.0,10.0,128.12,100.0,100
1768.0,102.0,130.47,100.0,100
1768.0,102.0,130.47,100.0,100
1828.0,26.0,132.81,100.0,100
1828.0,26.0,132.81,100.0,100
1884.0,28.0,135.16,100.0,100
1884.0,28.0,135.16,100.0,100
1884.0,28.0,135.16,100.0,100
1884.0,28.0,135.16,100.0,100
1931.0,14.0,137.5,100.0,100
1931.0,14.0,137.5,100.0,100
1931.0,14.0,137.5,100.0,100
1931.0,14.0,137.5,100.0,100
1983.0,29.0,139.84,100.0,100
1983.0,29.0,139.84,100.0,100
1983.0,29.0,139.84,100.0,100
1983.0,29.0,139.84,100.0,100
2037.0,20.0,142.19,100.0,100
2037.0,20.0,142.19,100.0,100
2093.0,18.0,144.53,100.0,100
2093.0,18.0,144.53,100.0,100
2093.0,18.0,144.53,100.0,100
2093.0,18.0,144.53,100.0,100
2135.0,11.0,146.88,100.0,100
2135.0,11.0,146.88,100.0,100
2135.0,11.0,146.88,100.0,100
2135.0,11.0,146.88,100.0,100
2178.0,10.0,149.22,100.0,100
2178.0,10.0,149.22,100.0,100
2224.0,8.0,151.56,100.0,100
2224.0,8.0,151.56,100.0,100
2274.0,18.0,153.91,100.0,100
2274.0,18.0,153.91,100.0,100
2274.0,18.0,153.91,100.0,100
2274.0,18.0,153.91,100.0,100
2327.0,7.0,156.25,100.0,100
2327.0,7.0,156.25,100.0,100
2327.0,7.0,156.25,100.0,100
2327.0,7.0,156.25,100.0,100
2391.0,19.0,158.59,100.0,100
2391.0,19.0,158.59,100.0,100
2391.0,19.0,158.59,100.0,100
2391.0,19.0,158.59,100.0,100
2444.0,19.0,160.94,100.0,100
2444.0,19.0,160.94,100.0,100
2498.0,7.0,163.28,100.0,100
2498.0,7.0,163.28,100.0,100
2498.0,7.0,163.28,100.0,100
2498.0,7.0,163.28,100.0,100
2554.0,7.0,165.62,100.0,100
2554.0,7.0,165.62,100.0,100
2615.0,11.0,167.97,100.0,100
2615.0,11.0,167.97,100.0,100
2682.0,14.0,170.31,100.0,100
2682.0,14.0,170.31,100.0,100
2748.0,5.0,172.66,100.0,100
2748.0,5.0,172.66,100.0,100
2825.0,17.0,175.0,100.0,100
2825.0,17.0,175.0,100.0,100
2895.0,12.0,177.34,100.0,100
2895.0,12.0,177.34,100.0,100
2964.0,4.0,179.69,100.0,100
2964.0,4.0,179.69,100.0,100
3030.0,3.0,182.03,100.0,100
3030.0,3.0,182.03,100.0,100
3098.0,3.0,184.38,100.0,100
3098.0,3.0,184.38,100.0,100
3098.0,3.0,184.38,100.0,100
3098.0,3.0,184.38,100.0,100
3174.0,14.0,186.72,100.0,100
3174.0,14.0,186.72,100.0,100
3247.0,4.0,189.06,100.0,100
3247.0,4.0,189.06,100.0,100
3322.0,4.0,191.41,100.0,100
3322.0,4.0,191.41,100.0,100
3402.0,10.0,193.75,100.0,100
3402.0,10.0,193.75,100.0,100
3473.0,0.0,196.09,100.0,100
3473.0,0.0,196.09,100.0,100
3473.0,0.0,196.09,100.0,100
3473.0,0.0,196.09,100.0,100
3556.0,5.0,198.44,100.0,100
3556.0,5.0,198.44,100.0,100
3596.0,7.0,200.78,100.0,100
3596.0,7.0,200.78,100.0,100
3681.0,4.0,203.12,100.0,100
3681.0,4.0,203.12,100.0,100
3769.0,7.0,205.47,100.0,100
3769.0,7.0,205.47,100.0,100
3839.0,3.0,207.81,100.0,100
3839.0,3.0,207.81,100.0,100
3926.0,3.0,210.16,100.0,100
3926.0,3.0,210.16,100.0,100
4015.0,3.0,212.5,100.0,100
4015.0,3.0,212.5,100.0,100
4105.0,4.0,214.84,100.0,100
4105.0,4.0,214.84,100.0,100
4198.0,3.0,217.19,100.0,100
4198.0,3.0,217.19,100.0,100
4271.0,33.0,219.53,100.0,100
4271.0,33.0,219.53,100.0,100
4382.0,13.0,221.88,100.0,100
4382.0,13.0,221.88,100.0,100
4482.0,6.0,224.22,100.0,100
4482.0,6.0,224.22,100.0,100
4596.0,3.0,226.56,100.0,100
4596.0,3.0,226.56,100.0,100
4696.0,4.0,228.91,100.0,100
4696.0,4.0,228.91,100.0,100
4778.0,2.0,231.25,100.0,100
4778.0,2.0,231.25,100.0,100
4878.0,5.0,233.59,100.0,100
4878.0,5.0,233.59,100.0,100
4977.0,3.0,235.94,100.0,100
4977.0,3.0,235.94,100.0,100
5074.0,2.0,238.28,100.0,100
5074.0,2.0,238.28,100.0,100
5180.0,2.0,240.62,100.0,100
5180.0,2.0,240.62,100.0,100
5287.0,5.0,242.97,100.0,100
5287.0,5.0,242.97,100.0,100
5395.0,8.0,245.31,100.0,100
5395.0,8.0,245.31,100.0,100
5528.0,9.0,247.66,100.0,100
5528.0,9.0,247.66,100.0,100
5632.0,3.0,250.0,100.0,100
5632.0,3.0,250.0,100.0,100
5725.0,10.0,252.34,100.0,100
5725.0,10.0,252.34,100.0,100
5825.0,4.0,254.69,100.0,100
5825.0,4.0,254.69,100.0,100
5923.0,6.0,257.03,100.0,100
5923.0,6.0,257.03,100.0,100
6035.0,9.0,259.38,100.0,100
6035.0,9.0,259.38,100.0,100
6143.0,8.0,261.72,100.0,100
6143.0,8.0,261.72,100.0,100
6254.0,8.0,264.06,100.0,100
6254.0,8.0,264.06,100.0,100
6357.0,14.0,266.41,100.0,100
6357.0,14.0,266.41,100.0,100
6458.0,5.0,268.75,100.0,100
6458.0,5.0,268.75,100.0,100
6555.0,15.0,271.09,100.0,100
6555.0,15.0,271.09,100.0,100
6644.0,13.0,273.44,100.0,100
6644.0,13.0,273.44,100.0,100
6725.0,4.0,275.78,100.0,100
6725.0,4.0,275.78,100.0,100
6804.0,6.0,278.12,100.0,100
6804.0,6.0,278.12,100.0,100
6970.0,2.0,280.47,100.0,100
6970.0,2.0,280.47,100.0,100
7066.0,2.0,282.81,100.0,100
7066.0,2.0,282.81,100.0,100
7157.0,2.0,285.16,100.0,100
7157.0,2.0,285.16,100.0,100
