Time,GC Util
0,0
0,0
610,81
610,81
613,77
613,77
616,76
616,76
618,78
618,78
621,77
621,77
624,73
624,73
627,85
627,85
631,76
631,76
636,85
636,85
640,87
640,87
644,80
644,80
649,77
649,77
653,86
653,86
656,84
656,84
660,85
660,85
664,84
664,84
668,85
668,85
673,80
673,80
676,83
676,83
681,84
681,84
685,85
685,85
689,90
689,90
693,85
693,85
697,83
697,83
700,83
700,83
703,86
703,86
708,82
708,82
712,83
712,83
716,85
716,85
719,84
719,84
723,84
723,84
728,86
728,86
733,85
733,85
736,83
736,83
740,83
740,83
744,82
744,82
748,87
748,87
752,6
752,6
1274,82
1274,82
2285,85
2285,85
2334,94
2334,94
2382,89
2382,89
2401,97
2401,97
2424,228
2424,228
2458,222
2458,222
2479,342
2479,342
2502,421
2502,421
2546,282
2546,282
2583,383
2583,383
2605,366
2605,366
2630,410
2630,410
2669,382
2669,382
2717,374
2717,374
2768,379
2768,379
2819,390
2819,390
2853,422
2853,422
2887,468
2887,468
2919,482
2919,482
2964,506
2964,506
2995,481
2995,481
3018,470
3018,470
3061,352
3061,352
3095,529
3095,529
3139,487
3139,487
3213,551
3213,551
3291,518
3291,518
3356,555
3356,555
3426,579
3426,579
3485,565
3485,565
3579,528
3579,528
3665,521
3665,521
3810,530
