Time,GC Util
0,0
0,0
709,18
709,18
2904,10
2904,10
2962,102
3006,36
5416,98
5416,98
7839,91
7839,91
9270,143
10580,107
12981,45
12981,45
15256,78
15256,78
17336,134
19412,84
21196,98
21196,98
23251,82
23251,82
25484,172
27551,91
29271,74
29271,74
31345,49
31345,49
34228,184
37136,66
39729,84
39729,84
42248,56
42248,56
45817,161
49175,27
51994,20
51994,20
54620,50
54620,50
57652,146
60882,35
63939,66
63939,66
66657,48
66657,48
70094,163
73362,33
76131,82
76131,82
78838,55
78838,55
81952,188
85238,40
88225,94
88225,94
90943,60
90943,60
94202,161
97510,29
100724,20
100724,20
103473,46
103473,46
107597,218
111355,27
114085,90
114085,90
117060,50
117060,50
120941,146
123905,26
127086,26
127086,26
130285,48
130285,48
134667,198
137913,31
141298,95
141298,95
144150,56
144150,56
148252,264
151547,56
155715,0
159384,51
163443,86
163443,86
166708,49
166708,49
