Time,GC Util,heapSize,numThreads,GCInterval,Container
0.0,149.0,100,100,100,02
0.0,149.0,100,100,100,02
254.0,0.0,100,100.0,100,02
254.0,0.0,100,100.0,100,02
568.0,92.0,100,100.0,100,02
568.0,92.0,100,100.0,100,02
853.0,139.0,100,100.0,100,02
853.0,139.0,100,100.0,100,02
5488.0,0.0,100,100.0,100,02
5488.0,0.0,100,100.0,100,02
9957.0,216.0,100,100.0,100,02
9957.0,216.0,100,100.0,100,02
19319.0,191.0,100,100.0,100,02
19319.0,191.0,100,100.0,100,02
27784.0,87.0,100,100.0,100,02
27784.0,87.0,100,100.0,100,02
38183.0,79.0,100,100.0,100,02
38183.0,79.0,100,100.0,100,02
45921.0,120.0,100,100.0,100,02
45921.0,120.0,100,100.0,100,02
55024.0,124.0,100,100.0,100,02
55024.0,124.0,100,100.0,100,02
61066.0,185.0,100,100.0,100,02
61066.0,185.0,100,100.0,100,02
67226.0,67.0,100,100.0,100,02
67226.0,67.0,100,100.0,100,02
82225.0,146.0,100,100.0,100,02
82225.0,146.0,100,100.0,100,02
95503.0,87.0,100,100.0,100,02
95503.0,87.0,100,100.0,100,02
102840.0,147.0,100,100.0,100,02
102840.0,147.0,100,100.0,100,02
109491.0,84.0,100,100.0,100,02
109491.0,84.0,100,100.0,100,02
121504.0,69.0,100,100.0,100,02
121504.0,69.0,100,100.0,100,02
125743.0,100.0,100,100.0,100,02
125743.0,100.0,100,100.0,100,02
130112.0,97.0,100,100.0,100,02
130112.0,97.0,100,100.0,100,02
138263.0,177.0,100,100.0,100,02
138263.0,177.0,100,100.0,100,02
142673.0,124.0,100,100.0,100,02
142673.0,124.0,100,100.0,100,02
146620.0,73.0,100,100.0,100,02
146620.0,73.0,100,100.0,100,02
147422.0,24.0,100,100.0,100,02
147422.0,24.0,100,100.0,100,02
148861.0,259.0,100,100.0,100,02
148861.0,259.0,100,100.0,100,02
149109.0,245.0,100,100.0,100,02
149109.0,245.0,100,100.0,100,02
149443.0,171.0,100,100.0,100,02
149443.0,171.0,100,100.0,100,02
149528.0,145.0,100,100.0,100,02
149528.0,145.0,100,100.0,100,02
149693.0,262.0,100,100.0,100,02
149693.0,262.0,100,100.0,100,02
149820.0,130.0,100,100.0,100,02
149820.0,130.0,100,100.0,100,02
149980.0,117.0,100,100.0,100,02
149980.0,117.0,100,100.0,100,02
150117.0,149.0,100,100.0,100,02
150117.0,149.0,100,100.0,100,02
150213.0,91.0,100,100.0,100,02
150213.0,91.0,100,100.0,100,02
150309.0,165.0,100,100.0,100,02
150309.0,165.0,100,100.0,100,02
150497.0,109.0,100,100.0,100,02
150497.0,109.0,100,100.0,100,02
150640.0,164.0,100,100.0,100,02
150640.0,164.0,100,100.0,100,02
150792.0,138.0,100,6.25,100,02
150792.0,138.0,100,6.25,100,02
150884.0,148.0,100,100.0,100,02
150884.0,148.0,100,100.0,100,02
150973.0,330.0,100,100.0,100,02
150973.0,330.0,100,100.0,100,02
151054.0,209.0,100,100.0,100,02
151054.0,209.0,100,100.0,100,02
151137.0,263.0,100,100.0,100,02
151137.0,263.0,100,100.0,100,02
151240.0,154.0,100,100.0,100,02
151240.0,154.0,100,100.0,100,02
151338.0,159.0,100,6.25,100,02
151338.0,159.0,100,6.25,100,02
151498.0,139.0,100,100.0,100,02
151498.0,139.0,100,100.0,100,02
152115.0,240.0,100,100.0,100,02
152115.0,240.0,100,100.0,100,02
152375.0,172.0,100,100.0,100,02
152375.0,172.0,100,100.0,100,02
152492.0,115.0,100,100.0,100,02
152492.0,115.0,100,100.0,100,02
152585.0,226.0,100,100.0,100,02
152585.0,226.0,100,100.0,100,02
152652.0,170.0,100,100.0,100,02
152652.0,170.0,100,100.0,100,02
152711.0,288.0,100,100.0,100,02
152711.0,288.0,100,100.0,100,02
152822.0,285.0,100,100.0,100,02
152822.0,285.0,100,100.0,100,02
153113.0,104.0,100,100.0,100,02
153113.0,104.0,100,100.0,100,02
153441.0,153.0,100,100.0,100,02
153441.0,153.0,100,100.0,100,02
155466.0,146.0,100,100.0,100,02
155466.0,146.0,100,100.0,100,02
155512.0,151.0,100,100.0,100,02
155512.0,151.0,100,100.0,100,02
155554.0,123.0,100,100.0,100,02
155554.0,123.0,100,100.0,100,02
155609.0,206.0,100,100.0,100,02
155609.0,206.0,100,100.0,100,02
155659.0,148.0,100,100.0,100,02
155659.0,148.0,100,100.0,100,02
155704.0,167.0,100,100.0,100,02
155704.0,167.0,100,100.0,100,02
155734.0,121.0,100,100.0,100,02
155734.0,121.0,100,100.0,100,02
155783.0,145.0,100,100.0,100,02
155783.0,145.0,100,100.0,100,02
155820.0,115.0,100,100.0,100,02
155820.0,115.0,100,100.0,100,02
155862.0,200.0,100,100.0,100,02
155862.0,200.0,100,100.0,100,02
155902.0,76.0,100,100.0,100,02
155902.0,76.0,100,100.0,100,02
155941.0,197.0,100,100.0,100,02
155941.0,197.0,100,100.0,100,02
155973.0,122.0,100,100.0,100,02
155973.0,122.0,100,100.0,100,02
156004.0,192.0,100,100.0,100,02
156004.0,192.0,100,100.0,100,02
156043.0,156.0,100,100.0,100,02
156043.0,156.0,100,100.0,100,02
156076.0,169.0,100,100.0,100,02
156076.0,169.0,100,100.0,100,02
156118.0,137.0,100,100.0,100,02
156118.0,137.0,100,100.0,100,02
156159.0,187.0,100,100.0,100,02
156159.0,187.0,100,100.0,100,02
156210.0,194.0,100,100.0,100,02
156210.0,194.0,100,100.0,100,02
156252.0,166.0,100,100.0,100,02
156252.0,166.0,100,100.0,100,02
156296.0,127.0,100,100.0,100,02
156296.0,127.0,100,100.0,100,02
156328.0,194.0,100,100.0,100,02
156328.0,194.0,100,100.0,100,02
156368.0,161.0,100,100.0,100,02
156368.0,161.0,100,100.0,100,02
156402.0,263.0,100,100.0,100,02
156402.0,263.0,100,100.0,100,02
156438.0,140.0,100,100.0,100,02
156438.0,140.0,100,100.0,100,02
156475.0,57.0,100,100.0,100,02
156475.0,57.0,100,100.0,100,02
156513.0,194.0,100,100.0,100,02
156513.0,194.0,100,100.0,100,02
156549.0,173.0,100,100.0,100,02
156549.0,173.0,100,100.0,100,02
156774.0,249.0,100,100.0,100,02
156774.0,249.0,100,100.0,100,02
156945.0,304.0,100,100.0,100,02
156945.0,304.0,100,100.0,100,02
157050.0,140.0,100,100.0,100,02
157050.0,140.0,100,100.0,100,02
157111.0,79.0,100,100.0,100,02
157111.0,79.0,100,100.0,100,02
157168.0,132.0,100,100.0,100,02
157168.0,132.0,100,100.0,100,02
157224.0,180.0,100,100.0,100,02
157224.0,180.0,100,100.0,100,02
157283.0,201.0,100,100.0,100,02
157283.0,201.0,100,100.0,100,02
157343.0,176.0,100,100.0,100,02
157343.0,176.0,100,100.0,100,02
157410.0,131.0,100,100.0,100,02
157410.0,131.0,100,100.0,100,02
157468.0,151.0,100,100.0,100,02
157468.0,151.0,100,100.0,100,02
157523.0,220.0,100,100.0,100,02
157523.0,220.0,100,100.0,100,02
157669.0,98.0,100,100.0,100,02
157669.0,98.0,100,100.0,100,02
157820.0,38.0,100,100.0,100,02
157820.0,38.0,100,100.0,100,02
159193.0,87.0,100,100.0,100,02
159193.0,87.0,100,100.0,100,02
159225.0,125.0,100,100.0,100,02
159225.0,125.0,100,100.0,100,02
160067.0,81.0,100,100.0,100,02
160067.0,81.0,100,100.0,100,02
160269.0,51.0,100,100.0,100,02
160269.0,51.0,100,100.0,100,02
160584.0,73.0,100,100.0,100,02
160584.0,73.0,100,100.0,100,02
161622.0,159.0,100,100.0,100,02
161622.0,159.0,100,100.0,100,02
162176.0,20.0,100,100.0,100,02
162176.0,20.0,100,100.0,100,02
163097.0,190.0,100,100.0,100,02
163097.0,190.0,100,100.0,100,02
163771.0,101.0,100,100.0,100,02
163771.0,101.0,100,100.0,100,02
164395.0,29.0,100,100.0,100,02
164395.0,29.0,100,100.0,100,02
