Time,GC Util
0,0
0,0
20,0
20,0
40,16
40,16
58,10
58,10
306,0
306,0
533,0
533,0
731,0
731,0
920,0
920,0
1186,0
1186,0
1435,0
1435,0
1687,0
1687,0
1890,0
1890,0
2063,0
2063,0
2078,25
2078,25
2103,14
2103,14
2129,14
2129,14
2175,8
2175,8
2233,8
2233,8
2289,9
2289,9
4941,0
4941,0
5002,10
5002,10
5073,8
5073,8
5141,8
5141,8
5203,10
5203,10
5228,25
5228,25
5268,13
5268,13
5355,6
5355,6
5420,6
5420,6
5478,5
5478,5
5526,8
5526,8
5581,7
5581,7
5630,7
5630,7
5672,10
5672,10
5701,13
5701,13
5725,15
5725,15
5787,6
5787,6
5787,6
5821,12
5821,12
5841,20
5849,132
5849,132
5877,7
5877,7
5916,109
5916,109
5969,48
5969,48
5977,39
5977,39
5986,36
5986,36
5986,36
6007,16
6007,16
6062,4
6067,123
6067,123
6101,8
6101,8
6118,12
6118,12
6147,6
6147,6
6158,28
6158,28
6169,20
6169,20
6198,10
6198,10
6240,4
6240,4
6253,20
6253,20
6268,27
6268,27
6322,9
6322,9
6392,4
6392,4
6416,19
6416,19
6416,19
6461,7
6461,7
6483,17
6491,122
6491,122
6528,7
6528,7
6560,9
6560,9
6596,5
6596,5
6635,6
6635,6
6651,18
6651,18
6673,16
6673,16
6697,13
6697,13
6722,20
6722,20
6736,16
6736,16
6759,10
6759,10
6781,8
6781,8
6803,15
6803,15
6825,9
6825,9
6846,14
6846,14
6867,14
6867,14
6882,15
6882,15
6921,6
6921,6
6945,12
6945,12
6962,12
6962,12
6987,10
6987,10
7011,9
7011,9
7072,3
7072,3
7108,9
7108,9
7265,1
7265,1
7323,8
7323,8
7377,8
7377,8
7418,10
7418,10
7418,10
7453,15
7453,15
7491,14
7498,53
7498,53
7525,14
7525,14
7555,16
7555,16
7586,16
7586,16
7617,18
7617,18
7617,18
7658,15
7665,144
7665,144
7696,7
7696,7
7730,17
7730,17
7765,18
7765,18
7799,19
7799,19
7836,22
7836,22
7888,125
7888,125
7894,82
7894,82
7958,11
7958,11
8009,18
8009,18
8009,18
8149,5
8161,143
8161,143
8253,3
8253,3
8897,0
8897,0
8905,54
8905,54
8913,54
8913,54
8920,22
8920,22
8927,24
8927,24
8935,19
8935,19
8942,25
8942,25
8951,26
8951,26
8958,21
8958,21
8967,17
8967,17
8975,19
8975,19
8984,16
8984,16
8997,13
8997,13
9008,14
9008,14
9019,14
9019,14
9032,13
9032,13
9045,12
9045,12
9119,0
9119,0
9185,1
9185,1
9222,1
9222,1
9254,1
9254,1
9294,1
9294,1
9345,1
9345,1
9863,0
9863,0
10232,0
10232,0
10337,0
10337,0
10440,0
10440,0
10585,0
10585,0
11230,0
11230,0
11392,0
11392,0
11721,0
11721,0
11895,0
11895,0
11923,6
11923,6
11950,6
11950,6
12070,1
12070,1
12139,2
12139,2
12272,1
12272,1
12496,0
12496,0
12606,1
12606,1
12692,2
12692,2
12718,7
