,GC Util,GCInterval,JVM,Time,benchmark,heapSize,numThreads
0,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
1,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
2,32.0,100.0,JDK2-2-2,14490.0,pmd,100.0,100.0
3,32.0,100.0,JDK2-2-2,14490.0,pmd,100.0,100.0
4,39.0,100.0,JDK2-2-2,14496.0,pmd,101.56,100.0
5,39.0,100.0,JDK2-2-2,14496.0,pmd,101.56,100.0
6,41.0,100.0,JDK2-2-2,14501.0,pmd,103.12,100.0
7,41.0,100.0,JDK2-2-2,14501.0,pmd,103.12,100.0
8,52.0,100.0,JDK2-2-2,14505.0,pmd,104.69,100.0
9,52.0,100.0,JDK2-2-2,14505.0,pmd,104.69,100.0
10,52.0,100.0,JDK2-2-2,14509.0,pmd,106.25,100.0
11,52.0,100.0,JDK2-2-2,14509.0,pmd,106.25,100.0
12,52.0,100.0,JDK2-2-2,14513.0,pmd,107.81,100.0
13,52.0,100.0,JDK2-2-2,14513.0,pmd,107.81,100.0
14,54.0,100.0,JDK2-2-2,14517.0,pmd,109.38,100.0
15,54.0,100.0,JDK2-2-2,14517.0,pmd,109.38,100.0
16,52.0,100.0,JDK2-2-2,14520.0,pmd,110.94,100.0
17,52.0,100.0,JDK2-2-2,14520.0,pmd,110.94,100.0
18,53.0,100.0,JDK2-2-2,14524.0,pmd,112.5,100.0
19,53.0,100.0,JDK2-2-2,14524.0,pmd,112.5,100.0
20,53.0,100.0,JDK2-2-2,14528.0,pmd,114.06,100.0
21,53.0,100.0,JDK2-2-2,14528.0,pmd,114.06,100.0
22,53.0,100.0,JDK2-2-2,14532.0,pmd,115.62,100.0
23,53.0,100.0,JDK2-2-2,14532.0,pmd,115.62,100.0
24,52.0,100.0,JDK2-2-2,14536.0,pmd,117.19,100.0
25,52.0,100.0,JDK2-2-2,14536.0,pmd,117.19,100.0
26,52.0,100.0,JDK2-2-2,14540.0,pmd,118.75,100.0
27,52.0,100.0,JDK2-2-2,14540.0,pmd,118.75,100.0
28,53.0,100.0,JDK2-2-2,14545.0,pmd,120.31,100.0
29,53.0,100.0,JDK2-2-2,14545.0,pmd,120.31,100.0
30,54.0,100.0,JDK2-2-2,14550.0,pmd,121.88,12.5
31,54.0,100.0,JDK2-2-2,14550.0,pmd,121.88,12.5
32,54.0,100.0,JDK2-2-2,14555.0,pmd,123.44,100.0
33,54.0,100.0,JDK2-2-2,14555.0,pmd,123.44,100.0
34,86.0,100.0,JDK2-2-2,14561.0,pmd,125.0,100.0
35,86.0,100.0,JDK2-2-2,14561.0,pmd,125.0,100.0
36,53.0,100.0,JDK2-2-2,14566.0,pmd,126.56,100.0
37,53.0,100.0,JDK2-2-2,14566.0,pmd,126.56,100.0
38,74.0,100.0,JDK2-2-2,14572.0,pmd,128.12,100.0
39,74.0,100.0,JDK2-2-2,14572.0,pmd,128.12,100.0
40,54.0,100.0,JDK2-2-2,14577.0,pmd,129.69,100.0
41,54.0,100.0,JDK2-2-2,14577.0,pmd,129.69,100.0
42,55.0,100.0,JDK2-2-2,14583.0,pmd,131.25,12.5
43,55.0,100.0,JDK2-2-2,14583.0,pmd,131.25,12.5
44,72.0,100.0,JDK2-2-2,14588.0,pmd,132.81,100.0
45,72.0,100.0,JDK2-2-2,14588.0,pmd,132.81,100.0
46,54.0,100.0,JDK2-2-2,14594.0,pmd,134.38,100.0
47,54.0,100.0,JDK2-2-2,14594.0,pmd,134.38,100.0
48,76.0,100.0,JDK2-2-2,16677.0,pmd,135.94,100.0
49,76.0,100.0,JDK2-2-2,16677.0,pmd,135.94,100.0
