,GC Util,GCInterval,JVM,Time,benchmark,heapSize,numThreads
0,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
1,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
2,32.0,100.0,JDK2-2-2,12835.0,pmd,100.0,100.0
3,32.0,100.0,JDK2-2-2,12835.0,pmd,100.0,100.0
4,0.0,100.0,JDK2-2-2,13191.0,pmd,101.56,100.0
5,0.0,100.0,JDK2-2-2,13191.0,pmd,101.56,100.0
6,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
7,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
8,33.0,100.0,JDK2-2-2,12142.0,pmd,100.0,100.0
9,33.0,100.0,JDK2-2-2,12142.0,pmd,100.0,100.0
10,46.0,100.0,JDK2-2-2,12457.0,pmd,101.56,100.0
11,46.0,100.0,JDK2-2-2,12457.0,pmd,101.56,100.0
12,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
13,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
14,33.0,100.0,JDK2-2-2,10835.0,pmd,100.0,100.0
15,33.0,100.0,JDK2-2-2,10835.0,pmd,100.0,100.0
16,42.0,100.0,JDK2-2-2,11095.0,pmd,101.56,100.0
17,42.0,100.0,JDK2-2-2,11095.0,pmd,101.56,100.0
18,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
19,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
20,32.0,100.0,JDK2-2-2,11874.0,pmd,100.0,100.0
21,32.0,100.0,JDK2-2-2,11874.0,pmd,100.0,100.0
22,43.0,100.0,JDK2-2-2,12249.0,pmd,101.56,100.0
23,43.0,100.0,JDK2-2-2,12249.0,pmd,101.56,100.0
24,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
25,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
26,103.0,100.0,JDK2-2-2,12600.0,pmd,100.0,100.0
27,103.0,100.0,JDK2-2-2,12600.0,pmd,100.0,100.0
28,96.0,100.0,JDK2-2-2,12908.0,pmd,101.56,100.0
29,96.0,100.0,JDK2-2-2,12908.0,pmd,101.56,100.0
30,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
31,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
32,105.0,100.0,JDK2-2-2,11489.0,pmd,100.0,100.0
33,105.0,100.0,JDK2-2-2,11489.0,pmd,100.0,100.0
34,44.0,100.0,JDK2-2-2,11888.0,pmd,101.56,100.0
35,44.0,100.0,JDK2-2-2,11888.0,pmd,101.56,100.0
36,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
37,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
38,32.0,100.0,JDK2-2-2,11513.0,pmd,100.0,100.0
39,32.0,100.0,JDK2-2-2,11513.0,pmd,100.0,100.0
40,44.0,100.0,JDK2-2-2,11770.0,pmd,101.56,100.0
41,44.0,100.0,JDK2-2-2,11770.0,pmd,101.56,100.0
42,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
43,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
44,36.0,100.0,JDK2-2-2,13337.0,pmd,100.0,100.0
45,36.0,100.0,JDK2-2-2,13337.0,pmd,100.0,100.0
46,47.0,100.0,JDK2-2-2,13681.0,pmd,101.56,100.0
47,47.0,100.0,JDK2-2-2,13681.0,pmd,101.56,100.0
48,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
49,0.0,100.0,JDK2-2-2,0.0,pmd,100.0,100.0
