Time,GC Util,heapSize,numThreads,GCInterval,Container
0.0,8.0,100,100,121.25,01
0.0,8.0,100,100,100,01
66.0,0.0,100,100,100,01
66.0,0.0,100,100,0.05,01
114.0,0.0,100,100.0,0.05,01
114.0,0.0,100,100.0,100.05,01
126.0,92.0,100,100.0,100.05,01
126.0,92.0,100,100.0,101.25,01
153.0,57.0,100,100.0,101.25,01
153.0,57.0,100,100.0,105.25,01
174.0,8.0,100,100.0,105.25,01
174.0,8.0,100,100.0,108.85,01
195.0,23.0,100,100.0,108.85,01
195.0,23.0,100,100.0,112.85,01
227.0,6.0,100,100.0,112.85,01
227.0,6.0,100,100.0,104.85,01
244.0,5.0,101.56,100.0,104.85,01
244.0,5.0,101.56,100.0,104.85,01
277.0,58.0,101.56,100.0,104.85,01
277.0,58.0,101.56,100.0,107.65,01
303.0,17.0,101.56,100.0,107.65,01
303.0,17.0,101.56,100.0,104.85,01
361.0,8.0,101.56,100.0,104.85,01
361.0,8.0,101.56,100.0,108.85,01
389.0,8.0,101.56,100.0,108.85,01
389.0,8.0,101.56,100.0,112.05,01
403.0,27.0,101.56,100.0,112.05,01
403.0,27.0,101.56,100.0,112.45,01
418.0,71.0,101.56,100.0,112.45,01
418.0,71.0,101.56,100.0,113.65,01
441.0,62.0,101.56,100.0,113.65,01
441.0,62.0,101.56,100.0,114.85,01
493.0,58.0,101.56,100.0,114.85,01
493.0,58.0,101.56,100.0,104.05,01
672.0,21.0,101.56,100.0,104.05,01
672.0,21.0,101.56,100.0,108.05,01
721.0,8.0,101.56,100.0,108.05,01
721.0,8.0,101.56,100.0,112.05,01
736.0,13.0,101.56,100.0,112.05,01
736.0,13.0,101.56,100.0,110.45,01
903.0,107.0,128.12,100.0,110.45,01
903.0,107.0,128.12,100.0,110.45,01
2312.0,51.0,129.69,100.0,110.45,01
2312.0,51.0,129.69,100.0,110.45,01
3550.0,36.0,131.25,100.0,110.45,01
3550.0,36.0,131.25,100.0,110.45,01
4436.0,59.0,132.81,100.0,110.45,01
4436.0,59.0,132.81,100.0,110.45,01
5227.0,86.0,134.38,100.0,110.45,01
5227.0,86.0,134.38,100.0,110.45,01
6139.0,67.0,134.38,100.0,110.45,01
6139.0,67.0,134.38,100.0,103.25,01
6655.0,2.0,135.94,100.0,103.25,01
6655.0,2.0,135.94,100.0,103.25,01
7569.0,55.0,137.5,100.0,103.25,01
7569.0,55.0,137.5,100.0,103.25,01
8260.0,29.0,139.06,100.0,103.25,01
8260.0,29.0,139.06,100.0,103.25,01
9178.0,27.0,140.62,100.0,103.25,01
9178.0,27.0,140.62,100.0,103.25,01
10128.0,102.0,142.19,100.0,103.25,01
10128.0,102.0,142.19,100.0,103.25,01
10819.0,107.0,142.19,100.0,103.25,01
10819.0,107.0,142.19,100.0,98.85,01
12211.0,3.0,143.75,100.0,98.85,01
12211.0,3.0,143.75,100.0,98.85,01
13480.0,50.0,145.31,100.0,98.85,01
13480.0,50.0,145.31,100.0,98.85,01
14620.0,38.0,146.88,100.0,98.85,01
14620.0,38.0,146.88,100.0,98.85,01
15691.0,48.0,148.44,100.0,98.85,01
15691.0,48.0,148.44,100.0,98.85,01
16623.0,14.0,150.0,100.0,98.85,01
16623.0,14.0,150.0,100.0,98.85,01
17450.0,49.0,150.0,100.0,98.85,01
17450.0,49.0,150.0,100.0,101.25,01
18352.0,2.0,150.0,100.0,101.25,01
18352.0,2.0,150.0,100.0,106.05,01
19598.0,0.0,150.0,100.0,106.05,01
19598.0,0.0,150.0,100.0,110.45,01
21135.0,0.0,150.0,100.0,110.45,01
21135.0,0.0,150.0,100.0,105.25,01
22339.0,0.0,150.0,100.0,105.25,01
22339.0,0.0,150.0,100.0,109.65,01
24011.0,0.0,150.0,100.0,109.65,01
24011.0,0.0,150.0,100.0,114.45,01
25428.0,0.0,150.0,100.0,114.45,01
25428.0,0.0,150.0,100.0,119.25,01
27097.0,0.0,150.0,100.0,119.25,01
27097.0,0.0,150.0,100.0,123.65,01
29302.0,0.0,150.0,100.0,123.65,01
29302.0,0.0,150.0,100.0,128.45,01
31136.0,0.0,150.0,100.0,128.45,01
31136.0,0.0,150.0,100.0,105.25,01
32702.0,0.0,150.0,100.0,105.25,01
32702.0,0.0,150.0,100.0,109.65,01
34203.0,0.0,150.0,100.0,109.65,01
34203.0,0.0,150.0,100.0,114.45,01
35961.0,0.0,150.0,100.0,114.45,01
35961.0,0.0,150.0,100.0,119.25,01
37657.0,0.0,150.0,100.0,119.25,01
37657.0,0.0,150.0,100.0,123.65,01
39499.0,0.0,150.0,100.0,123.65,01
39499.0,0.0,150.0,100.0,128.45,01
40905.0,0.0,150.0,100.0,128.45,01
40905.0,0.0,150.0,100.0,105.25,01
42657.0,0.0,150.0,100.0,105.25,01
42657.0,0.0,150.0,100.0,109.65,01
44444.0,0.0,150.0,100.0,109.65,01
44444.0,0.0,150.0,100.0,114.45,01
46110.0,0.0,150.0,100.0,114.45,01
46110.0,0.0,150.0,100.0,119.25,01
47727.0,0.0,150.0,100.0,119.25,01
47727.0,0.0,150.0,100.0,123.65,01
49471.0,0.0,150.0,100.0,123.65,01
49471.0,0.0,150.0,100.0,128.45,01
51199.0,0.0,150.0,100.0,128.45,01
51199.0,0.0,150.0,100.0,105.25,01
53020.0,0.0,150.0,100.0,105.25,01
53020.0,0.0,150.0,100.0,109.65,01
55161.0,0.0,150.0,100.0,109.65,01
55161.0,0.0,150.0,100.0,114.45,01
56899.0,0.0,150.0,100.0,114.45,01
56899.0,0.0,150.0,100.0,119.25,01
58267.0,0.0,151.56,100.0,119.25,01
58267.0,0.0,151.56,100.0,119.25,01
60170.0,24.0,151.56,100.0,119.25,01
60170.0,24.0,151.56,100.0,110.05,01
62082.0,1.0,151.56,100.0,110.05,01
62082.0,1.0,151.56,100.0,105.25,01
63702.0,0.0,151.56,100.0,105.25,01
