Time,GC Util
0,0
0,0
20,0
20,0
51,12
51,12
254,0
254,0
300,4
300,4
410,1
410,1
469,1
469,1
537,0
537,0
616,73
616,73
654,3
654,3
701,1
701,1
1022,0
1022,0
1318,0
1318,0
1502,2
1502,2
1528,15
1528,15
1971,0
1971,0
1978,44
1978,44
2295,1
2295,1
2499,1
2499,1
2569,4
2569,4
2590,16
2590,16
2613,10
2613,10
2626,9
2626,9
2632,34
2632,34
2649,15
2649,15
2649,15
2656,33
2685,13
2685,13
3117,0
3117,0
3759,0
3759,0
5135,0
5135,0
6546,0
6546,0
7878,0
7878,0
9354,0
9354,0
10767,0
10767,0
12125,0
12125,0
13671,0
13671,0
15165,0
15165,0
16909,0
16909,0
18441,0
18441,0
20245,0
20245,0
22032,0
22032,0
23966,0
23966,0
25930,0
25930,0
27623,0
27623,0
29143,0
29143,0
30916,0
30916,0
32858,0
32858,0
34712,0
34712,0
36608,93
36608,93
38585,0
38585,0
40208,0
40208,0
41806,0
41806,0
43382,0
43382,0
45132,0
45132,0
47025,0
47025,0
49007,0
49007,0
50748,0
50748,0
52538,0
52538,0
53900,0
53900,0
55527,0
55527,0
57214,0
57214,0
58888,0
58888,0
60527,0
60527,0
62325,0
62325,0
64106,0
64106,0
65642,0
65642,0
67557,0
67557,0
69259,0
69259,0
71107,0
71107,0
72669,0
72669,0
74717,0
74717,0
76355,0
76355,0
78140,0
78140,0
79714,0
79714,0
81517,0
81517,0
83473,0
83473,0
84810,0
84810,0
86651,0
86651,0
88504,0
88504,0
90442,0
90442,0
92354,0
92354,0
94285,0
94285,0
95979,0
95979,0
97921,0
97921,0
99509,0
99509,0
101406,0
101406,0
103252,0
103252,0
105184,0
105184,0
106747,0
106747,0
108792,0
108792,0
110482,0
110482,0
112231,0
112231,0
114040,0
114040,0
115668,0
115668,0
117165,0
117165,0
118585,0
118585,0
120021,0
120021,0
121506,0
121506,0
123549,0
123549,0
125182,0
125182,0
126670,0
126670,0
128205,0
128205,0
129880,0
129880,0
131690,0
131690,0
133061,0
133061,0
134959,0
134959,0
136718,0
136718,0
138106,0
138106,0
139482,0
139482,0
141016,94
141016,94
142585,0
142585,0
144201,0
144201,0
145648,0
145648,0
146923,0
146923,0
148345,0
148345,0
149931,0
149931,0
151509,0
151509,0
153082,0
153082,0
154510,0
154510,0
156229,0
156229,0
157775,0
157775,0
159256,0
159256,0
160585,0
160585,0
162066,0
162066,0
163675,0
163675,0
165312,0
165312,0
166841,0
166841,0
168457,0
168457,0
169721,0
169721,0
171237,0
171237,0
172873,0
172873,0
174350,0
174350,0
176024,0
176024,0
177323,0
177323,0
178778,0
