Run,Time,JVM
1,1726,JDKE
2,2014,JDKE
3,1651,JDKE
4,1800,JDKE
5,1517,JDKE
6,1822,JDKE
7,1702,JDKE
8,1870,JDKE
9,1698,JDKE
10,1632,JDKE
11,1603,JDKE
12,2073,JDKE
13,1633,JDKE
14,1744,JDKE
15,1644,JDKE
16,1670,JDKE
1,1580,JDKB
2,1693,JDKB
3,1630,JDKB
4,1585,JDKB
5,1493,JDKB
6,1547,JDKB
7,1578,JDKB
8,1670,JDKB
9,1578,JDKB
10,1662,JDKB
11,1642,JDKB
12,1615,JDKB
13,1632,JDKB
14,1664,JDKB
15,1647,JDKB
16,1611,JDKB
1,1552,JDKP
2,1630,JDKP
3,1602,JDKP
4,1609,JDKP
5,1705,JDKP
6,1610,JDKP
7,1655,JDKP
8,1588,JDKP
9,1776,JDKP
10,1653,JDKP
11,1601,JDKP
12,1663,JDKP
13,1593,JDKP
14,1628,JDKP
15,1643,JDKP
16,1596,JDKP
1,1856,JDKD
2,1615,JDKD
3,1538,JDKD
4,1594,JDKD
5,1532,JDKD
6,1553,JDKD
7,1693,JDKD
8,1612,JDKD
9,1686,JDKD
10,1643,JDKD
11,1594,JDKD
12,1619,JDKD
13,1558,JDKD
14,1654,JDKD
15,1684,JDKD
16,1597,JDKD
1,1680,JDKA
2,1677,JDKA
3,1624,JDKA
4,1498,JDKA
5,1590,JDKA
6,1512,JDKA
7,1535,JDKA
8,1562,JDKA
9,1566,JDKA
10,1697,JDKA
11,1651,JDKA
12,1577,JDKA
13,1619,JDKA
14,1499,JDKA
15,1712,JDKA
16,1627,JDKA
1,1559,JDKF
2,1603,JDKF
3,1616,JDKF
4,1720,JDKF
5,1554,JDKF
6,1544,JDKF
7,1598,JDKF
8,1607,JDKF
9,1637,JDKF
10,1573,JDKF
11,1594,JDKF
12,1548,JDKF
13,1547,JDKF
14,1651,JDKF
15,1635,JDKF
16,1651,JDKF
1,1590,JDKR
2,1714,JDKR
3,1553,JDKR
4,1554,JDKR
5,1579,JDKR
6,1614,JDKR
7,1570,JDKR
8,1661,JDKR
9,1568,JDKR
10,1659,JDKR
11,1822,JDKR
12,1657,JDKR
13,1558,JDKR
14,1614,JDKR
15,1666,JDKR
16,1633,JDKR
1,1781,JDKG
2,1672,JDKG
3,1775,JDKG
4,1610,JDKG
5,1653,JDKG
6,1576,JDKG
7,1601,JDKG
8,1604,JDKG
9,1607,JDKG
10,1546,JDKG
11,1647,JDKG
12,1715,JDKG
13,1627,JDKG
14,1782,JDKG
15,1636,JDKG
16,1654,JDKG
1,1620,JDKI
2,1681,JDKI
3,1644,JDKI
4,1575,JDKI
5,1536,JDKI
6,1489,JDKI
7,1727,JDKI
8,1603,JDKI
9,1582,JDKI
10,1597,JDKI
11,1633,JDKI
12,1612,JDKI
13,1649,JDKI
14,1618,JDKI
15,1608,JDKI
16,1672,JDKI
