Run,Time,JVM
1,1646,JDKF
2,1682,JDKF
3,1630,JDKF
4,1626,JDKF
5,1699,JDKF
6,1731,JDKF
7,1660,JDKF
8,1670,JDKF
9,1587,JDKF
10,1483,JDKF
11,1703,JDKF
12,1613,JDKF
13,1600,JDKF
14,1576,JDKF
15,1620,JDKF
16,1623,JDKF
1,1921,JDKA
2,1914,JDKA
3,1857,JDKA
4,1791,JDKA
5,2009,JDKA
6,1907,JDKA
7,1958,JDKA
8,1723,JDKA
9,1769,JDKA
10,1759,JDKA
11,1911,JDKA
12,1815,JDKA
13,1903,JDKA
14,1698,JDKA
15,1836,JDKA
16,1759,JDKA
1,1862,JDKR
2,1656,JDKR
3,1679,JDKR
4,1626,JDKR
5,1708,JDKR
6,1713,JDKR
7,1793,JDKR
8,1764,JDKR
9,1737,JDKR
10,1786,JDKR
11,1794,JDKR
12,1688,JDKR
13,1691,JDKR
14,1775,JDKR
15,1728,JDKR
16,1664,JDKR
1,1661,JDKI
2,1756,JDKI
3,1729,JDKI
4,1879,JDKI
5,1825,JDKI
6,1849,JDKI
7,1726,JDKI
8,1685,JDKI
9,1717,JDKI
10,1731,JDKI
11,1608,JDKI
12,1766,JDKI
13,1838,JDKI
14,1895,JDKI
15,1626,JDKI
16,1784,JDKI
1,1745,JDKG
2,1813,JDKG
3,1829,JDKG
4,1784,JDKG
5,1803,JDKG
6,1661,JDKG
7,1845,JDKG
8,1753,JDKG
9,1766,JDKG
10,1769,JDKG
11,1751,JDKG
12,1721,JDKG
13,1712,JDKG
14,1714,JDKG
15,1719,JDKG
16,1781,JDKG
1,1662,JDKB
2,1634,JDKB
3,1573,JDKB
4,1768,JDKB
5,1668,JDKB
6,1700,JDKB
7,1748,JDKB
8,1757,JDKB
9,1774,JDKB
10,1715,JDKB
11,1697,JDKB
12,1636,JDKB
13,1788,JDKB
14,1779,JDKB
15,1811,JDKB
16,1691,JDKB
1,1796,JDKE
2,1759,JDKE
3,1728,JDKE
4,1841,JDKE
5,1717,JDKE
6,1915,JDKE
7,1810,JDKE
8,1753,JDKE
9,1893,JDKE
10,1813,JDKE
11,1895,JDKE
12,1783,JDKE
13,1970,JDKE
14,1687,JDKE
15,1934,JDKE
16,1779,JDKE
1,1681,JDKP
2,1617,JDKP
3,1728,JDKP
4,1697,JDKP
5,1679,JDKP
6,1589,JDKP
7,1818,JDKP
8,1671,JDKP
9,1623,JDKP
10,1781,JDKP
11,1750,JDKP
12,1692,JDKP
13,1654,JDKP
14,1621,JDKP
15,1659,JDKP
16,1721,JDKP
1,1749,JDKD
2,1774,JDKD
3,1664,JDKD
4,1607,JDKD
5,1722,JDKD
6,1710,JDKD
7,1669,JDKD
8,1693,JDKD
9,1677,JDKD
10,1728,JDKD
11,1714,JDKD
12,1675,JDKD
13,1820,JDKD
14,1738,JDKD
15,1730,JDKD
16,1728,JDKD
