Time,GC Util
0,0
0,0
1580,17
1580,17
2123,20
2123,20
2214,217
5231,32
5282,157
5282,157
5341,40
5341,40
5397,134
5448,49
5484,95
5484,95
5538,113
5538,113
5600,151
5652,104
5703,111
5703,111
5735,98
5735,98
5768,165
5795,104
5841,111
5841,111
5895,24
5895,24
5925,129
5949,31
5980,144
5980,144
6038,113
6038,113
6062,153
6091,97
6149,37
6149,37
6207,31
6207,31
6285,24
6285,24
6336,25
6336,25
6384,27
6384,27
6418,24
6418,24
6485,25
6485,25
6521,60
6521,60
6668,108
6668,108
6751,51
6751,51
6844,65
6844,65
6935,47
6935,47
6986,98
6986,98
7031,48
7031,48
7070,58
7070,58
7117,29
7117,29
7162,27
7162,27
7200,25
7200,25
7222,108
7241,28
7289,98
7289,98
7308,41
7308,41
7354,52
7354,52
7458,48
7458,48
7626,64
7626,64
7787,57
7787,57
7875,31
7875,31
7945,30
7945,30
7981,119
8012,53
8049,41
8081,50
8118,38
8150,69
8187,43
8220,59
8255,42
8286,158
8350,38
8388,57
8427,34
8512,169
8597,189
8597,189
9279,62
9279,62
9293,146
9304,33
9318,85
9328,42
9340,81
9350,63
9365,58
9365,58
9380,113
9380,113
9403,108
9403,108
9426,158
9426,158
9449,146
9449,146
9471,124
9471,124
9492,170
9492,170
9511,167
9511,167
9535,171
9535,171
9559,165
9559,165
9583,64
9583,64
9609,39
9609,39
9632,64
9632,64
9654,70
9654,70
9706,47
9706,47
9815,62
9815,62
9873,60
9873,60
9913,58
9913,58
9947,65
9947,65
9982,138
9982,138
10021,62
10021,62
10071,67
10071,67
10145,61
10145,61
10775,40
10775,40
11206,30
11206,30
11289,31
11289,31
11322,121
11344,27
11395,16
11430,68
11461,13
11490,58
11564,5
11731,71
11845,4
12259,59
12300,21
12358,48
12414,88
12414,88
12483,64
12483,64
12537,131
12792,35
12835,21
12866,49
12987,8
13049,53
13065,81
13078,60
13093,59
13105,71
13120,32
13132,94
13151,90
13151,90
13216,72
13216,72
13284,69
13284,69
13321,37
13321,37
13436,66
13436,66
13650,65
13650,65
13728,36
13728,36
13804,37
13804,37
13876,30
13876,30
13901,237
13915,81
13929,27
13942,78
13960,21
13974,66
