Time,GC Util
0,0
0,0
338,86
338,86
529,53
532,57
534,3
534,3
616,68
694,2
696,86
760,3
762,88
840,2
842,86
900,3
902,89
999,2
1002,86
1073,3
1076,89
1126,5
1128,86
1148,10
1151,87
1198,5
1206,90
1254,1
1256,90
1289,8
1291,88
1324,6
1326,88
1374,4
1384,93
1427,3
1429,135
1455,6
1456,158
1518,2
1518,2
1520,159
1520,159
1565,105
1598,5
1598,5
1600,158
1600,158
1663,111
1663,111
1718,3
1718,3
1721,169
1721,169
1775,143
1815,4
1817,164
1859,3
1861,159
1861,159
1918,106
1918,106
1976,4
1976,4
1978,161
1978,161
2008,112
2008,112
2059,4
2059,4
2062,170
2062,170
2110,142
2110,142
2152,4
2152,4
2156,135
