Time,GC Util
0,0
0,0
340,21
340,21
525,13
525,13
640,21
640,21
683,126
733,23
798,83
798,83
868,22
868,22
999,26
999,26
1166,24
1166,24
1244,24
1244,24
1315,21
1315,21
1387,26
1387,26
1455,24
1455,24
1535,21
1535,21
1612,22
1612,22
1691,26
1691,26
1776,21
1776,21
1866,23
1866,23
1962,24
1962,24
2053,23
2053,23
2142,25
2142,25
2245,22
2245,22
2342,20
2342,20
2450,21
2450,21
2553,22
2553,22
2653,21
2653,21
2757,21
2757,21
2882,24
2882,24
2997,22
2997,22
3128,25
3128,25
3247,26
3247,26
3374,25
3374,25
3499,25
3499,25
3622,25
3622,25
3748,24
3748,24
3881,22
3881,22
4015,23
4015,23
4138,25
4138,25
4286,23
4286,23
4415,27
4415,27
4565,22
4565,22
4722,23
4722,23
4873,23
4873,23
5035,26
5035,26
5201,22
5201,22
5391,26
5391,26
5591,27
5591,27
5753,25
5753,25
5910,24
5910,24
6075,25
6075,25
6247,26
6247,26
6422,21
6422,21
6627,28
6627,28
6804,22
6804,22
6981,23
6981,23
7141,22
7141,22
7330,26
7330,26
7516,22
7516,22
7720,24
7720,24
7893,20
7893,20
8078,26
8078,26
8295,25
8295,25
8485,24
