Time,GC Util
0,0
0,0
394,82
394,82
593,65
595,55
598,2
598,2
685,92
811,1
814,165
898,0
903,146
990,1
993,148
1072,2
1074,160
1125,3
1126,164
1165,4
1168,168
1221,1
1222,150
1265,3
1266,149
1295,6
1297,155
1342,3
1345,137
1389,2
1391,159
1421,5
1423,164
1471,3
1473,163
1518,3
1520,157
1552,6
1554,151
1608,3
1608,3
1610,149
1610,149
1651,4
1651,4
1653,161
1653,161
1696,76
1696,76
1748,3
1748,3
1751,84
1751,84
1799,85
1849,4
1849,4
1851,85
1851,85
1896,79
1896,79
1941,77
1986,4
1988,88
1988,88
2052,76
2073,8
2075,89
2075,89
2131,95
2131,95
2189,74
2189,74
2232,84
2232,84
2293,80
2293,80
2338,81
2338,81
2382,4
2382,4
2385,86
2385,86
2449,73
2485,6
2487,82
2487,82
2524,5
2524,5
2527,91
2527,91
2586,4
2586,4
2589,88
2629,5
2631,82
2680,4
2680,4
2682,83
2682,83
2739,4
2739,4
2741,85
2741,85
2783,5
2783,5
2791,95
2791,95
2839,3
2839,3
2843,70
2843,70
2885,5
2885,5
2887,88
2887,88
2929,4
2929,4
2931,81
2931,81
2979,4
2979,4
2982,83
3031,4
3033,86
3060,7
3063,70
3063,70
3109,5
3109,5
3113,87
3113,87
3154,6
3154,6
3156,88
3193,5
3195,89
3195,89
3256,4
3256,4
3259,89
3259,89
3309,5
3309,5
3311,88
3336,8
3338,84
3338,84
3385,4
3385,4
3387,89
3387,89
3431,4
3431,4
3434,91
3467,1
3470,81
3470,81
3516,4
3516,4
3525,96
3525,96
3572,3
3572,3
3574,87
3604,6
3606,89
3606,89
3661,3
3661,3
3663,86
3705,5
3705,5
3707,89
3707,89
3740,6
3740,6
3748,96
3748,96
3800,3
3800,3
3802,89
3802,89
3839,5
3839,5
3842,84
3887,4
3889,85
3889,85
3934,82
3934,82
3973,5
3973,5
3975,82
3975,82
4023,4
4023,4
4026,80
4077,4
4080,89
4080,89
4115,77
4115,77
4163,4
4163,4
4165,88
4165,88
4221,3
4221,3
4224,91
4255,8
4257,88
4257,88
4305,4
4305,4
4314,98
4314,98
4365,3
4365,3
4367,91
4367,91
4402,7
4402,7
4404,81
4404,81
4448,4
4448,4
4450,83
4450,83
4498,75
4498,75
4545,4
4545,4
4547,84
4547,84
4598,4
4598,4
4600,83
4600,83
4645,74
4686,5
4688,80
4688,80
4744,5
4744,5
4752,95
4782,5
4784,89
4784,89
4839,3
4839,3
4841,88
4841,88
4881,5
4881,5
4883,88
4918,5
4918,5
4921,91
4973,5
4973,5
4975,85
5022,4
5024,84
5024,84
5061,5
5061,5
5063,87
5063,87
5116,94
5157,4
5159,86
5159,86
5207,4
