Time,GC Util
0,0
0,0
294,90
294,90
411,6
411,6
581,85
581,85
689,87
689,87
722,91
722,91
748,119
748,119
793,150
793,150
856,151
856,151
919,140
919,140
1031,151
1031,151
1085,143
1085,143
1096,149
1096,149
1104,240
1104,240
1113,231
1113,231
1123,238
1123,238
1135,191
1135,191
1152,203
1152,203
1165,249
1165,249
1180,237
1180,237
1195,253
1195,253
1211,238
1211,238
1229,253
1229,253
1245,198
1245,198
1261,150
1261,150
1286,186
1286,186
1299,245
1299,245
1312,18
1312,18
1332,240
1332,240
1348,16
1348,16
1369,204
1369,204
1383,175
1383,175
1398,21
1398,21
1418,235
1418,235
1435,140
1435,140
1459,239
1459,239
1477,119
1477,119
1498,219
1498,219
1519,18
1519,18
1541,210
1541,210
1555,171
1555,171
1571,205
1571,205
1581,257
1581,257
1592,245
1592,245
1608,206
1608,206
1623,211
1623,211
1636,223
1636,223
1645,205
1645,205
1656,19
1656,19
1671,250
1671,250
1686,223
1686,223
1696,207
1696,207
1709,134
1709,134
1724,195
1724,195
1735,18
1735,18
1747,248
1747,248
1755,20
1755,20
1766,222
1766,222
1774,174
1774,174
1788,240
1788,240
1797,257
1797,257
1806,247
1806,247
1815,222
1815,222
1835,211
1835,211
1846,258
1846,258
1857,261
1857,261
1868,255
1868,255
1879,243
1879,243
1887,245
1887,245
1897,207
1897,207
1905,250
1905,250
1916,158
1916,158
1930,257
1930,257
1940,255
1940,255
1952,244
1952,244
1961,224
1961,224
1971,245
1971,245
1983,249
1983,249
1992,255
1992,255
2002,244
2002,244
2013,258
2013,258
2023,254
2023,254
2033,210
2033,210
2043,252
2043,252
2053,227
2053,227
2063,246
2063,246
2073,212
2073,212
2083,14
2083,14
2100,254
2100,254
2112,153
2112,153
2126,257
2126,257
2138,257
2138,257
2150,235
2150,235
2163,238
2163,238
2175,221
2175,221
2187,239
2187,239
2199,252
2199,252
2214,252
2214,252
2230,195
2230,195
2246,257
2246,257
2262,219
2262,219
2272,243
2272,243
2283,260
2283,260
2294,240
2294,240
2306,244
2306,244
2317,138
2317,138
2333,247
2333,247
2343,16
2343,16
2357,234
2357,234
2367,235
2367,235
2377,223
2377,223
2389,129
2389,129
2405,170
2405,170
2415,244
2415,244
2424,230
2424,230
2433,169
2433,169
2444,152
2444,152
2459,239
2459,239
2482,155
2482,155
2499,214
2499,214
2511,157
2511,157
2529,243
2529,243
2540,246
2540,246
2557,235
2557,235
2569,250
2569,250
2581,249
2581,249
2593,248
2593,248
2605,236
2605,236
2620,246
2620,246
2636,224
2636,224
2651,233
2651,233
2666,208
2666,208
2683,149
2683,149
2704,249
2704,249
2716,19
2716,19
2730,222
2730,222
2741,252
2741,252
