Run,Time,JVM
1,77500,JDK3-2-3
2,78336,JDK3-2-3
3,77935,JDK3-2-3
4,77154,JDK3-2-3
5,77304,JDK3-2-3
6,78792,JDK3-2-3
7,77516,JDK3-2-3
8,79987,JDK3-2-3
9,77665,JDK3-2-3
10,78539,JDK3-2-3
11,78491,JDK3-2-3
12,78615,JDK3-2-3
13,78966,JDK3-2-3
14,78244,JDK3-2-3
15,78501,JDK3-2-3
16,77605,JDK3-2-3
1,77705,JDK3-2-1
2,77943,JDK3-2-1
3,78005,JDK3-2-1
4,78346,JDK3-2-1
5,77950,JDK3-2-1
6,77996,JDK3-2-1
7,77710,JDK3-2-1
8,78973,JDK3-2-1
9,78107,JDK3-2-1
10,78253,JDK3-2-1
11,77770,JDK3-2-1
12,77514,JDK3-2-1
13,77844,JDK3-2-1
14,77143,JDK3-2-1
15,78748,JDK3-2-1
16,77982,JDK3-2-1
1,79701,JDK5-4-4
2,76638,JDK5-4-4
3,76022,JDK5-4-4
4,77304,JDK5-4-4
5,81905,JDK5-4-4
6,77722,JDK5-4-4
7,75053,JDK5-4-4
8,75844,JDK5-4-4
9,78633,JDK5-4-4
10,75005,JDK5-4-4
11,80256,JDK5-4-4
12,106890,JDK5-4-4
13,108956,JDK5-4-4
14,75819,JDK5-4-4
15,78901,JDK5-4-4
16,75779,JDK5-4-4
1,78893,JDK2-2-2
2,78507,JDK2-2-2
3,78059,JDK2-2-2
4,78815,JDK2-2-2
5,77881,JDK2-2-2
6,77776,JDK2-2-2
7,77763,JDK2-2-2
8,78566,JDK2-2-2
9,78710,JDK2-2-2
10,78444,JDK2-2-2
11,77928,JDK2-2-2
12,77689,JDK2-2-2
13,77956,JDK2-2-2
14,78314,JDK2-2-2
15,77994,JDK2-2-2
16,78187,JDK2-2-2
1,77559,JDK2-2-1
2,78204,JDK2-2-1
3,78313,JDK2-2-1
4,77380,JDK2-2-1
5,77097,JDK2-2-1
6,78195,JDK2-2-1
7,77332,JDK2-2-1
8,77918,JDK2-2-1
9,78286,JDK2-2-1
10,77590,JDK2-2-1
11,78253,JDK2-2-1
12,77594,JDK2-2-1
13,77464,JDK2-2-1
14,78810,JDK2-2-1
15,77365,JDK2-2-1
16,77609,JDK2-2-1
1,80109,JDKE
2,81364,JDKE
3,81717,JDKE
4,79843,JDKE
5,80452,JDKE
6,78259,JDKE
7,81132,JDKE
8,81529,JDKE
9,80082,JDKE
10,79592,JDKE
11,80740,JDKE
12,80597,JDKE
13,78732,JDKE
14,79291,JDKE
15,81253,JDKE
16,81709,JDKE
1,76065,JDK8-9-9
2,76266,JDK8-9-9
3,76279,JDK8-9-9
4,77295,JDK8-9-9
5,77121,JDK8-9-9
6,76176,JDK8-9-9
7,77496,JDK8-9-9
8,76932,JDK8-9-9
9,76362,JDK8-9-9
10,76880,JDK8-9-9
11,76352,JDK8-9-9
12,77220,JDK8-9-9
13,76091,JDK8-9-9
14,77257,JDK8-9-9
15,76992,JDK8-9-9
16,77187,JDK8-9-9
1,77603,JDK5-6-7
2,77255,JDK5-6-7
3,76910,JDK5-6-7
4,76776,JDK5-6-7
5,77943,JDK5-6-7
6,77133,JDK5-6-7
7,78529,JDK5-6-7
8,77301,JDK5-6-7
9,77012,JDK5-6-7
10,77265,JDK5-6-7
11,77225,JDK5-6-7
12,77910,JDK5-6-7
13,77491,JDK5-6-7
14,77975,JDK5-6-7
15,77438,JDK5-6-7
16,77055,JDK5-6-7
1,80981,JDKF
2,81813,JDKF
3,80951,JDKF
4,80732,JDKF
5,80644,JDKF
6,81230,JDKF
7,80754,JDKF
8,81241,JDKF
9,80772,JDKF
10,80045,JDKF
11,81517,JDKF
12,79937,JDKF
13,80834,JDKF
14,80935,JDKF
15,80198,JDKF
16,81231,JDKF
1,74169,JDK2-3-2
2,75981,JDK2-3-2
3,74067,JDK2-3-2
4,75043,JDK2-3-2
5,74523,JDK2-3-2
6,75198,JDK2-3-2
7,77650,JDK2-3-2
8,76675,JDK2-3-2
9,79828,JDK2-3-2
10,74559,JDK2-3-2
11,75573,JDK2-3-2
12,76686,JDK2-3-2
13,73531,JDK2-3-2
14,74920,JDK2-3-2
15,78139,JDK2-3-2
16,72812,JDK2-3-2
1,79638,JDK1-1-3
2,79977,JDK1-1-3
3,79348,JDK1-1-3
4,79211,JDK1-1-3
5,79914,JDK1-1-3
6,79641,JDK1-1-3
7,80789,JDK1-1-3
8,79981,JDK1-1-3
9,80099,JDK1-1-3
10,80321,JDK1-1-3
11,79652,JDK1-1-3
12,79596,JDK1-1-3
13,79778,JDK1-1-3
14,79511,JDK1-1-3
15,80387,JDK1-1-3
16,79734,JDK1-1-3
