Run,Time,JVM
1,22105,JDK2-2-1
2,22086,JDK2-2-1
3,21805,JDK2-2-1
4,22375,JDK2-2-1
5,22211,JDK2-2-1
6,22728,JDK2-2-1
7,22555,JDK2-2-1
8,22283,JDK2-2-1
9,22393,JDK2-2-1
10,22834,JDK2-2-1
11,23082,JDK2-2-1
12,23385,JDK2-2-1
13,23483,JDK2-2-1
14,22424,JDK2-2-1
15,23018,JDK2-2-1
16,22714,JDK2-2-1
1,22110,JDK8-9-9
2,22932,JDK8-9-9
3,21459,JDK8-9-9
4,22822,JDK8-9-9
5,22494,JDK8-9-9
6,22637,JDK8-9-9
7,22322,JDK8-9-9
8,21421,JDK8-9-9
9,22572,JDK8-9-9
10,22727,JDK8-9-9
11,22739,JDK8-9-9
12,22290,JDK8-9-9
13,22580,JDK8-9-9
14,22744,JDK8-9-9
15,22952,JDK8-9-9
16,22836,JDK8-9-9
1,22899,JDK3-2-1
2,22290,JDK3-2-1
3,23200,JDK3-2-1
4,22220,JDK3-2-1
5,22879,JDK3-2-1
6,22885,JDK3-2-1
7,23114,JDK3-2-1
8,22318,JDK3-2-1
9,22078,JDK3-2-1
10,22522,JDK3-2-1
11,21907,JDK3-2-1
12,22973,JDK3-2-1
13,22986,JDK3-2-1
14,21748,JDK3-2-1
15,22131,JDK3-2-1
16,22759,JDK3-2-1
1,21691,JDKE
2,22055,JDKE
3,22401,JDKE
4,22845,JDKE
5,21568,JDKE
6,22602,JDKE
7,22911,JDKE
8,21923,JDKE
9,22384,JDKE
10,22018,JDKE
11,22874,JDKE
12,22573,JDKE
13,22910,JDKE
14,22076,JDKE
15,22429,JDKE
16,21510,JDKE
1,22242,JDK5-6-7
2,22830,JDK5-6-7
3,21522,JDK5-6-7
4,22765,JDK5-6-7
5,22660,JDK5-6-7
6,21864,JDK5-6-7
7,22477,JDK5-6-7
8,22421,JDK5-6-7
9,22028,JDK5-6-7
10,21655,JDK5-6-7
11,22356,JDK5-6-7
12,22118,JDK5-6-7
13,22039,JDK5-6-7
14,22634,JDK5-6-7
15,22274,JDK5-6-7
16,22818,JDK5-6-7
1,25926,JDK2-3-2
2,25160,JDK2-3-2
3,25851,JDK2-3-2
4,26490,JDK2-3-2
5,26459,JDK2-3-2
6,24927,JDK2-3-2
7,25249,JDK2-3-2
8,25836,JDK2-3-2
9,24970,JDK2-3-2
10,26064,JDK2-3-2
11,26124,JDK2-3-2
12,25296,JDK2-3-2
13,25630,JDK2-3-2
14,26104,JDK2-3-2
15,26047,JDK2-3-2
16,25464,JDK2-3-2
1,22785,JDKF
2,22971,JDKF
3,22809,JDKF
4,22828,JDKF
5,22704,JDKF
6,22502,JDKF
7,22804,JDKF
8,23263,JDKF
9,23321,JDKF
10,24256,JDKF
11,22901,JDKF
12,23446,JDKF
13,23681,JDKF
14,23153,JDKF
15,22778,JDKF
16,24501,JDKF
1,25194,JDK5-4-4
2,25610,JDK5-4-4
3,25292,JDK5-4-4
4,26857,JDK5-4-4
5,25912,JDK5-4-4
6,25697,JDK5-4-4
7,25589,JDK5-4-4
8,25746,JDK5-4-4
9,25356,JDK5-4-4
10,24932,JDK5-4-4
11,25065,JDK5-4-4
12,25895,JDK5-4-4
13,25583,JDK5-4-4
14,25372,JDK5-4-4
15,25939,JDK5-4-4
16,25379,JDK5-4-4
1,21860,JDK3-2-3
2,22696,JDK3-2-3
3,22696,JDK3-2-3
4,22378,JDK3-2-3
5,22071,JDK3-2-3
6,22706,JDK3-2-3
7,22720,JDK3-2-3
8,21678,JDK3-2-3
9,22559,JDK3-2-3
10,22166,JDK3-2-3
11,22840,JDK3-2-3
12,21971,JDK3-2-3
13,22475,JDK3-2-3
14,21705,JDK3-2-3
15,21971,JDK3-2-3
16,22747,JDK3-2-3
1,22655,JDK1-1-3
2,22260,JDK1-1-3
3,22477,JDK1-1-3
4,22248,JDK1-1-3
5,24805,JDK1-1-3
6,21680,JDK1-1-3
7,22531,JDK1-1-3
8,22662,JDK1-1-3
9,22300,JDK1-1-3
10,21452,JDK1-1-3
11,22293,JDK1-1-3
12,22073,JDK1-1-3
13,21752,JDK1-1-3
14,24826,JDK1-1-3
15,22837,JDK1-1-3
16,22367,JDK1-1-3
1,22032,JDK2-2-2
2,22430,JDK2-2-2
3,22289,JDK2-2-2
4,22709,JDK2-2-2
5,22631,JDK2-2-2
6,22263,JDK2-2-2
7,22559,JDK2-2-2
8,22066,JDK2-2-2
9,21799,JDK2-2-2
10,23133,JDK2-2-2
11,21641,JDK2-2-2
12,22109,JDK2-2-2
13,22554,JDK2-2-2
14,21547,JDK2-2-2
15,22680,JDK2-2-2
16,22351,JDK2-2-2
