Run,Time,JVM
1,3910,JDKE
2,3838,JDKE
3,3806,JDKE
4,4327,JDKE
5,4348,JDKE
6,4388,JDKE
7,4311,JDKE
8,4260,JDKE
9,3712,JDKE
10,3667,JDKE
11,4408,JDKE
12,3471,JDKE
13,3687,JDKE
14,4430,JDKE
15,4214,JDKE
16,3829,JDKE
1,7988,JDK2-2-1
2,8323,JDK2-2-1
3,8582,JDK2-2-1
4,8485,JDK2-2-1
5,8264,JDK2-2-1
6,8219,JDK2-2-1
7,8412,JDK2-2-1
8,8448,JDK2-2-1
9,8287,JDK2-2-1
10,7872,JDK2-2-1
11,8598,JDK2-2-1
12,8633,JDK2-2-1
13,8238,JDK2-2-1
14,8291,JDK2-2-1
15,7900,JDK2-2-1
16,8597,JDK2-2-1
1,8596,JDK3-2-1
2,8811,JDK3-2-1
3,8529,JDK3-2-1
4,10662,JDK3-2-1
5,8290,JDK3-2-1
6,8099,JDK3-2-1
7,8175,JDK3-2-1
8,8975,JDK3-2-1
9,9043,JDK3-2-1
10,7767,JDK3-2-1
11,8301,JDK3-2-1
12,7965,JDK3-2-1
13,8423,JDK3-2-1
14,7824,JDK3-2-1
15,8759,JDK3-2-1
16,7573,JDK3-2-1
1,8383,JDK3-2-3
2,8450,JDK3-2-3
3,8052,JDK3-2-3
4,8600,JDK3-2-3
5,7525,JDK3-2-3
6,8647,JDK3-2-3
7,8091,JDK3-2-3
8,8584,JDK3-2-3
9,8241,JDK3-2-3
10,8381,JDK3-2-3
11,7641,JDK3-2-3
12,8408,JDK3-2-3
13,7678,JDK3-2-3
14,8178,JDK3-2-3
15,8568,JDK3-2-3
16,8204,JDK3-2-3
1,7665,JDK5-4-4
2,7416,JDK5-4-4
3,7563,JDK5-4-4
4,7424,JDK5-4-4
5,7816,JDK5-4-4
6,7692,JDK5-4-4
7,7715,JDK5-4-4
8,7800,JDK5-4-4
9,8198,JDK5-4-4
10,7290,JDK5-4-4
11,7538,JDK5-4-4
12,7997,JDK5-4-4
13,7158,JDK5-4-4
14,8085,JDK5-4-4
15,7826,JDK5-4-4
16,7545,JDK5-4-4
1,7559,JDK2-2-2
2,7452,JDK2-2-2
3,8317,JDK2-2-2
4,10914,JDK2-2-2
5,8036,JDK2-2-2
6,7508,JDK2-2-2
7,8629,JDK2-2-2
8,7484,JDK2-2-2
9,7848,JDK2-2-2
10,8229,JDK2-2-2
11,8534,JDK2-2-2
12,8069,JDK2-2-2
13,8484,JDK2-2-2
14,8309,JDK2-2-2
15,8149,JDK2-2-2
16,7998,JDK2-2-2
1,10429,JDK1-1-3
2,11334,JDK1-1-3
3,10454,JDK1-1-3
4,11003,JDK1-1-3
5,10381,JDK1-1-3
6,10894,JDK1-1-3
7,11264,JDK1-1-3
8,10988,JDK1-1-3
9,10599,JDK1-1-3
10,9849,JDK1-1-3
11,10317,JDK1-1-3
12,10403,JDK1-1-3
13,10762,JDK1-1-3
14,10862,JDK1-1-3
15,10368,JDK1-1-3
16,10739,JDK1-1-3
1,4004,JDKF
2,4027,JDKF
3,4128,JDKF
4,3743,JDKF
5,4095,JDKF
6,3423,JDKF
7,4084,JDKF
8,3500,JDKF
9,4145,JDKF
10,4031,JDKF
11,4183,JDKF
12,3547,JDKF
13,4009,JDKF
14,3900,JDKF
15,4160,JDKF
16,3992,JDKF
1,9498,JDK2-3-2
2,10248,JDK2-3-2
3,9777,JDK2-3-2
4,8848,JDK2-3-2
5,8339,JDK2-3-2
6,9759,JDK2-3-2
7,8328,JDK2-3-2
8,9195,JDK2-3-2
9,8453,JDK2-3-2
10,8852,JDK2-3-2
11,9321,JDK2-3-2
12,8390,JDK2-3-2
13,9026,JDK2-3-2
14,8909,JDK2-3-2
15,8061,JDK2-3-2
16,8625,JDK2-3-2
1,7108,JDK5-6-7
2,7392,JDK5-6-7
3,7298,JDK5-6-7
4,6839,JDK5-6-7
5,6258,JDK5-6-7
6,7847,JDK5-6-7
7,6316,JDK5-6-7
8,7850,JDK5-6-7
9,7220,JDK5-6-7
10,7075,JDK5-6-7
11,7135,JDK5-6-7
12,6547,JDK5-6-7
13,7010,JDK5-6-7
14,7399,JDK5-6-7
15,7368,JDK5-6-7
16,7256,JDK5-6-7
1,6699,JDK8-9-9
2,6347,JDK8-9-9
3,6592,JDK8-9-9
4,6093,JDK8-9-9
5,6670,JDK8-9-9
6,6006,JDK8-9-9
7,5988,JDK8-9-9
8,6328,JDK8-9-9
9,6607,JDK8-9-9
10,6473,JDK8-9-9
11,5989,JDK8-9-9
12,6035,JDK8-9-9
13,6437,JDK8-9-9
14,6775,JDK8-9-9
15,5736,JDK8-9-9
16,5879,JDK8-9-9
