Run,Time,JVM
1,1429,JDK8-9-9
2,1374,JDK8-9-9
3,1385,JDK8-9-9
4,1377,JDK8-9-9
5,1451,JDK8-9-9
6,1309,JDK8-9-9
7,1430,JDK8-9-9
8,1441,JDK8-9-9
9,1355,JDK8-9-9
10,1349,JDK8-9-9
11,1264,JDK8-9-9
12,1333,JDK8-9-9
13,1399,JDK8-9-9
14,1353,JDK8-9-9
15,1496,JDK8-9-9
16,1493,JDK8-9-9
1,1367,JDK5-6-7
2,1452,JDK5-6-7
3,1187,JDK5-6-7
4,1431,JDK5-6-7
5,1434,JDK5-6-7
6,1435,JDK5-6-7
7,1385,JDK5-6-7
8,1365,JDK5-6-7
9,1310,JDK5-6-7
10,1353,JDK5-6-7
11,1353,JDK5-6-7
12,1413,JDK5-6-7
13,1420,JDK5-6-7
14,1389,JDK5-6-7
15,1301,JDK5-6-7
16,1342,JDK5-6-7
1,1535,JDK1-1-3
2,1434,JDK1-1-3
3,1441,JDK1-1-3
4,1412,JDK1-1-3
5,1425,JDK1-1-3
6,1416,JDK1-1-3
7,1280,JDK1-1-3
8,1348,JDK1-1-3
9,1361,JDK1-1-3
10,1323,JDK1-1-3
11,1411,JDK1-1-3
12,1321,JDK1-1-3
13,1375,JDK1-1-3
14,1451,JDK1-1-3
15,1500,JDK1-1-3
16,1346,JDK1-1-3
1,1498,JDK2-3-2
2,1294,JDK2-3-2
3,1375,JDK2-3-2
4,1372,JDK2-3-2
5,1374,JDK2-3-2
6,1482,JDK2-3-2
7,1520,JDK2-3-2
8,1502,JDK2-3-2
9,1559,JDK2-3-2
10,1479,JDK2-3-2
11,1393,JDK2-3-2
12,1544,JDK2-3-2
13,1443,JDK2-3-2
14,1563,JDK2-3-2
15,1544,JDK2-3-2
16,1511,JDK2-3-2
1,1259,JDKF
2,1333,JDKF
3,1268,JDKF
4,1248,JDKF
5,1208,JDKF
6,1240,JDKF
7,1271,JDKF
8,1264,JDKF
9,1314,JDKF
10,1256,JDKF
11,1240,JDKF
12,1242,JDKF
13,1291,JDKF
14,1257,JDKF
15,1215,JDKF
16,1256,JDKF
1,1372,JDK3-2-1
2,1483,JDK3-2-1
3,1462,JDK3-2-1
4,1455,JDK3-2-1
5,1340,JDK3-2-1
6,1396,JDK3-2-1
7,1553,JDK3-2-1
8,1375,JDK3-2-1
9,1448,JDK3-2-1
10,1346,JDK3-2-1
11,1427,JDK3-2-1
12,1393,JDK3-2-1
13,1398,JDK3-2-1
14,1224,JDK3-2-1
15,1440,JDK3-2-1
16,1461,JDK3-2-1
1,1402,JDK3-2-3
2,1411,JDK3-2-3
3,1342,JDK3-2-3
4,1495,JDK3-2-3
5,1343,JDK3-2-3
6,1399,JDK3-2-3
7,1338,JDK3-2-3
8,1375,JDK3-2-3
9,1407,JDK3-2-3
10,1278,JDK3-2-3
11,1436,JDK3-2-3
12,1373,JDK3-2-3
13,1408,JDK3-2-3
14,1322,JDK3-2-3
15,1406,JDK3-2-3
16,1392,JDK3-2-3
1,1413,JDK2-2-2
2,1489,JDK2-2-2
3,1358,JDK2-2-2
4,1253,JDK2-2-2
5,1379,JDK2-2-2
6,1370,JDK2-2-2
7,1493,JDK2-2-2
8,1452,JDK2-2-2
9,1375,JDK2-2-2
10,1330,JDK2-2-2
11,1517,JDK2-2-2
12,1392,JDK2-2-2
13,1498,JDK2-2-2
14,1438,JDK2-2-2
15,1404,JDK2-2-2
16,1342,JDK2-2-2
1,1328,JDK5-4-4
2,1508,JDK5-4-4
3,1355,JDK5-4-4
4,1468,JDK5-4-4
5,1476,JDK5-4-4
6,1416,JDK5-4-4
7,1496,JDK5-4-4
8,1445,JDK5-4-4
9,1938,JDK5-4-4
10,1331,JDK5-4-4
11,1518,JDK5-4-4
12,1428,JDK5-4-4
13,1362,JDK5-4-4
14,1492,JDK5-4-4
15,1574,JDK5-4-4
16,1425,JDK5-4-4
1,1229,JDKE
2,1390,JDKE
3,1305,JDKE
4,1288,JDKE
5,1399,JDKE
6,1273,JDKE
7,1312,JDKE
8,1416,JDKE
9,1275,JDKE
10,1306,JDKE
11,1404,JDKE
12,1273,JDKE
13,1340,JDKE
14,1337,JDKE
15,1336,JDKE
16,1201,JDKE
1,1495,JDK2-2-1
2,1477,JDK2-2-1
3,1427,JDK2-2-1
4,1384,JDK2-2-1
5,1289,JDK2-2-1
6,1359,JDK2-2-1
7,1457,JDK2-2-1
8,1706,JDK2-2-1
9,1411,JDK2-2-1
10,1350,JDK2-2-1
11,1506,JDK2-2-1
12,1404,JDK2-2-1
13,1350,JDK2-2-1
14,1434,JDK2-2-1
15,1415,JDK2-2-1
16,1450,JDK2-2-1
