Run,Time,JVM
1,8858,JDKE
2,8681,JDKE
3,8707,JDKE
4,8907,JDKE
5,8865,JDKE
6,8944,JDKE
7,8766,JDKE
8,9049,JDKE
9,8802,JDKE
10,8674,JDKE
11,8753,JDKE
12,8772,JDKE
13,8806,JDKE
14,8811,JDKE
15,9188,JDKE
16,8543,JDKE
1,8348,JDK8-9-9
2,8713,JDK8-9-9
3,8582,JDK8-9-9
4,8317,JDK8-9-9
5,8620,JDK8-9-9
6,8614,JDK8-9-9
7,8535,JDK8-9-9
8,8595,JDK8-9-9
9,8663,JDK8-9-9
10,8470,JDK8-9-9
11,8456,JDK8-9-9
12,8521,JDK8-9-9
13,8602,JDK8-9-9
14,8556,JDK8-9-9
15,8540,JDK8-9-9
16,8813,JDK8-9-9
1,8586,JDK5-4-4
2,8808,JDK5-4-4
3,8769,JDK5-4-4
4,8569,JDK5-4-4
5,8629,JDK5-4-4
6,8504,JDK5-4-4
7,8709,JDK5-4-4
8,8728,JDK5-4-4
9,8524,JDK5-4-4
10,8204,JDK5-4-4
11,8239,JDK5-4-4
12,8364,JDK5-4-4
13,8666,JDK5-4-4
14,8576,JDK5-4-4
15,8685,JDK5-4-4
16,8345,JDK5-4-4
1,8625,JDK3-2-1
2,8917,JDK3-2-1
3,8955,JDK3-2-1
4,8800,JDK3-2-1
5,8780,JDK3-2-1
6,8885,JDK3-2-1
7,8797,JDK3-2-1
8,8937,JDK3-2-1
9,8984,JDK3-2-1
10,8846,JDK3-2-1
11,8659,JDK3-2-1
12,8985,JDK3-2-1
13,8592,JDK3-2-1
14,8717,JDK3-2-1
15,8954,JDK3-2-1
16,8820,JDK3-2-1
1,9023,JDK2-3-2
2,8768,JDK2-3-2
3,9129,JDK2-3-2
4,9028,JDK2-3-2
5,9081,JDK2-3-2
6,8761,JDK2-3-2
7,10895,JDK2-3-2
8,9069,JDK2-3-2
9,9735,JDK2-3-2
10,12735,JDK2-3-2
11,9068,JDK2-3-2
12,8632,JDK2-3-2
13,9739,JDK2-3-2
14,9095,JDK2-3-2
15,9925,JDK2-3-2
16,8581,JDK2-3-2
1,8613,JDK5-6-7
2,8589,JDK5-6-7
3,8410,JDK5-6-7
4,8324,JDK5-6-7
5,8697,JDK5-6-7
6,9281,JDK5-6-7
7,8549,JDK5-6-7
8,8799,JDK5-6-7
9,8814,JDK5-6-7
10,9008,JDK5-6-7
11,8954,JDK5-6-7
12,8705,JDK5-6-7
13,8585,JDK5-6-7
14,8710,JDK5-6-7
15,8653,JDK5-6-7
16,8451,JDK5-6-7
1,8979,JDK3-2-3
2,8933,JDK3-2-3
3,8827,JDK3-2-3
4,8930,JDK3-2-3
5,8803,JDK3-2-3
6,8697,JDK3-2-3
7,8746,JDK3-2-3
8,8866,JDK3-2-3
9,8679,JDK3-2-3
10,8876,JDK3-2-3
11,8584,JDK3-2-3
12,8631,JDK3-2-3
13,8907,JDK3-2-3
14,8541,JDK3-2-3
15,8780,JDK3-2-3
16,8680,JDK3-2-3
1,9030,JDK1-1-3
2,8799,JDK1-1-3
3,9151,JDK1-1-3
4,9028,JDK1-1-3
5,9149,JDK1-1-3
6,8817,JDK1-1-3
7,9003,JDK1-1-3
8,8893,JDK1-1-3
9,9119,JDK1-1-3
10,8684,JDK1-1-3
11,9038,JDK1-1-3
12,9198,JDK1-1-3
13,9046,JDK1-1-3
14,8782,JDK1-1-3
15,8947,JDK1-1-3
16,8651,JDK1-1-3
1,8434,JDKF
2,8641,JDKF
3,8621,JDKF
4,8411,JDKF
5,8775,JDKF
6,8478,JDKF
7,8615,JDKF
8,8368,JDKF
9,8718,JDKF
10,8454,JDKF
11,8389,JDKF
12,8582,JDKF
13,8363,JDKF
14,8623,JDKF
15,8376,JDKF
16,8512,JDKF
1,8599,JDK2-2-1
2,8943,JDK2-2-1
3,8696,JDK2-2-1
4,8895,JDK2-2-1
5,8837,JDK2-2-1
6,8637,JDK2-2-1
7,8516,JDK2-2-1
8,8683,JDK2-2-1
9,8674,JDK2-2-1
10,8504,JDK2-2-1
11,8875,JDK2-2-1
12,8917,JDK2-2-1
13,8850,JDK2-2-1
14,8471,JDK2-2-1
15,8827,JDK2-2-1
16,8595,JDK2-2-1
1,8443,JDK2-2-2
2,8736,JDK2-2-2
3,8601,JDK2-2-2
4,8933,JDK2-2-2
5,8640,JDK2-2-2
6,8703,JDK2-2-2
7,8722,JDK2-2-2
8,8973,JDK2-2-2
9,8958,JDK2-2-2
10,8848,JDK2-2-2
11,9103,JDK2-2-2
12,8816,JDK2-2-2
13,8849,JDK2-2-2
14,8721,JDK2-2-2
15,8752,JDK2-2-2
16,8920,JDK2-2-2
