Time,GC Util
0,0
0,0
293,80
433,2
436,3
436,3
599,59
599,59
646,81
646,81
730,2
730,2
733,13
733,13
768,14
768,14
790,86
804,13
807,13
807,13
878,11
878,11
941,18
941,18
990,85
990,85
1041,62
1041,62
1117,75
1117,75
1138,74
1138,74
1149,117
1149,117
1159,157
1159,157
1169,75
1169,75
1183,149
1183,149
1198,134
1198,134
1213,115
1213,115
1213,115
1232,133
1232,133
1232,133
1232,133
1259,117
1259,117
1272,209
1272,209
1286,171
1286,171
1299,119
1299,119
1299,119
1299,119
1311,132
1311,132
1324,176
1324,176
1324,176
1324,176
1337,120
1337,120
1354,101
1354,101
1374,166
1374,166
1392,184
1392,184
1392,184
1392,184
1408,121
1408,121
1408,121
1408,121
1425,163
1425,163
1425,163
1425,163
1442,215
1442,215
1442,215
1442,215
1458,131
1458,131
1458,131
1458,131
1472,108
1472,108
1472,108
1472,108
1492,141
1492,141
1511,196
1511,196
1528,145
1528,145
1548,170
1548,170
1567,16
1567,16
1567,16
1567,16
1606,290
1606,290
1619,249
1619,249
1633,218
1633,218
1650,190
1650,190
1663,161
1663,161
1663,161
1684,394
1692,29
1692,29
1695,309
1703,33
1703,33
1705,422
1713,28
1713,28
1716,270
1716,270
1725,147
1725,147
1737,127
1737,127
1737,127
1737,127
1756,405
1756,405
1763,22
1763,22
1766,375
1766,375
1774,20
1774,20
1776,422
1784,29
1784,29
1786,157
1786,157
1798,250
1798,250
1809,32
1809,32
1809,32
1809,32
1827,336
1835,22
1835,22
1837,397
1845,21
1845,21
1847,389
1855,21
1855,21
1857,226
1857,226
1870,216
1870,216
1884,140
1884,140
1884,140
1907,307
1917,26
1917,26
1919,387
1928,26
1928,26
1930,358
1938,20
1938,20
1941,161
1941,161
1954,191
1954,191
1969,103
1969,103
1969,103
1987,378
1994,33
1994,33
1996,411
2003,22
2003,22
2005,411
2012,22
2012,22
2015,187
2015,187
2025,198
2025,198
2031,86
2031,86
2031,86
2047,402
2053,35
2053,35
2055,329
2062,25
2062,25
2063,411
2070,33
2070,33
2073,190
2073,190
2073,190
2082,205
2082,205
2094,121
2094,121
2094,121
2111,344
2117,23
2117,23
2119,411
2126,23
2126,23
2128,411
2135,14
2135,14
2138,228
2138,228
2149,244
2149,244
2160,96
2160,96
2160,96
2160,96
2178,336
2186,30
2186,30
2188,342
2195,34
2195,34
2197,358
2204,36
2204,36
2206,240
2206,240
2206,240
2206,240
2216,248
2216,248
2225,239
2225,239
2236,38
2236,38
2236,38
2236,38
2254,370
2254,370
2267,17
2267,17
2269,385
2269,385
2279,9
2279,9
2281,340
2281,340
2289,28
2289,28
2291,143
2291,143
2303,80
2303,80
2303,80
2303,80
