Run,Time,JVM
1,121700,JDK0.5-1-1
2,73799,JDK0.5-1-1
3,121358,JDK0.5-1-1
4,113277,JDK0.5-1-1
5,94232,JDK0.5-1-1
6,86618,JDK0.5-1-1
7,119251,JDK0.5-1-1
8,89728,JDK0.5-1-1
9,123083,JDK0.5-1-1
10,95467,JDK0.5-1-1
11,115121,JDK0.5-1-1
12,71901,JDK0.5-1-1
13,114215,JDK0.5-1-1
14,98628,JDK0.5-1-1
15,103106,JDK0.5-1-1
16,90545,JDK0.5-1-1
1,75031,JDKF
2,75143,JDKF
3,75706,JDKF
4,75296,JDKF
5,75554,JDKF
6,74469,JDKF
7,74479,JDKF
8,75215,JDKF
9,74407,JDKF
10,74673,JDKF
11,75028,JDKF
12,76271,JDKF
13,74521,JDKF
14,76645,JDKF
15,75588,JDKF
16,75552,JDKF
1,123583,JDK1.5-1-0.5
2,75795,JDK1.5-1-0.5
3,77389,JDK1.5-1-0.5
4,84592,JDK1.5-1-0.5
5,120924,JDK1.5-1-0.5
6,87533,JDK1.5-1-0.5
7,109460,JDK1.5-1-0.5
8,78263,JDK1.5-1-0.5
9,123913,JDK1.5-1-0.5
10,76473,JDK1.5-1-0.5
11,122480,JDK1.5-1-0.5
12,89465,JDK1.5-1-0.5
13,102740,JDK1.5-1-0.5
14,98000,JDK1.5-1-0.5
15,112058,JDK1.5-1-0.5
16,75341,JDK1.5-1-0.5
1,100956,JDK1.5-1-1
2,107040,JDK1.5-1-1
3,104093,JDK1.5-1-1
4,113676,JDK1.5-1-1
5,120586,JDK1.5-1-1
6,107750,JDK1.5-1-1
7,118210,JDK1.5-1-1
8,105835,JDK1.5-1-1
9,86237,JDK1.5-1-1
10,120978,JDK1.5-1-1
11,72520,JDK1.5-1-1
12,128151,JDK1.5-1-1
13,120506,JDK1.5-1-1
14,127722,JDK1.5-1-1
15,95124,JDK1.5-1-1
16,88433,JDK1.5-1-1
1,92984,JDK0.5-0.5-1
2,119912,JDK0.5-0.5-1
3,120301,JDK0.5-0.5-1
4,98641,JDK0.5-0.5-1
5,114400,JDK0.5-0.5-1
6,88206,JDK0.5-0.5-1
7,124535,JDK0.5-0.5-1
8,117525,JDK0.5-0.5-1
9,113505,JDK0.5-0.5-1
10,117651,JDK0.5-0.5-1
11,122272,JDK0.5-0.5-1
12,129201,JDK0.5-0.5-1
13,79574,JDK0.5-0.5-1
14,127993,JDK0.5-0.5-1
15,122461,JDK0.5-0.5-1
16,115980,JDK0.5-0.5-1
1,73177,JDKE
2,74388,JDKE
3,72737,JDKE
4,71408,JDKE
5,71845,JDKE
6,70669,JDKE
7,69080,JDKE
8,73019,JDKE
9,70961,JDKE
10,74813,JDKE
11,78098,JDKE
12,74749,JDKE
13,73260,JDKE
14,73044,JDKE
15,75019,JDKE
16,74451,JDKE
1,113154,JDK1-1-0.5
2,124276,JDK1-1-0.5
3,124570,JDK1-1-0.5
4,98640,JDK1-1-0.5
5,94224,JDK1-1-0.5
6,128622,JDK1-1-0.5
7,99832,JDK1-1-0.5
8,121970,JDK1-1-0.5
9,124102,JDK1-1-0.5
10,95564,JDK1-1-0.5
11,118974,JDK1-1-0.5
12,101861,JDK1-1-0.5
13,112951,JDK1-1-0.5
14,95410,JDK1-1-0.5
15,118995,JDK1-1-0.5
16,129090,JDK1-1-0.5
1,78605,JDK0.5-1-0.5
2,102046,JDK0.5-1-0.5
3,94019,JDK0.5-1-0.5
4,105278,JDK0.5-1-0.5
5,78634,JDK0.5-1-0.5
6,87153,JDK0.5-1-0.5
7,79946,JDK0.5-1-0.5
8,126999,JDK0.5-1-0.5
9,99696,JDK0.5-1-0.5
10,123809,JDK0.5-1-0.5
11,124685,JDK0.5-1-0.5
12,74470,JDK0.5-1-0.5
13,106699,JDK0.5-1-0.5
14,90205,JDK0.5-1-0.5
15,99411,JDK0.5-1-0.5
16,119953,JDK0.5-1-0.5
1,128214,JDK1-1-1
2,104268,JDK1-1-1
3,82755,JDK1-1-1
4,110146,JDK1-1-1
5,76209,JDK1-1-1
6,117804,JDK1-1-1
7,106803,JDK1-1-1
8,121542,JDK1-1-1
9,110777,JDK1-1-1
10,115094,JDK1-1-1
11,78025,JDK1-1-1
12,85324,JDK1-1-1
13,123780,JDK1-1-1
14,125490,JDK1-1-1
15,124272,JDK1-1-1
16,95152,JDK1-1-1
1,95117,JDK1.5-1-1.5
2,114172,JDK1.5-1-1.5
3,83797,JDK1.5-1-1.5
4,75788,JDK1.5-1-1.5
5,109762,JDK1.5-1-1.5
6,98248,JDK1.5-1-1.5
7,87983,JDK1.5-1-1.5
8,111675,JDK1.5-1-1.5
9,126210,JDK1.5-1-1.5
10,73129,JDK1.5-1-1.5
11,112876,JDK1.5-1-1.5
12,114696,JDK1.5-1-1.5
13,121325,JDK1.5-1-1.5
14,100478,JDK1.5-1-1.5
15,109344,JDK1.5-1-1.5
16,113864,JDK1.5-1-1.5
1,106077,JDK0.5-1-1.5
2,128517,JDK0.5-1-1.5
3,115951,JDK0.5-1-1.5
4,83808,JDK0.5-1-1.5
5,98119,JDK0.5-1-1.5
6,100209,JDK0.5-1-1.5
7,125136,JDK0.5-1-1.5
8,131083,JDK0.5-1-1.5
9,106174,JDK0.5-1-1.5
10,99121,JDK0.5-1-1.5
11,101593,JDK0.5-1-1.5
12,115033,JDK0.5-1-1.5
13,100406,JDK0.5-1-1.5
14,130909,JDK0.5-1-1.5
15,81345,JDK0.5-1-1.5
16,111423,JDK0.5-1-1.5
