Run,Time,JVM
1,521,JDK1.5-1-1
2,509,JDK1.5-1-1
3,685,JDK1.5-1-1
4,444,JDK1.5-1-1
5,368,JDK1.5-1-1
6,460,JDK1.5-1-1
7,342,JDK1.5-1-1
8,854,JDK1.5-1-1
9,655,JDK1.5-1-1
10,632,JDK1.5-1-1
11,789,JDK1.5-1-1
12,364,JDK1.5-1-1
13,552,JDK1.5-1-1
14,583,JDK1.5-1-1
15,455,JDK1.5-1-1
16,362,JDK1.5-1-1
1,729,JDK0.5-1-1.5
2,384,JDK0.5-1-1.5
3,313,JDK0.5-1-1.5
4,315,JDK0.5-1-1.5
5,727,JDK0.5-1-1.5
6,301,JDK0.5-1-1.5
7,281,JDK0.5-1-1.5
8,296,JDK0.5-1-1.5
9,486,JDK0.5-1-1.5
10,294,JDK0.5-1-1.5
11,391,JDK0.5-1-1.5
12,772,JDK0.5-1-1.5
13,325,JDK0.5-1-1.5
14,416,JDK0.5-1-1.5
15,375,JDK0.5-1-1.5
16,318,JDK0.5-1-1.5
1,626,JDKE
2,847,JDKE
3,318,JDKE
4,367,JDKE
5,560,JDKE
6,678,JDKE
7,622,JDKE
8,397,JDKE
9,495,JDKE
10,713,JDKE
11,385,JDKE
12,330,JDKE
13,542,JDKE
14,418,JDKE
15,333,JDKE
16,404,JDKE
1,277,JDK1-1-0.5
2,510,JDK1-1-0.5
3,362,JDK1-1-0.5
4,454,JDK1-1-0.5
5,529,JDK1-1-0.5
6,320,JDK1-1-0.5
7,355,JDK1-1-0.5
8,601,JDK1-1-0.5
9,691,JDK1-1-0.5
10,284,JDK1-1-0.5
11,505,JDK1-1-0.5
12,444,JDK1-1-0.5
13,279,JDK1-1-0.5
14,279,JDK1-1-0.5
15,392,JDK1-1-0.5
16,530,JDK1-1-0.5
1,598,JDK1.5-1-1.5
2,399,JDK1.5-1-1.5
3,362,JDK1.5-1-1.5
4,586,JDK1.5-1-1.5
5,1215,JDK1.5-1-1.5
6,538,JDK1.5-1-1.5
7,422,JDK1.5-1-1.5
8,852,JDK1.5-1-1.5
9,405,JDK1.5-1-1.5
10,705,JDK1.5-1-1.5
11,533,JDK1.5-1-1.5
12,447,JDK1.5-1-1.5
13,644,JDK1.5-1-1.5
14,427,JDK1.5-1-1.5
15,456,JDK1.5-1-1.5
16,680,JDK1.5-1-1.5
1,811,JDK0.5-1-0.5
2,477,JDK0.5-1-0.5
3,339,JDK0.5-1-0.5
4,694,JDK0.5-1-0.5
5,408,JDK0.5-1-0.5
6,291,JDK0.5-1-0.5
7,690,JDK0.5-1-0.5
8,787,JDK0.5-1-0.5
9,404,JDK0.5-1-0.5
10,325,JDK0.5-1-0.5
11,407,JDK0.5-1-0.5
12,747,JDK0.5-1-0.5
13,462,JDK0.5-1-0.5
14,338,JDK0.5-1-0.5
15,344,JDK0.5-1-0.5
16,271,JDK0.5-1-0.5
1,392,JDK0.5-0.5-1
2,416,JDK0.5-0.5-1
3,892,JDK0.5-0.5-1
4,599,JDK0.5-0.5-1
5,939,JDK0.5-0.5-1
6,652,JDK0.5-0.5-1
7,796,JDK0.5-0.5-1
8,392,JDK0.5-0.5-1
9,846,JDK0.5-0.5-1
10,324,JDK0.5-0.5-1
11,352,JDK0.5-0.5-1
12,492,JDK0.5-0.5-1
13,391,JDK0.5-0.5-1
14,875,JDK0.5-0.5-1
15,719,JDK0.5-0.5-1
16,840,JDK0.5-0.5-1
1,823,JDK0.5-1-1
2,370,JDK0.5-1-1
3,420,JDK0.5-1-1
4,711,JDK0.5-1-1
5,383,JDK0.5-1-1
6,565,JDK0.5-1-1
7,633,JDK0.5-1-1
8,426,JDK0.5-1-1
9,331,JDK0.5-1-1
10,408,JDK0.5-1-1
11,854,JDK0.5-1-1
12,903,JDK0.5-1-1
13,590,JDK0.5-1-1
14,299,JDK0.5-1-1
15,374,JDK0.5-1-1
16,982,JDK0.5-1-1
1,232,JDK1.5-1-0.5
2,583,JDK1.5-1-0.5
3,796,JDK1.5-1-0.5
4,409,JDK1.5-1-0.5
5,371,JDK1.5-1-0.5
6,288,JDK1.5-1-0.5
7,792,JDK1.5-1-0.5
8,296,JDK1.5-1-0.5
9,304,JDK1.5-1-0.5
10,401,JDK1.5-1-0.5
11,372,JDK1.5-1-0.5
12,304,JDK1.5-1-0.5
13,262,JDK1.5-1-0.5
14,302,JDK1.5-1-0.5
15,340,JDK1.5-1-0.5
16,800,JDK1.5-1-0.5
1,338,JDK1-1-1
2,327,JDK1-1-1
3,741,JDK1-1-1
4,303,JDK1-1-1
5,462,JDK1-1-1
6,279,JDK1-1-1
7,356,JDK1-1-1
8,372,JDK1-1-1
9,262,JDK1-1-1
10,809,JDK1-1-1
11,540,JDK1-1-1
12,335,JDK1-1-1
13,751,JDK1-1-1
14,285,JDK1-1-1
15,287,JDK1-1-1
16,266,JDK1-1-1
1,359,JDKF
2,332,JDKF
3,524,JDKF
4,300,JDKF
5,370,JDKF
6,380,JDKF
7,414,JDKF
8,462,JDKF
9,307,JDKF
10,434,JDKF
11,400,JDKF
12,265,JDKF
13,491,JDKF
14,327,JDKF
15,294,JDKF
16,330,JDKF
