Run,Time,JVM
1,7919,JDKF
2,8145,JDKF
3,8176,JDKF
4,7898,JDKF
5,7629,JDKF
6,8309,JDKF
7,7719,JDKF
8,8125,JDKF
9,7905,JDKF
10,8180,JDKF
11,7946,JDKF
12,7589,JDKF
13,7995,JDKF
14,7902,JDKF
15,8166,JDKF
16,8284,JDKF
1,8197,JDK1-1-1
2,7872,JDK1-1-1
3,8194,JDK1-1-1
4,8094,JDK1-1-1
5,8125,JDK1-1-1
6,8126,JDK1-1-1
7,8331,JDK1-1-1
8,8522,JDK1-1-1
9,8746,JDK1-1-1
10,7857,JDK1-1-1
11,8693,JDK1-1-1
12,8607,JDK1-1-1
13,7882,JDK1-1-1
14,8639,JDK1-1-1
15,8416,JDK1-1-1
16,9016,JDK1-1-1
1,8711,JDK0.5-1-1
2,8684,JDK0.5-1-1
3,8865,JDK0.5-1-1
4,8704,JDK0.5-1-1
5,8163,JDK0.5-1-1
6,8096,JDK0.5-1-1
7,8549,JDK0.5-1-1
8,7854,JDK0.5-1-1
9,8698,JDK0.5-1-1
10,9045,JDK0.5-1-1
11,8270,JDK0.5-1-1
12,8430,JDK0.5-1-1
13,8175,JDK0.5-1-1
14,8272,JDK0.5-1-1
15,8249,JDK0.5-1-1
16,8411,JDK0.5-1-1
1,7717,JDK1.5-1-0.5
2,8099,JDK1.5-1-0.5
3,7512,JDK1.5-1-0.5
4,7639,JDK1.5-1-0.5
5,8358,JDK1.5-1-0.5
6,7653,JDK1.5-1-0.5
7,7534,JDK1.5-1-0.5
8,8411,JDK1.5-1-0.5
9,8622,JDK1.5-1-0.5
10,8582,JDK1.5-1-0.5
11,7982,JDK1.5-1-0.5
12,8719,JDK1.5-1-0.5
13,8379,JDK1.5-1-0.5
14,8342,JDK1.5-1-0.5
15,7517,JDK1.5-1-0.5
16,8616,JDK1.5-1-0.5
1,8680,JDK0.5-0.5-1
2,8276,JDK0.5-0.5-1
3,8456,JDK0.5-0.5-1
4,8596,JDK0.5-0.5-1
5,8650,JDK0.5-0.5-1
6,7436,JDK0.5-0.5-1
7,8410,JDK0.5-0.5-1
8,8581,JDK0.5-0.5-1
9,8149,JDK0.5-0.5-1
10,7956,JDK0.5-0.5-1
11,8484,JDK0.5-0.5-1
12,7766,JDK0.5-0.5-1
13,8480,JDK0.5-0.5-1
14,8611,JDK0.5-0.5-1
15,8384,JDK0.5-0.5-1
16,7872,JDK0.5-0.5-1
1,7880,JDK0.5-1-0.5
2,7593,JDK0.5-1-0.5
3,8340,JDK0.5-1-0.5
4,8240,JDK0.5-1-0.5
5,8302,JDK0.5-1-0.5
6,8261,JDK0.5-1-0.5
7,8301,JDK0.5-1-0.5
8,8425,JDK0.5-1-0.5
9,8241,JDK0.5-1-0.5
10,8364,JDK0.5-1-0.5
11,8104,JDK0.5-1-0.5
12,8702,JDK0.5-1-0.5
13,8214,JDK0.5-1-0.5
14,8350,JDK0.5-1-0.5
15,7983,JDK0.5-1-0.5
16,8172,JDK0.5-1-0.5
1,8528,JDK1.5-1-1.5
2,8850,JDK1.5-1-1.5
3,8733,JDK1.5-1-1.5
4,8048,JDK1.5-1-1.5
5,8477,JDK1.5-1-1.5
6,8296,JDK1.5-1-1.5
7,8736,JDK1.5-1-1.5
8,7663,JDK1.5-1-1.5
9,8559,JDK1.5-1-1.5
10,8108,JDK1.5-1-1.5
11,7308,JDK1.5-1-1.5
12,8929,JDK1.5-1-1.5
13,8589,JDK1.5-1-1.5
14,8815,JDK1.5-1-1.5
15,8509,JDK1.5-1-1.5
16,8183,JDK1.5-1-1.5
1,7943,JDKE
2,8180,JDKE
3,8217,JDKE
4,8638,JDKE
5,8231,JDKE
6,8129,JDKE
7,8818,JDKE
8,8553,JDKE
9,8648,JDKE
10,8221,JDKE
11,8482,JDKE
12,7980,JDKE
13,8935,JDKE
14,7752,JDKE
15,8236,JDKE
16,8772,JDKE
1,8568,JDK1-1-0.5
2,7560,JDK1-1-0.5
3,8571,JDK1-1-0.5
4,8793,JDK1-1-0.5
5,8332,JDK1-1-0.5
6,8217,JDK1-1-0.5
7,8292,JDK1-1-0.5
8,8546,JDK1-1-0.5
9,8985,JDK1-1-0.5
10,8769,JDK1-1-0.5
11,7719,JDK1-1-0.5
12,8564,JDK1-1-0.5
13,7597,JDK1-1-0.5
14,8134,JDK1-1-0.5
15,8002,JDK1-1-0.5
16,8505,JDK1-1-0.5
1,8342,JDK0.5-1-1.5
2,7600,JDK0.5-1-1.5
3,8170,JDK0.5-1-1.5
4,8540,JDK0.5-1-1.5
5,8405,JDK0.5-1-1.5
6,8662,JDK0.5-1-1.5
7,7828,JDK0.5-1-1.5
8,7683,JDK0.5-1-1.5
9,8772,JDK0.5-1-1.5
10,8118,JDK0.5-1-1.5
11,8157,JDK0.5-1-1.5
12,8428,JDK0.5-1-1.5
13,7531,JDK0.5-1-1.5
14,8089,JDK0.5-1-1.5
15,8120,JDK0.5-1-1.5
16,8561,JDK0.5-1-1.5
1,7953,JDK1.5-1-1
2,8047,JDK1.5-1-1
3,8597,JDK1.5-1-1
4,8101,JDK1.5-1-1
5,8810,JDK1.5-1-1
6,7976,JDK1.5-1-1
7,8167,JDK1.5-1-1
8,8819,JDK1.5-1-1
9,8437,JDK1.5-1-1
10,7929,JDK1.5-1-1
11,7179,JDK1.5-1-1
12,8198,JDK1.5-1-1
13,8473,JDK1.5-1-1
14,8547,JDK1.5-1-1
15,8291,JDK1.5-1-1
16,8289,JDK1.5-1-1
