Run,Time,JVM
1,6835,JDK0.5-0.5-1
2,6459,JDK0.5-0.5-1
3,6190,JDK0.5-0.5-1
4,6079,JDK0.5-0.5-1
5,6356,JDK0.5-0.5-1
6,5615,JDK0.5-0.5-1
7,6279,JDK0.5-0.5-1
8,6755,JDK0.5-0.5-1
9,5781,JDK0.5-0.5-1
10,6511,JDK0.5-0.5-1
11,6062,JDK0.5-0.5-1
12,6257,JDK0.5-0.5-1
13,6104,JDK0.5-0.5-1
14,6134,JDK0.5-0.5-1
15,5986,JDK0.5-0.5-1
16,6335,JDK0.5-0.5-1
1,6817,JDK0.5-1-0.5
2,6605,JDK0.5-1-0.5
3,5723,JDK0.5-1-0.5
4,6606,JDK0.5-1-0.5
5,6602,JDK0.5-1-0.5
6,5831,JDK0.5-1-0.5
7,6816,JDK0.5-1-0.5
8,6877,JDK0.5-1-0.5
9,6750,JDK0.5-1-0.5
10,6629,JDK0.5-1-0.5
11,6494,JDK0.5-1-0.5
12,6065,JDK0.5-1-0.5
13,6049,JDK0.5-1-0.5
14,5992,JDK0.5-1-0.5
15,6951,JDK0.5-1-0.5
16,6953,JDK0.5-1-0.5
1,6711,JDK1.5-1-0.5
2,6159,JDK1.5-1-0.5
3,6322,JDK1.5-1-0.5
4,6694,JDK1.5-1-0.5
5,6564,JDK1.5-1-0.5
6,6609,JDK1.5-1-0.5
7,6676,JDK1.5-1-0.5
8,5839,JDK1.5-1-0.5
9,6977,JDK1.5-1-0.5
10,6844,JDK1.5-1-0.5
11,7199,JDK1.5-1-0.5
12,6655,JDK1.5-1-0.5
13,6271,JDK1.5-1-0.5
14,6113,JDK1.5-1-0.5
15,6559,JDK1.5-1-0.5
16,6524,JDK1.5-1-0.5
1,6657,JDK1.5-1-1
2,6709,JDK1.5-1-1
3,6648,JDK1.5-1-1
4,6490,JDK1.5-1-1
1,6363,JDK1.5-1-1.5
2,6722,JDK1.5-1-1.5
3,6743,JDK1.5-1-1.5
4,6916,JDK1.5-1-1.5
5,6436,JDK1.5-1-1.5
6,6917,JDK1.5-1-1.5
7,6514,JDK1.5-1-1.5
8,6922,JDK1.5-1-1.5
9,7499,JDK1.5-1-1.5
10,6802,JDK1.5-1-1.5
11,5798,JDK1.5-1-1.5
12,7064,JDK1.5-1-1.5
13,5869,JDK1.5-1-1.5
14,7321,JDK1.5-1-1.5
15,7088,JDK1.5-1-1.5
16,6754,JDK1.5-1-1.5
1,6722,JDK1-1-0.5
2,5882,JDK1-1-0.5
3,5934,JDK1-1-0.5
4,6427,JDK1-1-0.5
5,6937,JDK1-1-0.5
6,6096,JDK1-1-0.5
7,5701,JDK1-1-0.5
8,5978,JDK1-1-0.5
9,7181,JDK1-1-0.5
10,6242,JDK1-1-0.5
11,6961,JDK1-1-0.5
12,6376,JDK1-1-0.5
13,6209,JDK1-1-0.5
14,6933,JDK1-1-0.5
15,6503,JDK1-1-0.5
16,6425,JDK1-1-0.5
1,6371,JDK1-1-1
2,6883,JDK1-1-1
3,6521,JDK1-1-1
4,6544,JDK1-1-1
5,6742,JDK1-1-1
6,6776,JDK1-1-1
7,6425,JDK1-1-1
8,6340,JDK1-1-1
9,5938,JDK1-1-1
10,6161,JDK1-1-1
11,6594,JDK1-1-1
12,6396,JDK1-1-1
13,6853,JDK1-1-1
14,6781,JDK1-1-1
15,6337,JDK1-1-1
16,7058,JDK1-1-1
1,7292,JDK0.5-1-1
2,6643,JDK0.5-1-1
3,7071,JDK0.5-1-1
4,6707,JDK0.5-1-1
5,6537,JDK0.5-1-1
6,7447,JDK0.5-1-1
7,6797,JDK0.5-1-1
8,7157,JDK0.5-1-1
9,7163,JDK0.5-1-1
10,6694,JDK0.5-1-1
11,6724,JDK0.5-1-1
12,6956,JDK0.5-1-1
13,6912,JDK0.5-1-1
14,7313,JDK0.5-1-1
15,5958,JDK0.5-1-1
16,7206,JDK0.5-1-1
1,5132,JDKF
2,5481,JDKF
3,5940,JDKF
4,5998,JDKF
5,6061,JDKF
6,5889,JDKF
7,4989,JDKF
8,5632,JDKF
9,5925,JDKF
10,5451,JDKF
11,5681,JDKF
12,6091,JDKF
13,5928,JDKF
14,5797,JDKF
15,5584,JDKF
16,6108,JDKF
1,6538,JDKE
2,7299,JDKE
3,6902,JDKE
4,6778,JDKE
5,6576,JDKE
6,6977,JDKE
7,6754,JDKE
8,7133,JDKE
9,7011,JDKE
10,7261,JDKE
11,6065,JDKE
12,6444,JDKE
13,7243,JDKE
14,7252,JDKE
15,7355,JDKE
16,6918,JDKE
1,6422,JDK0.5-1-1.5
2,7060,JDK0.5-1-1.5
3,6188,JDK0.5-1-1.5
4,6054,JDK0.5-1-1.5
5,5990,JDK0.5-1-1.5
6,6723,JDK0.5-1-1.5
7,5785,JDK0.5-1-1.5
8,6426,JDK0.5-1-1.5
9,6609,JDK0.5-1-1.5
10,6766,JDK0.5-1-1.5
11,6289,JDK0.5-1-1.5
12,6500,JDK0.5-1-1.5
13,6257,JDK0.5-1-1.5
14,6161,JDK0.5-1-1.5
15,6016,JDK0.5-1-1.5
16,6627,JDK0.5-1-1.5
