Run,Time,JVM
1,6675,JDK0.5-0.5-1
2,7577,JDK0.5-0.5-1
3,8224,JDK0.5-0.5-1
4,7919,JDK0.5-0.5-1
5,7049,JDK0.5-0.5-1
6,6519,JDK0.5-0.5-1
7,8041,JDK0.5-0.5-1
8,8100,JDK0.5-0.5-1
9,6789,JDK0.5-0.5-1
10,6549,JDK0.5-0.5-1
11,7048,JDK0.5-0.5-1
12,7570,JDK0.5-0.5-1
13,6753,JDK0.5-0.5-1
14,5852,JDK0.5-0.5-1
15,8670,JDK0.5-0.5-1
16,7204,JDK0.5-0.5-1
1,7108,JDK0.5-1-0.5
2,7253,JDK0.5-1-0.5
3,7348,JDK0.5-1-0.5
4,6835,JDK0.5-1-0.5
5,6610,JDK0.5-1-0.5
6,7636,JDK0.5-1-0.5
7,6867,JDK0.5-1-0.5
8,6362,JDK0.5-1-0.5
9,6300,JDK0.5-1-0.5
10,7496,JDK0.5-1-0.5
11,7463,JDK0.5-1-0.5
12,7023,JDK0.5-1-0.5
13,8206,JDK0.5-1-0.5
14,6862,JDK0.5-1-0.5
15,7660,JDK0.5-1-0.5
16,12573,JDK0.5-1-0.5
1,6475,JDK1.5-1-0.5
2,8080,JDK1.5-1-0.5
3,7794,JDK1.5-1-0.5
4,7180,JDK1.5-1-0.5
5,6499,JDK1.5-1-0.5
6,8354,JDK1.5-1-0.5
7,7454,JDK1.5-1-0.5
8,7583,JDK1.5-1-0.5
9,7179,JDK1.5-1-0.5
10,8175,JDK1.5-1-0.5
11,6232,JDK1.5-1-0.5
12,9483,JDK1.5-1-0.5
13,7068,JDK1.5-1-0.5
14,6270,JDK1.5-1-0.5
15,7584,JDK1.5-1-0.5
16,7320,JDK1.5-1-0.5
1,8506,JDK1-1-0.5
2,6182,JDK1-1-0.5
3,6165,JDK1-1-0.5
4,7265,JDK1-1-0.5
5,7479,JDK1-1-0.5
6,6283,JDK1-1-0.5
7,6812,JDK1-1-0.5
8,7133,JDK1-1-0.5
9,6634,JDK1-1-0.5
10,7176,JDK1-1-0.5
11,6307,JDK1-1-0.5
12,8056,JDK1-1-0.5
13,8401,JDK1-1-0.5
14,7387,JDK1-1-0.5
15,9135,JDK1-1-0.5
16,6787,JDK1-1-0.5
1,7221,JDK1-1-1
2,8369,JDK1-1-1
3,8312,JDK1-1-1
4,9214,JDK1-1-1
5,7396,JDK1-1-1
6,7679,JDK1-1-1
7,7399,JDK1-1-1
8,7162,JDK1-1-1
9,7140,JDK1-1-1
10,7053,JDK1-1-1
11,7482,JDK1-1-1
12,6453,JDK1-1-1
13,7135,JDK1-1-1
14,7320,JDK1-1-1
15,7768,JDK1-1-1
16,8139,JDK1-1-1
1,8928,JDK1.5-1-1
2,8133,JDK1.5-1-1
3,8678,JDK1.5-1-1
4,9196,JDK1.5-1-1
5,10207,JDK1.5-1-1
6,8033,JDK1.5-1-1
7,8348,JDK1.5-1-1
8,6728,JDK1.5-1-1
9,7141,JDK1.5-1-1
10,8536,JDK1.5-1-1
11,8158,JDK1.5-1-1
12,8410,JDK1.5-1-1
13,7301,JDK1.5-1-1
14,8255,JDK1.5-1-1
15,8090,JDK1.5-1-1
16,7877,JDK1.5-1-1
1,7190,JDK1.5-1-1.5
2,7934,JDK1.5-1-1.5
3,6427,JDK1.5-1-1.5
4,9090,JDK1.5-1-1.5
5,7586,JDK1.5-1-1.5
6,5918,JDK1.5-1-1.5
7,7956,JDK1.5-1-1.5
8,7209,JDK1.5-1-1.5
9,7253,JDK1.5-1-1.5
10,6031,JDK1.5-1-1.5
11,6772,JDK1.5-1-1.5
12,7947,JDK1.5-1-1.5
13,6787,JDK1.5-1-1.5
14,6386,JDK1.5-1-1.5
15,6209,JDK1.5-1-1.5
16,7904,JDK1.5-1-1.5
1,7356,JDK0.5-1-1
2,7281,JDK0.5-1-1
3,7373,JDK0.5-1-1
4,7307,JDK0.5-1-1
5,8868,JDK0.5-1-1
6,6978,JDK0.5-1-1
7,7218,JDK0.5-1-1
8,6825,JDK0.5-1-1
9,15808,JDK0.5-1-1
10,6734,JDK0.5-1-1
11,7193,JDK0.5-1-1
12,7028,JDK0.5-1-1
13,7036,JDK0.5-1-1
14,6907,JDK0.5-1-1
15,8114,JDK0.5-1-1
16,9072,JDK0.5-1-1
1,5910,JDKF
2,5698,JDKF
3,6199,JDKF
4,5732,JDKF
5,5007,JDKF
6,5643,JDKF
7,5718,JDKF
8,6265,JDKF
9,5780,JDKF
10,5715,JDKF
11,5769,JDKF
12,5477,JDKF
13,5685,JDKF
14,5625,JDKF
15,6190,JDKF
16,6150,JDKF
1,6881,JDKE
2,7219,JDKE
3,7189,JDKE
4,7484,JDKE
5,7205,JDKE
6,8096,JDKE
7,6607,JDKE
8,6796,JDKE
9,6899,JDKE
10,6804,JDKE
11,6507,JDKE
12,6236,JDKE
13,6899,JDKE
14,7149,JDKE
15,7051,JDKE
16,6937,JDKE
1,7217,JDK0.5-1-1.5
2,7141,JDK0.5-1-1.5
3,7076,JDK0.5-1-1.5
4,7333,JDK0.5-1-1.5
5,7407,JDK0.5-1-1.5
6,6780,JDK0.5-1-1.5
7,10732,JDK0.5-1-1.5
8,7222,JDK0.5-1-1.5
9,7776,JDK0.5-1-1.5
10,7430,JDK0.5-1-1.5
11,8045,JDK0.5-1-1.5
12,10255,JDK0.5-1-1.5
13,7796,JDK0.5-1-1.5
14,6537,JDK0.5-1-1.5
15,6775,JDK0.5-1-1.5
16,6921,JDK0.5-1-1.5
