Run,Time,JVM
1,688,JDK0.5-0.5-1
2,668,JDK0.5-0.5-1
3,700,JDK0.5-0.5-1
4,742,JDK0.5-0.5-1
5,786,JDK0.5-0.5-1
6,698,JDK0.5-0.5-1
7,711,JDK0.5-0.5-1
8,753,JDK0.5-0.5-1
9,772,JDK0.5-0.5-1
10,853,JDK0.5-0.5-1
11,682,JDK0.5-0.5-1
12,706,JDK0.5-0.5-1
13,679,JDK0.5-0.5-1
14,897,JDK0.5-0.5-1
15,834,JDK0.5-0.5-1
16,694,JDK0.5-0.5-1
1,664,JDK0.5-1-1.5
2,736,JDK0.5-1-1.5
3,794,JDK0.5-1-1.5
4,683,JDK0.5-1-1.5
5,658,JDK0.5-1-1.5
6,669,JDK0.5-1-1.5
7,707,JDK0.5-1-1.5
8,658,JDK0.5-1-1.5
9,679,JDK0.5-1-1.5
10,668,JDK0.5-1-1.5
11,674,JDK0.5-1-1.5
12,657,JDK0.5-1-1.5
13,753,JDK0.5-1-1.5
14,680,JDK0.5-1-1.5
15,666,JDK0.5-1-1.5
16,739,JDK0.5-1-1.5
1,804,JDKE
2,849,JDKE
3,812,JDKE
4,730,JDKE
5,1033,JDKE
6,989,JDKE
7,752,JDKE
8,809,JDKE
9,919,JDKE
10,923,JDKE
11,875,JDKE
12,763,JDKE
13,1140,JDKE
14,800,JDKE
15,900,JDKE
16,782,JDKE
1,785,JDK1.5-1-1
2,684,JDK1.5-1-1
3,866,JDK1.5-1-1
4,726,JDK1.5-1-1
5,685,JDK1.5-1-1
6,751,JDK1.5-1-1
7,1123,JDK1.5-1-1
8,709,JDK1.5-1-1
9,903,JDK1.5-1-1
10,787,JDK1.5-1-1
11,760,JDK1.5-1-1
12,647,JDK1.5-1-1
13,729,JDK1.5-1-1
14,794,JDK1.5-1-1
15,689,JDK1.5-1-1
16,734,JDK1.5-1-1
1,668,JDK1-1-0.5
2,713,JDK1-1-0.5
3,894,JDK1-1-0.5
4,657,JDK1-1-0.5
5,660,JDK1-1-0.5
6,670,JDK1-1-0.5
7,718,JDK1-1-0.5
8,671,JDK1-1-0.5
9,672,JDK1-1-0.5
10,641,JDK1-1-0.5
11,705,JDK1-1-0.5
12,696,JDK1-1-0.5
13,729,JDK1-1-0.5
14,706,JDK1-1-0.5
15,733,JDK1-1-0.5
16,739,JDK1-1-0.5
1,765,JDK0.5-1-1
2,829,JDK0.5-1-1
3,750,JDK0.5-1-1
4,746,JDK0.5-1-1
5,699,JDK0.5-1-1
6,695,JDK0.5-1-1
7,712,JDK0.5-1-1
8,770,JDK0.5-1-1
9,735,JDK0.5-1-1
10,677,JDK0.5-1-1
11,755,JDK0.5-1-1
12,971,JDK0.5-1-1
13,776,JDK0.5-1-1
14,900,JDK0.5-1-1
15,1183,JDK0.5-1-1
16,798,JDK0.5-1-1
1,1362,JDKF
2,1321,JDKF
3,1494,JDKF
4,1348,JDKF
5,1350,JDKF
6,1206,JDKF
7,1389,JDKF
8,1417,JDKF
9,1334,JDKF
10,1339,JDKF
11,1467,JDKF
12,1385,JDKF
13,1227,JDKF
14,1266,JDKF
15,1164,JDKF
16,1327,JDKF
1,761,JDK1.5-1-1.5
2,706,JDK1.5-1-1.5
3,753,JDK1.5-1-1.5
4,750,JDK1.5-1-1.5
5,760,JDK1.5-1-1.5
6,808,JDK1.5-1-1.5
7,886,JDK1.5-1-1.5
8,720,JDK1.5-1-1.5
9,802,JDK1.5-1-1.5
10,708,JDK1.5-1-1.5
11,718,JDK1.5-1-1.5
12,806,JDK1.5-1-1.5
13,808,JDK1.5-1-1.5
14,760,JDK1.5-1-1.5
15,815,JDK1.5-1-1.5
16,750,JDK1.5-1-1.5
1,753,JDK0.5-1-0.5
2,629,JDK0.5-1-0.5
3,699,JDK0.5-1-0.5
4,739,JDK0.5-1-0.5
5,668,JDK0.5-1-0.5
6,716,JDK0.5-1-0.5
7,724,JDK0.5-1-0.5
8,650,JDK0.5-1-0.5
9,691,JDK0.5-1-0.5
10,677,JDK0.5-1-0.5
11,718,JDK0.5-1-0.5
12,675,JDK0.5-1-0.5
13,760,JDK0.5-1-0.5
14,671,JDK0.5-1-0.5
15,620,JDK0.5-1-0.5
16,670,JDK0.5-1-0.5
1,692,JDK1-1-1
2,648,JDK1-1-1
3,654,JDK1-1-1
4,744,JDK1-1-1
5,649,JDK1-1-1
6,705,JDK1-1-1
7,640,JDK1-1-1
8,658,JDK1-1-1
9,636,JDK1-1-1
10,659,JDK1-1-1
11,667,JDK1-1-1
12,686,JDK1-1-1
13,657,JDK1-1-1
14,680,JDK1-1-1
15,691,JDK1-1-1
16,653,JDK1-1-1
1,670,JDK1.5-1-0.5
2,642,JDK1.5-1-0.5
3,702,JDK1.5-1-0.5
4,619,JDK1.5-1-0.5
5,641,JDK1.5-1-0.5
6,662,JDK1.5-1-0.5
7,737,JDK1.5-1-0.5
8,714,JDK1.5-1-0.5
9,634,JDK1.5-1-0.5
10,712,JDK1.5-1-0.5
11,631,JDK1.5-1-0.5
12,640,JDK1.5-1-0.5
13,688,JDK1.5-1-0.5
14,692,JDK1.5-1-0.5
15,670,JDK1.5-1-0.5
16,640,JDK1.5-1-0.5
