Run,Time,JVM
1,8065,JDK0.5-1-0.5
2,7923,JDK0.5-1-0.5
3,8022,JDK0.5-1-0.5
4,7658,JDK0.5-1-0.5
5,7924,JDK0.5-1-0.5
6,7698,JDK0.5-1-0.5
7,7910,JDK0.5-1-0.5
8,7624,JDK0.5-1-0.5
9,8239,JDK0.5-1-0.5
10,8038,JDK0.5-1-0.5
11,8060,JDK0.5-1-0.5
12,7776,JDK0.5-1-0.5
13,7849,JDK0.5-1-0.5
14,7826,JDK0.5-1-0.5
15,7640,JDK0.5-1-0.5
16,7977,JDK0.5-1-0.5
1,8373,JDKF
2,8407,JDKF
3,8380,JDKF
4,8677,JDKF
5,8644,JDKF
6,8589,JDKF
7,8582,JDKF
8,8477,JDKF
9,8524,JDKF
10,8541,JDKF
11,8170,JDKF
12,8451,JDKF
13,8355,JDKF
14,8291,JDKF
15,8347,JDKF
16,8479,JDKF
1,7801,JDK1.5-1-1
2,7958,JDK1.5-1-1
3,7767,JDK1.5-1-1
4,7608,JDK1.5-1-1
5,7603,JDK1.5-1-1
6,7591,JDK1.5-1-1
7,7557,JDK1.5-1-1
8,7748,JDK1.5-1-1
9,7779,JDK1.5-1-1
10,7418,JDK1.5-1-1
11,7554,JDK1.5-1-1
12,8015,JDK1.5-1-1
13,7953,JDK1.5-1-1
14,7822,JDK1.5-1-1
15,7543,JDK1.5-1-1
16,7839,JDK1.5-1-1
1,7930,JDK1.5-1-0.5
2,8212,JDK1.5-1-0.5
3,7816,JDK1.5-1-0.5
4,8051,JDK1.5-1-0.5
5,8038,JDK1.5-1-0.5
6,7790,JDK1.5-1-0.5
7,7958,JDK1.5-1-0.5
8,7903,JDK1.5-1-0.5
9,8068,JDK1.5-1-0.5
10,7809,JDK1.5-1-0.5
11,7743,JDK1.5-1-0.5
12,7924,JDK1.5-1-0.5
13,8109,JDK1.5-1-0.5
14,8084,JDK1.5-1-0.5
15,7704,JDK1.5-1-0.5
16,7939,JDK1.5-1-0.5
1,7685,JDK1-1-1
2,7809,JDK1-1-1
3,7998,JDK1-1-1
4,7729,JDK1-1-1
5,7886,JDK1-1-1
6,7950,JDK1-1-1
7,7865,JDK1-1-1
8,7871,JDK1-1-1
9,7882,JDK1-1-1
10,7979,JDK1-1-1
11,7875,JDK1-1-1
12,7705,JDK1-1-1
13,8085,JDK1-1-1
14,7921,JDK1-1-1
15,7935,JDK1-1-1
16,7919,JDK1-1-1
1,7630,JDK0.5-0.5-1
2,7465,JDK0.5-0.5-1
3,7870,JDK0.5-0.5-1
4,7787,JDK0.5-0.5-1
5,8021,JDK0.5-0.5-1
6,8060,JDK0.5-0.5-1
7,7520,JDK0.5-0.5-1
8,7588,JDK0.5-0.5-1
9,7640,JDK0.5-0.5-1
10,7676,JDK0.5-0.5-1
11,7554,JDK0.5-0.5-1
12,7622,JDK0.5-0.5-1
13,8022,JDK0.5-0.5-1
14,7690,JDK0.5-0.5-1
15,7583,JDK0.5-0.5-1
16,7507,JDK0.5-0.5-1
1,7933,JDK0.5-1-1.5
2,8085,JDK0.5-1-1.5
3,8234,JDK0.5-1-1.5
4,8034,JDK0.5-1-1.5
5,7928,JDK0.5-1-1.5
6,7989,JDK0.5-1-1.5
7,8138,JDK0.5-1-1.5
8,7879,JDK0.5-1-1.5
9,7784,JDK0.5-1-1.5
10,8072,JDK0.5-1-1.5
11,7964,JDK0.5-1-1.5
12,7969,JDK0.5-1-1.5
13,7785,JDK0.5-1-1.5
14,8082,JDK0.5-1-1.5
15,7908,JDK0.5-1-1.5
16,7810,JDK0.5-1-1.5
1,7650,JDK1.5-1-1.5
2,7895,JDK1.5-1-1.5
3,7605,JDK1.5-1-1.5
4,7432,JDK1.5-1-1.5
5,7537,JDK1.5-1-1.5
6,7607,JDK1.5-1-1.5
7,7444,JDK1.5-1-1.5
8,7637,JDK1.5-1-1.5
9,7629,JDK1.5-1-1.5
10,7607,JDK1.5-1-1.5
11,7454,JDK1.5-1-1.5
12,7687,JDK1.5-1-1.5
13,7523,JDK1.5-1-1.5
14,7838,JDK1.5-1-1.5
15,7830,JDK1.5-1-1.5
16,7594,JDK1.5-1-1.5
1,8127,JDK1-1-0.5
2,8043,JDK1-1-0.5
3,7899,JDK1-1-0.5
4,8050,JDK1-1-0.5
5,7982,JDK1-1-0.5
6,7973,JDK1-1-0.5
7,7718,JDK1-1-0.5
8,8023,JDK1-1-0.5
9,8177,JDK1-1-0.5
10,8148,JDK1-1-0.5
11,7934,JDK1-1-0.5
12,8076,JDK1-1-0.5
13,8135,JDK1-1-0.5
14,7869,JDK1-1-0.5
15,8150,JDK1-1-0.5
16,7799,JDK1-1-0.5
1,7585,JDK0.5-1-1
2,7513,JDK0.5-1-1
3,7626,JDK0.5-1-1
4,7617,JDK0.5-1-1
5,7936,JDK0.5-1-1
6,7511,JDK0.5-1-1
7,7586,JDK0.5-1-1
8,7740,JDK0.5-1-1
9,7684,JDK0.5-1-1
10,7977,JDK0.5-1-1
11,7610,JDK0.5-1-1
12,7783,JDK0.5-1-1
13,7366,JDK0.5-1-1
14,7593,JDK0.5-1-1
15,7731,JDK0.5-1-1
16,7587,JDK0.5-1-1
1,10469,JDKE
2,10192,JDKE
3,11674,JDKE
4,9034,JDKE
5,9434,JDKE
6,8696,JDKE
7,8723,JDKE
8,8474,JDKE
9,8894,JDKE
10,9132,JDKE
11,8271,JDKE
12,8404,JDKE
13,8730,JDKE
14,7897,JDKE
15,8806,JDKE
16,9790,JDKE
