Run,Time,JVM
1,175674,JDKF
2,172593,JDKF
3,172847,JDKF
4,174040,JDKF
5,173600,JDKF
6,166687,JDKF
7,172434,JDKF
8,174969,JDKF
9,173912,JDKF
10,174741,JDKF
11,174269,JDKF
12,175488,JDKF
13,174279,JDKF
14,173419,JDKF
15,174654,JDKF
16,174473,JDKF
1,176176,JDK1.5-1-0.5
2,171559,JDK1.5-1-0.5
3,175895,JDK1.5-1-0.5
4,175460,JDK1.5-1-0.5
5,177166,JDK1.5-1-0.5
6,175687,JDK1.5-1-0.5
7,176288,JDK1.5-1-0.5
8,170316,JDK1.5-1-0.5
9,174866,JDK1.5-1-0.5
10,174362,JDK1.5-1-0.5
11,176141,JDK1.5-1-0.5
12,178086,JDK1.5-1-0.5
13,175129,JDK1.5-1-0.5
14,175581,JDK1.5-1-0.5
15,177314,JDK1.5-1-0.5
16,175077,JDK1.5-1-0.5
1,170349,JDK0.5-1-1
2,170933,JDK0.5-1-1
3,172014,JDK0.5-1-1
4,171489,JDK0.5-1-1
5,167833,JDK0.5-1-1
6,170728,JDK0.5-1-1
7,169799,JDK0.5-1-1
8,170031,JDK0.5-1-1
9,171734,JDK0.5-1-1
10,171153,JDK0.5-1-1
11,173376,JDK0.5-1-1
12,170015,JDK0.5-1-1
13,166937,JDK0.5-1-1
14,171736,JDK0.5-1-1
15,170763,JDK0.5-1-1
16,170715,JDK0.5-1-1
1,175641,JDK1-1-1
2,175066,JDK1-1-1
3,175349,JDK1-1-1
4,176838,JDK1-1-1
5,172282,JDK1-1-1
6,175203,JDK1-1-1
7,176351,JDK1-1-1
8,173040,JDK1-1-1
9,175918,JDK1-1-1
10,174778,JDK1-1-1
11,174759,JDK1-1-1
12,175504,JDK1-1-1
13,174818,JDK1-1-1
14,174161,JDK1-1-1
15,175983,JDK1-1-1
16,175601,JDK1-1-1
1,177233,JDK1-1-0.5
2,176146,JDK1-1-0.5
3,176784,JDK1-1-0.5
4,175297,JDK1-1-0.5
5,172671,JDK1-1-0.5
6,177897,JDK1-1-0.5
7,176188,JDK1-1-0.5
8,175931,JDK1-1-0.5
9,176882,JDK1-1-0.5
10,176613,JDK1-1-0.5
11,175873,JDK1-1-0.5
12,176986,JDK1-1-0.5
13,175211,JDK1-1-0.5
14,175335,JDK1-1-0.5
15,177263,JDK1-1-0.5
16,173688,JDK1-1-0.5
1,172386,JDKE
2,172578,JDKE
3,168858,JDKE
4,168108,JDKE
5,169718,JDKE
6,170384,JDKE
7,172087,JDKE
8,171684,JDKE
9,171176,JDKE
10,171070,JDKE
11,172076,JDKE
12,168499,JDKE
13,172280,JDKE
14,172841,JDKE
15,170050,JDKE
16,172975,JDKE
1,171813,JDK1.5-1-1.5
2,170076,JDK1.5-1-1.5
3,163320,JDK1.5-1-1.5
4,170867,JDK1.5-1-1.5
5,168964,JDK1.5-1-1.5
6,170804,JDK1.5-1-1.5
7,171759,JDK1.5-1-1.5
8,165040,JDK1.5-1-1.5
9,167779,JDK1.5-1-1.5
10,170604,JDK1.5-1-1.5
11,171198,JDK1.5-1-1.5
12,168996,JDK1.5-1-1.5
13,169866,JDK1.5-1-1.5
14,165817,JDK1.5-1-1.5
15,162899,JDK1.5-1-1.5
16,173348,JDK1.5-1-1.5
1,174260,JDK0.5-1-0.5
2,176805,JDK0.5-1-0.5
3,176352,JDK0.5-1-0.5
4,175463,JDK0.5-1-0.5
5,174617,JDK0.5-1-0.5
6,174051,JDK0.5-1-0.5
7,176758,JDK0.5-1-0.5
8,174670,JDK0.5-1-0.5
9,174635,JDK0.5-1-0.5
10,171824,JDK0.5-1-0.5
11,173690,JDK0.5-1-0.5
12,176685,JDK0.5-1-0.5
13,176330,JDK0.5-1-0.5
14,176596,JDK0.5-1-0.5
15,176133,JDK0.5-1-0.5
16,175568,JDK0.5-1-0.5
1,174118,JDK0.5-0.5-1
2,170642,JDK0.5-0.5-1
3,174198,JDK0.5-0.5-1
4,173652,JDK0.5-0.5-1
5,169513,JDK0.5-0.5-1
6,174431,JDK0.5-0.5-1
7,173246,JDK0.5-0.5-1
8,171078,JDK0.5-0.5-1
9,175486,JDK0.5-0.5-1
10,174737,JDK0.5-0.5-1
11,174517,JDK0.5-0.5-1
12,172536,JDK0.5-0.5-1
13,174190,JDK0.5-0.5-1
14,175239,JDK0.5-0.5-1
15,174174,JDK0.5-0.5-1
16,174228,JDK0.5-0.5-1
1,170191,JDK1.5-1-1
2,173561,JDK1.5-1-1
3,170919,JDK1.5-1-1
4,170443,JDK1.5-1-1
5,170541,JDK1.5-1-1
6,172411,JDK1.5-1-1
7,171970,JDK1.5-1-1
8,170166,JDK1.5-1-1
9,170164,JDK1.5-1-1
10,173162,JDK1.5-1-1
11,169597,JDK1.5-1-1
12,166507,JDK1.5-1-1
13,170449,JDK1.5-1-1
14,171548,JDK1.5-1-1
15,169953,JDK1.5-1-1
16,172832,JDK1.5-1-1
1,176494,JDK0.5-1-1.5
2,175870,JDK0.5-1-1.5
3,175738,JDK0.5-1-1.5
4,172092,JDK0.5-1-1.5
5,177174,JDK0.5-1-1.5
6,176874,JDK0.5-1-1.5
7,174289,JDK0.5-1-1.5
8,175811,JDK0.5-1-1.5
9,178338,JDK0.5-1-1.5
10,176633,JDK0.5-1-1.5
11,175262,JDK0.5-1-1.5
12,175232,JDK0.5-1-1.5
13,175806,JDK0.5-1-1.5
14,175332,JDK0.5-1-1.5
15,172489,JDK0.5-1-1.5
16,175608,JDK0.5-1-1.5
