Run,Time,JVM
1,8637,JDK0.5-1-1.5
2,8272,JDK0.5-1-1.5
3,7755,JDK0.5-1-1.5
4,8097,JDK0.5-1-1.5
5,8766,JDK0.5-1-1.5
6,8052,JDK0.5-1-1.5
7,8131,JDK0.5-1-1.5
8,8027,JDK0.5-1-1.5
9,8566,JDK0.5-1-1.5
10,7872,JDK0.5-1-1.5
11,8571,JDK0.5-1-1.5
12,8633,JDK0.5-1-1.5
13,8513,JDK0.5-1-1.5
14,8130,JDK0.5-1-1.5
15,8046,JDK0.5-1-1.5
16,8399,JDK0.5-1-1.5
1,8242,JDK1.5-1-1
2,8043,JDK1.5-1-1
3,8558,JDK1.5-1-1
4,7879,JDK1.5-1-1
5,8337,JDK1.5-1-1
6,7931,JDK1.5-1-1
7,7876,JDK1.5-1-1
8,8232,JDK1.5-1-1
9,8278,JDK1.5-1-1
10,8968,JDK1.5-1-1
11,8201,JDK1.5-1-1
12,8707,JDK1.5-1-1
13,8353,JDK1.5-1-1
14,8587,JDK1.5-1-1
15,8284,JDK1.5-1-1
16,8394,JDK1.5-1-1
1,8783,JDK0.5-0.5-1
2,8362,JDK0.5-0.5-1
3,8529,JDK0.5-0.5-1
4,8364,JDK0.5-0.5-1
5,8015,JDK0.5-0.5-1
6,8458,JDK0.5-0.5-1
7,8422,JDK0.5-0.5-1
8,8838,JDK0.5-0.5-1
9,9054,JDK0.5-0.5-1
10,8973,JDK0.5-0.5-1
11,8753,JDK0.5-0.5-1
12,8306,JDK0.5-0.5-1
13,9026,JDK0.5-0.5-1
14,8836,JDK0.5-0.5-1
15,8476,JDK0.5-0.5-1
16,8243,JDK0.5-0.5-1
1,8295,JDK0.5-1-0.5
2,8160,JDK0.5-1-0.5
3,8717,JDK0.5-1-0.5
4,8222,JDK0.5-1-0.5
5,8710,JDK0.5-1-0.5
6,8482,JDK0.5-1-0.5
7,7947,JDK0.5-1-0.5
8,8397,JDK0.5-1-0.5
9,8602,JDK0.5-1-0.5
10,8321,JDK0.5-1-0.5
11,8052,JDK0.5-1-0.5
12,8754,JDK0.5-1-0.5
13,8280,JDK0.5-1-0.5
14,8590,JDK0.5-1-0.5
15,8215,JDK0.5-1-0.5
16,8263,JDK0.5-1-0.5
1,8059,JDKE
2,8368,JDKE
3,8601,JDKE
4,9360,JDKE
5,8865,JDKE
6,8274,JDKE
7,8351,JDKE
8,8132,JDKE
9,9042,JDKE
10,8304,JDKE
11,8814,JDKE
12,8255,JDKE
13,8152,JDKE
14,11265,JDKE
15,9414,JDKE
16,8936,JDKE
1,8505,JDK1.5-1-1.5
2,8217,JDK1.5-1-1.5
3,8273,JDK1.5-1-1.5
4,8141,JDK1.5-1-1.5
5,8406,JDK1.5-1-1.5
6,8127,JDK1.5-1-1.5
7,8876,JDK1.5-1-1.5
8,8272,JDK1.5-1-1.5
9,8230,JDK1.5-1-1.5
10,8374,JDK1.5-1-1.5
11,7806,JDK1.5-1-1.5
12,8656,JDK1.5-1-1.5
13,8056,JDK1.5-1-1.5
14,8763,JDK1.5-1-1.5
15,8017,JDK1.5-1-1.5
16,8344,JDK1.5-1-1.5
1,8063,JDK1-1-0.5
2,8307,JDK1-1-0.5
3,8521,JDK1-1-0.5
4,8261,JDK1-1-0.5
5,8096,JDK1-1-0.5
6,8581,JDK1-1-0.5
7,8044,JDK1-1-0.5
8,8454,JDK1-1-0.5
9,8866,JDK1-1-0.5
10,8531,JDK1-1-0.5
11,7959,JDK1-1-0.5
12,8286,JDK1-1-0.5
13,8514,JDK1-1-0.5
14,8638,JDK1-1-0.5
15,8507,JDK1-1-0.5
16,8652,JDK1-1-0.5
1,8887,JDK1-1-1
2,8333,JDK1-1-1
3,9346,JDK1-1-1
4,8800,JDK1-1-1
5,8672,JDK1-1-1
6,8815,JDK1-1-1
7,8895,JDK1-1-1
8,8217,JDK1-1-1
9,8032,JDK1-1-1
10,8593,JDK1-1-1
11,8376,JDK1-1-1
12,8319,JDK1-1-1
13,8265,JDK1-1-1
14,8578,JDK1-1-1
15,8431,JDK1-1-1
16,8209,JDK1-1-1
1,8048,JDK0.5-1-1
2,8210,JDK0.5-1-1
3,8866,JDK0.5-1-1
4,7908,JDK0.5-1-1
5,8242,JDK0.5-1-1
6,8333,JDK0.5-1-1
7,8424,JDK0.5-1-1
8,8930,JDK0.5-1-1
9,8812,JDK0.5-1-1
10,8662,JDK0.5-1-1
11,8297,JDK0.5-1-1
12,8212,JDK0.5-1-1
13,8959,JDK0.5-1-1
14,8582,JDK0.5-1-1
15,7921,JDK0.5-1-1
16,8218,JDK0.5-1-1
1,8071,JDK1.5-1-0.5
2,8663,JDK1.5-1-0.5
3,8113,JDK1.5-1-0.5
4,8579,JDK1.5-1-0.5
5,8208,JDK1.5-1-0.5
6,7903,JDK1.5-1-0.5
7,8217,JDK1.5-1-0.5
8,8195,JDK1.5-1-0.5
9,7891,JDK1.5-1-0.5
10,8157,JDK1.5-1-0.5
11,8513,JDK1.5-1-0.5
12,8713,JDK1.5-1-0.5
13,8964,JDK1.5-1-0.5
14,7813,JDK1.5-1-0.5
15,7773,JDK1.5-1-0.5
16,8577,JDK1.5-1-0.5
1,7720,JDKF
2,8383,JDKF
3,7773,JDKF
4,7696,JDKF
5,7813,JDKF
6,7826,JDKF
7,8055,JDKF
8,8373,JDKF
9,7947,JDKF
10,8009,JDKF
11,8374,JDKF
12,8330,JDKF
13,7951,JDKF
14,7838,JDKF
15,8277,JDKF
16,7658,JDKF
