Run,Time,JVM
1,171537,JDK0.5-0.5-1
2,170677,JDK0.5-0.5-1
3,173756,JDK0.5-0.5-1
4,173621,JDK0.5-0.5-1
5,169428,JDK0.5-0.5-1
6,171059,JDK0.5-0.5-1
7,170040,JDK0.5-0.5-1
8,169155,JDK0.5-0.5-1
9,169373,JDK0.5-0.5-1
10,169373,JDK0.5-0.5-1
11,170239,JDK0.5-0.5-1
12,167292,JDK0.5-0.5-1
13,169775,JDK0.5-0.5-1
14,170786,JDK0.5-0.5-1
15,169959,JDK0.5-0.5-1
16,170945,JDK0.5-0.5-1
1,174917,JDK0.5-1-0.5
2,170582,JDK0.5-1-0.5
3,175115,JDK0.5-1-0.5
4,175276,JDK0.5-1-0.5
5,176918,JDK0.5-1-0.5
6,171823,JDK0.5-1-0.5
7,174201,JDK0.5-1-0.5
8,176230,JDK0.5-1-0.5
9,173618,JDK0.5-1-0.5
10,175387,JDK0.5-1-0.5
11,174791,JDK0.5-1-0.5
12,175084,JDK0.5-1-0.5
13,174986,JDK0.5-1-0.5
14,174476,JDK0.5-1-0.5
15,174481,JDK0.5-1-0.5
16,175121,JDK0.5-1-0.5
1,175917,JDK1-1-0.5
2,175805,JDK1-1-0.5
3,176021,JDK1-1-0.5
4,175266,JDK1-1-0.5
5,172891,JDK1-1-0.5
6,175767,JDK1-1-0.5
7,175396,JDK1-1-0.5
8,175290,JDK1-1-0.5
9,176614,JDK1-1-0.5
10,176311,JDK1-1-0.5
11,176726,JDK1-1-0.5
12,172293,JDK1-1-0.5
13,175598,JDK1-1-0.5
14,176778,JDK1-1-0.5
15,168797,JDK1-1-0.5
16,171834,JDK1-1-0.5
1,173341,JDKE
2,172870,JDKE
3,169506,JDKE
4,167563,JDKE
5,171996,JDKE
6,173878,JDKE
7,172340,JDKE
8,173972,JDKE
9,165990,JDKE
10,175011,JDKE
11,173539,JDKE
12,174792,JDKE
13,172779,JDKE
14,166547,JDKE
15,174382,JDKE
16,173919,JDKE
1,171415,JDK1.5-1-1.5
2,170185,JDK1.5-1-1.5
3,169575,JDK1.5-1-1.5
4,170550,JDK1.5-1-1.5
5,170490,JDK1.5-1-1.5
6,172127,JDK1.5-1-1.5
7,172056,JDK1.5-1-1.5
8,171975,JDK1.5-1-1.5
9,172116,JDK1.5-1-1.5
10,168786,JDK1.5-1-1.5
11,163783,JDK1.5-1-1.5
12,168941,JDK1.5-1-1.5
13,168856,JDK1.5-1-1.5
14,171649,JDK1.5-1-1.5
15,174376,JDK1.5-1-1.5
16,169645,JDK1.5-1-1.5
1,175840,JDK0.5-1-1.5
2,179037,JDK0.5-1-1.5
3,180216,JDK0.5-1-1.5
4,179079,JDK0.5-1-1.5
5,177249,JDK0.5-1-1.5
6,174100,JDK0.5-1-1.5
7,177526,JDK0.5-1-1.5
8,176089,JDK0.5-1-1.5
9,172069,JDK0.5-1-1.5
10,176775,JDK0.5-1-1.5
11,175385,JDK0.5-1-1.5
12,176607,JDK0.5-1-1.5
13,177872,JDK0.5-1-1.5
14,173440,JDK0.5-1-1.5
15,179173,JDK0.5-1-1.5
16,175723,JDK0.5-1-1.5
1,171895,JDK1.5-1-1
2,169414,JDK1.5-1-1
3,169498,JDK1.5-1-1
4,170101,JDK1.5-1-1
5,166595,JDK1.5-1-1
6,169656,JDK1.5-1-1
7,169438,JDK1.5-1-1
8,164107,JDK1.5-1-1
9,170261,JDK1.5-1-1
10,170250,JDK1.5-1-1
11,170318,JDK1.5-1-1
12,171288,JDK1.5-1-1
13,172243,JDK1.5-1-1
14,172023,JDK1.5-1-1
15,171230,JDK1.5-1-1
16,170149,JDK1.5-1-1
1,173986,JDKF
2,174202,JDKF
3,175018,JDKF
4,174455,JDKF
5,173337,JDKF
6,172714,JDKF
7,170591,JDKF
8,173731,JDKF
9,174696,JDKF
10,177016,JDKF
11,172086,JDKF
12,174454,JDKF
13,176340,JDKF
14,170324,JDKF
15,175987,JDKF
16,176318,JDKF
1,175155,JDK1-1-1
2,177985,JDK1-1-1
3,174092,JDK1-1-1
4,172589,JDK1-1-1
5,172891,JDK1-1-1
6,176633,JDK1-1-1
7,177344,JDK1-1-1
8,176713,JDK1-1-1
9,172550,JDK1-1-1
10,176679,JDK1-1-1
11,175906,JDK1-1-1
12,175113,JDK1-1-1
13,175533,JDK1-1-1
14,175197,JDK1-1-1
15,175574,JDK1-1-1
16,175436,JDK1-1-1
1,171079,JDK0.5-1-1
2,169767,JDK0.5-1-1
3,171527,JDK0.5-1-1
4,170805,JDK0.5-1-1
5,173167,JDK0.5-1-1
6,169537,JDK0.5-1-1
7,170303,JDK0.5-1-1
8,167347,JDK0.5-1-1
9,166063,JDK0.5-1-1
10,171000,JDK0.5-1-1
11,171276,JDK0.5-1-1
12,169760,JDK0.5-1-1
13,169317,JDK0.5-1-1
14,170250,JDK0.5-1-1
15,170787,JDK0.5-1-1
16,165913,JDK0.5-1-1
1,177839,JDK1.5-1-0.5
2,177739,JDK1.5-1-0.5
3,174088,JDK1.5-1-0.5
4,177430,JDK1.5-1-0.5
5,175642,JDK1.5-1-0.5
6,173138,JDK1.5-1-0.5
7,177422,JDK1.5-1-0.5
8,173886,JDK1.5-1-0.5
9,176672,JDK1.5-1-0.5
10,176125,JDK1.5-1-0.5
11,174650,JDK1.5-1-0.5
12,176976,JDK1.5-1-0.5
13,175618,JDK1.5-1-0.5
14,174308,JDK1.5-1-0.5
15,172459,JDK1.5-1-0.5
16,176685,JDK1.5-1-0.5
