Run,Time,Container,JVM
1,110064.0,01,JDK1-1-3
2,111815.0,01,JDK1-1-3
3,112962.0,01,JDK1-1-3
4,114065.0,01,JDK1-1-3
5,113573.0,01,JDK1-1-3
6,113297.0,01,JDK1-1-3
7,113085.0,01,JDK1-1-3
8,114793.0,01,JDK1-1-3
9,144344.0,01,JDK1-1-3
10,115744.0,01,JDK1-1-3
11,114894.0,01,JDK1-1-3
12,112188.0,01,JDK1-1-3
13,115984.0,01,JDK1-1-3
14,117177.0,01,JDK1-1-3
15,114948.0,01,JDK1-1-3
16,113937.0,01,JDK1-1-3
1,148235.0,01,JDKF
2,148160.0,01,JDKF
3,113664.0,01,JDKF
4,114641.0,01,JDKF
5,151702.0,01,JDKF
6,147957.0,01,JDKF
7,111716.0,01,JDKF
8,111943.0,01,JDKF
9,144975.0,01,JDKF
10,145421.0,01,JDKF
11,117583.0,01,JDKF
12,112910.0,01,JDKF
13,111500.0,01,JDKF
14,111039.0,01,JDKF
15,151814.0,01,JDKF
16,113199.0,01,JDKF
1,114828.0,01,JDK2-3-2
2,114747.0,01,JDK2-3-2
3,114540.0,01,JDK2-3-2
4,144376.0,01,JDK2-3-2
5,114746.0,01,JDK2-3-2
6,120073.0,01,JDK2-3-2
7,112893.0,01,JDK2-3-2
8,142673.0,01,JDK2-3-2
9,113187.0,01,JDK2-3-2
10,144884.0,01,JDK2-3-2
11,144098.0,01,JDK2-3-2
12,113441.0,01,JDK2-3-2
13,110518.0,01,JDK2-3-2
14,111326.0,01,JDK2-3-2
15,111939.0,01,JDK2-3-2
16,146965.0,01,JDK2-3-2
1,114691.0,01,JDK2-2-2
2,114939.0,01,JDK2-2-2
3,112106.0,01,JDK2-2-2
4,111816.0,01,JDK2-2-2
5,111750.0,01,JDK2-2-2
6,113765.0,01,JDK2-2-2
7,146017.0,01,JDK2-2-2
8,113156.0,01,JDK2-2-2
9,112692.0,01,JDK2-2-2
10,113810.0,01,JDK2-2-2
11,116682.0,01,JDK2-2-2
12,145782.0,01,JDK2-2-2
13,115081.0,01,JDK2-2-2
14,115117.0,01,JDK2-2-2
15,114884.0,01,JDK2-2-2
16,112755.0,01,JDK2-2-2
1,141300.0,01,JDK0.5-0.5-1
2,109002.0,01,JDK0.5-0.5-1
3,106257.0,01,JDK0.5-0.5-1
4,107808.0,01,JDK0.5-0.5-1
5,110002.0,01,JDK0.5-0.5-1
6,107837.0,01,JDK0.5-0.5-1
7,106245.0,01,JDK0.5-0.5-1
8,108810.0,01,JDK0.5-0.5-1
9,135765.0,01,JDK0.5-0.5-1
10,139731.0,01,JDK0.5-0.5-1
11,106869.0,01,JDK0.5-0.5-1
12,106572.0,01,JDK0.5-0.5-1
13,138213.0,01,JDK0.5-0.5-1
14,110566.0,01,JDK0.5-0.5-1
15,105850.0,01,JDK0.5-0.5-1
16,107782.0,01,JDK0.5-0.5-1
1,112075.0,01,JDK8-9-9
2,109704.0,01,JDK8-9-9
3,113337.0,01,JDK8-9-9
4,113984.0,01,JDK8-9-9
5,115331.0,01,JDK8-9-9
6,142830.0,01,JDK8-9-9
7,142887.0,01,JDK8-9-9
8,113212.0,01,JDK8-9-9
9,112683.0,01,JDK8-9-9
10,112639.0,01,JDK8-9-9
11,112590.0,01,JDK8-9-9
12,113012.0,01,JDK8-9-9
13,115758.0,01,JDK8-9-9
14,145480.0,01,JDK8-9-9
15,114455.0,01,JDK8-9-9
16,111143.0,01,JDK8-9-9
