Time,GC Util
0,0
0,0
20,0
20,0
42,15
42,15
264,0
264,0
333,2
333,2
472,1
472,1
538,1
538,1
616,0
616,0
704,67
704,67
748,3
748,3
801,1
801,1
1194,0
1194,0
1219,10
1219,10
1323,1
1323,1
1351,8
1351,8
1527,0
1527,0
1694,1
1694,1
1818,2
1818,2
2296,0
2296,0
2853,0
2853,0
3375,0
3375,0
3863,0
3863,0
4447,0
4447,0
4966,0
4966,0
5544,0
5544,0
6170,0
6170,0
6714,0
6714,0
7231,0
7231,0
7887,0
7887,0
8554,0
8554,0
9225,0
9225,0
9758,0
9758,0
10457,0
10457,0
11078,0
11078,0
11790,0
11790,0
12427,0
12427,0
13064,0
13064,0
13777,0
13777,0
14444,0
14444,0
15165,0
15165,0
15861,0
15861,0
16531,0
16531,0
17239,0
17239,0
17841,0
17841,0
18511,0
18511,0
19163,94
19163,94
19863,0
19863,0
20724,0
20724,0
21546,0
21546,0
22383,0
22383,0
23241,0
23241,0
24034,0
24034,0
24914,0
24914,0
25808,0
25808,0
26660,0
26660,0
27528,0
27528,0
28257,0
