Time,GC Util
0,0
0,0
20,0
20,0
50,12
50,12
219,1
219,1
273,3
273,3
371,1
371,1
430,1
430,1
492,1
492,1
570,0
570,0
576,67
576,67
618,3
618,3
665,1
665,1
935,0
935,0
1087,1
1087,1
1104,13
1104,13
1122,12
1122,12
1300,0
1300,0
1412,1
1412,1
1828,0
1828,0
2196,0
2196,0
2597,0
2597,0
3048,0
3048,0
3519,0
3519,0
4105,0
4105,0
4652,0
4652,0
5160,0
5160,0
5650,0
5650,0
6305,0
6305,0
6979,0
6979,0
7709,0
7709,0
8397,0
8397,0
8984,0
8984,0
9652,0
9652,0
10268,0
10268,0
10936,0
10936,0
11603,0
11603,0
12187,0
12187,0
12924,0
12924,0
13587,0
13587,0
14248,0
14248,0
14950,0
14950,0
15591,0
15591,0
16270,0
16270,0
16935,0
16935,0
17567,0
17567,0
17567,0
18238,0
18241,98
18241,98
19026,0
19026,0
19882,0
19882,0
20695,0
20695,0
21594,0
21594,0
22431,0
22431,0
23208,0
23208,0
24093,0
24093,0
24800,0
24800,0
25551,0
25551,0
26319,0
26319,0
27103,0
