Time,GC Util
0,0
0,0
371,26
371,26
555,14
555,14
678,99
678,99
749,143
796,24
874,95
874,95
946,21
946,21
1104,20
1104,20
1219,23
1219,23
1281,21
1281,21
1338,24
1338,24
1387,153
1416,22
1459,68
1459,68
1502,22
1502,22
1582,18
1582,18
1662,23
1662,23
1742,22
1742,22
1828,21
1828,21
1906,21
1906,21
2007,21
2007,21
2102,22
2102,22
2207,23
2207,23
2311,19
2311,19
2403,18
2403,18
2516,21
2516,21
2631,25
2631,25
2734,18
2734,18
2838,18
2838,18
2946,23
2946,23
3003,149
3069,25
3122,51
3122,51
3174,30
3174,30
3313,25
3313,25
3446,16
3446,16
3566,20
3566,20
3668,22
3668,22
3777,24
3777,24
3883,22
3883,22
3977,25
3977,25
4087,19
4087,19
4200,20
4200,20
4316,22
4316,22
4434,18
4434,18
4540,22
4540,22
4667,20
4667,20
4778,20
4778,20
4898,20
4898,20
5015,22
5015,22
5125,23
5125,23
5261,22
5261,22
5387,18
5387,18
5505,22
5505,22
5639,19
5639,19
5788,21
5788,21
5915,21
5915,21
6069,19
6069,19
6212,22
6212,22
6362,24
6362,24
6497,21
6497,21
6639,21
6639,21
6792,23
6792,23
6932,22
6932,22
7096,22
7096,22
7252,25
7252,25
7424,24
7424,24
7604,19
7604,19
7767,20
7767,20
7941,22
7941,22
8109,20
8109,20
8303,21
8303,21
8485,25
8485,25
8672,22
8672,22
8846,20
8846,20
9034,23
9034,23
9240,23
9240,23
9432,22
9432,22
9655,20
9655,20
9870,20
9870,20
10061,22
10061,22
10265,22
10265,22
10474,23
10474,23
10688,22
10688,22
10893,24
10893,24
11092,22
11092,22
11311,20
11311,20
11528,22
11528,22
11758,20
11758,20
11985,20
11985,20
12216,26
12216,26
12449,22
12449,22
12695,20
12695,20
12911,21
12911,21
13126,27
13126,27
13360,22
13360,22
13582,38
13582,38
13890,46
13890,46
14194,41
14194,41
14478,22
14478,22
14775,21
14775,21
15092,77
15092,77
15402,42
15402,42
15666,41
15666,41
15925,39
15925,39
16190,41
16190,41
16460,52
16460,52
16709,42
16709,42
16974,64
16974,64
17216,48
17216,48
17499,53
17499,53
17754,54
17754,54
18020,51
18020,51
18292,96
18292,96
18576,54
18576,54
18837,53
18837,53
19117,54
19117,54
19393,53
19393,53
19659,55
19659,55
19935,54
19935,54
20191,55
20191,55
20457,51
20457,51
20727,51
20727,51
21011,48
21011,48
21296,63
21296,63
21584,49
21584,49
21884,49
21884,49
22168,49
22168,49
22460,47
22460,47
22748,63
22748,63
23030,49
23030,49
23290,55
23290,55
23554,53
23554,53
23821,44
23821,44
24087,52
24087,52
24352,57
24352,57
24625,52
24625,52
24887,54
24887,54
